ID,event_value,event_number,instance,credit,sequence,final_sequence
IRL000011002951,Buy,5,10,0,c,c
IRL000011002963,Buy,5,10,0,c,c
IRL000011002955,Buy,5,10,0,c,c
IRL000011002944,Cancel,6,11,1,b3,b3
IRL000011002944,Cancel,10,11,1,a1,a1
IRL000011002944,Buy,15,10,1,b4,b4
IRL000003700954,trip_n,5,8,0,c,c
IRL000003700959,Cancel,5,11,1,a1,a1
IRL000003700959,Buy,10,10,1,b4,b4
IRL000015004062,Buy,6,10,0,b4,b4
IRL000013903754,Buy,9,10,0,c,c
IRL000013903748,Buy,5,10,0,c,c
IRL000013903747,Buy,5,10,0,c,c
IRL000013903751,Buy,5,10,0,c,c
IRL000005701493,Buy,8,10,0,c,c
IRL000005701484,Buy,5,10,0,c,c
IRL000004101058,Cancel,5,11,1,a1,a1
IRL000004101058,Cancel,8,11,1,c,c
IRL000004101058,Buy,13,10,1,b4,b4
IRL000004101049,Cancel,5,11,1,a1,a1
IRL000004101049,Buy,10,10,1,b4,b4
IRL000001900495,Cancel,8,11,0,c,c
IRL000001900495,Buy,13,10,0,b4,b4
IRL000001900493,Cancel,5,11,1,a1,a1
IRL000001900493,Buy,10,10,1,b4,b4
IRL000017504777,Buy,5,10,0,c,c
IRL000017504789,Buy,5,10,0,c,c
IRL000004001033,Buy,6,10,0,c,c
IRL000008902383,Buy,5,10,0,c,c
IRL000008902378,Buy,5,10,0,c,c
IRL000008902371,Buy,6,10,0,b4,b4
IRL000001200331,Cancel,5,11,0,a1,a1
IRL000001200331,Buy,11,10,0,c,c
IRL000001200320,Buy,5,10,0,c,c
IRL000001200323,Buy,5,10,0,c,c
IRL000001200305,Buy,5,10,0,c,c
IRL000008102139,Buy,6,10,0,b4,b4
IRL000008102151,Cancel,5,11,1,a1,a1
IRL000008102151,Cancel,9,11,1,c,c
IRL000008102151,Buy,14,10,1,b4,b4
IRL000008102166,Buy,6,10,0,c,c
IRL000010602842,Buy,6,10,0,c,c
IRL000010602835,Buy,5,10,0,c,c
IRL000010602838,Buy,6,10,0,c,c
IRL000007501982,Buy,5,10,0,c,c
IRL000007501978,Buy,5,10,0,c,c
IRL000003400891,Buy,6,10,0,c,c
IRL000003400888,Buy,18,10,0,c,c
IRL000003400889,Buy,6,10,0,b4,b4
IRL000011102979,Cancel,5,11,0,a1,a1
IRL000011102979,trip_4,9,9,0,c,c
IRL000006701754,Buy,5,10,0,c,c
IRL000006701749,Buy,5,10,0,c,c
IRL000017904891,Buy,5,10,0,c,c
IRL000006301633,Buy,6,10,0,b4,b4
IRL000006301630,trip_n,15,8,0,c,c
IRL000009402500,trip_n,5,8,0,c,c
IRL000009402505,Buy,7,10,0,b2,b2
IRL000009402516,Buy,5,10,0,c,c
IRL000004501172,Cancel,5,11,1,a1,a1
IRL000004501172,Buy,10,10,1,b4,b4
IRL000004501161,Buy,5,10,0,c,c
IRL000004501175,Buy,5,10,0,c,c
IRL000000300075,Buy,6,10,0,b4,b4
IRL000000300074,Buy,6,10,0,b4,b4
IRL000000300062,Buy,5,10,0,c,c
IRL000010102718,Cancel,5,11,1,a1,a1
IRL000010102718,Cancel,7,11,1,c,c
IRL000010102718,Buy,12,10,1,b4,b4
IRL000010102714,Buy,5,10,0,c,c
IRL000010102699,Buy,5,10,0,c,c
IRL000009102419,Buy,6,10,0,b4,b4
IRL000009102414,Cancel,6,11,0,b3,b3
IRL000009102414,Buy,11,10,0,c,c
IRL000009102424,Buy,5,10,0,c,c
IRL000008302187,Cancel,7,11,1,c,c
IRL000008302187,Cancel,11,11,1,a1,a1
IRL000008302187,Cancel,16,11,1,b3,b3
IRL000008302187,Buy,21,10,1,b4,b4
IRL000008302195,Buy,7,10,0,b2,b2
IRL000000700169,Buy,5,10,0,c,c
IRL000000700177,Buy,6,10,0,b4,b4
IRL000006801766,Buy,6,10,0,c,c
IRL000006801781,Buy,6,10,0,b4,b4
IRL000011903199,Cancel,5,11,1,a1,a1
IRL000011903199,Cancel,10,11,1,b3,b3
IRL000011903199,Cancel,17,11,1,c,c
IRL000011903199,Buy,22,10,1,b4,b4
IRL000011903187,Buy,7,10,0,c,c
IRL000002500648,Buy,5,10,0,c,c
IRL000002500639,Cancel,5,11,0,a1,a1
IRL000002500639,Buy,10,10,0,c,c
IRL000002500622,Cancel,5,11,1,a1,a1
IRL000002500622,Buy,10,10,1,b4,b4
IRL000005201336,Cancel,21,11,0,c,c
IRL000005201336,Buy,26,10,0,b4,b4
IRL000017404742,Cancel,5,11,1,a1,a1
IRL000017404742,Buy,10,10,1,b4,b4
IRL000017404771,Cancel,5,11,1,a1,a1
IRL000017404771,Buy,10,10,1,b4,b4
IRL000017404748,Buy,5,10,0,c,c
IRL000017404757,Buy,6,10,0,b4,b4
IRL000012403323,Cancel,5,11,1,a1,a1
IRL000012403323,Buy,10,10,1,b4,b4
IRL000012403327,Buy,5,10,0,c,c
IRL000006401663,Cancel,5,11,0,a1,a1
IRL000006401663,Buy,10,10,0,c,c
IRL000006401668,Cancel,5,11,1,a1,a1
IRL000006401668,Buy,11,10,1,b2,b2
IRL000013803716,Cancel,6,11,1,b3,b3
IRL000013803716,city_subway,7,2,1,b3,b3
IRL000013803716,concession,8,5,1,b3,b3
IRL000013803716,individual,9,6,1,b3,b3
IRL000013803716,trip_4,10,9,1,b3,b3
IRL000013803716,Cancel,11,11,1,b3,b3
IRL000013803716,Cancel,15,11,1,a1,a1
IRL000013803716,Buy,20,10,1,b4,b4
IRL000013803730,Buy,5,10,0,c,c
IRL000012603380,Cancel,5,11,1,a1,a1
IRL000012603380,Buy,10,10,1,b4,b4
IRL000007001818,Buy,5,10,0,c,c
IRL000007001824,Buy,6,10,0,c,c
IRL000007001820,trip_4,5,9,0,c,c
IRL000007301906,Buy,6,10,0,b4,b4
IRL000007301928,Buy,5,10,0,c,c
IRL000017804875,Cancel,5,11,1,a1,a1
IRL000017804875,Buy,10,10,1,b4,b4
IRL000002600659,Buy,6,10,0,b4,b4
IRL000002600652,Buy,5,10,0,c,c
IRL000002600662,Cancel,5,11,1,a1,a1
IRL000002600662,Cancel,10,11,1,c,c
IRL000002600662,Cancel,15,11,1,b3,b3
IRL000002600662,Cancel,19,11,1,a1,a1
IRL000002600662,Buy,24,10,1,b4,b4
IRL000001800484,Cancel,5,11,1,a1,a1
IRL000001800484,Buy,10,10,1,b4,b4
IRL000001800476,Cancel,5,11,1,a1,a1
IRL000001800476,Buy,10,10,1,b4,b4
IRL000002300583,Cancel,5,11,1,a1,a1
IRL000002300583,Buy,10,10,1,b4,b4
IRL000002300590,Buy,8,10,0,c,c
IRL000000100002,Buy,6,10,0,b4,b4
IRL000012003214,Buy,5,10,0,c,c
IRL000012003213,Buy,5,10,0,c,c
IRL000012003212,trip_4,10,9,0,c,c
IRL000002100544,Buy,5,10,0,c,c
IRL000002100536,Buy,5,10,0,c,c
IRL000002100543,Buy,6,10,0,b4,b4
IRL000013403608,Buy,6,10,0,b4,b4
IRL000013403609,Buy,6,10,0,b4,b4
IRL000013403587,Buy,5,10,0,c,c
IRL000011503099,Cancel,6,11,1,b3,b3
IRL000011503099,Cancel,10,11,1,a1,a1
IRL000011503099,Buy,15,10,1,b4,b4
IRL000011503096,Cancel,6,11,1,b3,b3
IRL000011503096,Cancel,10,11,1,a1,a1
IRL000011503096,Buy,15,10,1,b4,b4
IRL000014403889,Buy,10,10,0,c,c
IRL000010202722,Buy,5,10,0,c,c
IRL000010202725,Cancel,5,11,1,a1,a1
IRL000010202725,Buy,10,10,1,b4,b4
IRL000016004370,Buy,15,10,0,c,c
IRL000016004369,Cancel,6,11,1,c,c
IRL000016004369,Cancel,10,11,1,a1,a1
IRL000016004369,Cancel,15,11,1,c,c
IRL000016004369,Buy,20,10,1,b4,b4
IRL000018305016,Buy,5,10,0,c,c
IRL000018305004,Cancel,5,11,1,a1,a1
IRL000018305004,Buy,10,10,1,b4,b4
IRL000018305012,Buy,6,10,0,b4,b4
IRL000003500909,Buy,6,10,0,c,c
IRL000003500926,Buy,5,10,0,c,c
IRL000014103797,Cancel,4,11,0,c,c
IRL000014103797,Buy,9,10,0,b4,b4
IRL000014103800,Cancel,5,11,1,a1,a1
IRL000014103800,Buy,10,10,1,b4,b4
IRL000003600941,Buy,6,10,0,b4,b4
IRL000003600946,Buy,9,10,0,c,c
IRL000003600939,Buy,5,10,0,c,c
IRL000017704839,Buy,5,10,0,c,c
IRL000012903467,Cancel,5,11,1,a1,a1
IRL000012903467,Cancel,11,11,1,c,c
IRL000012903467,Cancel,15,11,1,a1,a1
IRL000012903467,Cancel,38,11,1,c,c
IRL000012903467,Cancel,43,11,1,b3,b3
IRL000012903467,Cancel,45,11,1,c,c
IRL000012903467,Cancel,49,11,1,a1,a1
IRL000012903467,Buy,54,10,1,b4,b4
IRL000012903457,Buy,7,10,0,b2,b2
IRL000012903463,Cancel,6,11,1,b3,b3
IRL000012903463,Cancel,10,11,1,a1,a1
IRL000012903463,Buy,15,10,1,b4,b4
IRL000012103248,Buy,5,10,0,c,c
IRL000012103246,Cancel,5,11,0,a1,a1
IRL000012103246,Buy,9,10,0,c,c
IRL000012103249,Buy,6,10,0,b4,b4
IRL000010802881,Buy,5,10,0,c,c
IRL000010802885,Cancel,6,11,1,b3,b3
IRL000010802885,Cancel,10,11,1,a1,a1
IRL000010802885,Cancel,15,11,1,b3,b3
IRL000010802885,Cancel,24,11,1,c,c
IRL000010802885,Buy,29,10,1,b4,b4
IRL000010802897,Buy,5,10,0,c,c
IRL000016604525,Cancel,5,11,1,a1,a1
IRL000016604525,Cancel,10,11,1,c,c
IRL000016604525,Cancel,15,11,1,b3,b3
IRL000016604525,Cancel,19,11,1,a1,a1
IRL000016604525,Cancel,21,11,1,c,c
IRL000016604525,Buy,26,10,1,b4,b4
IRL000016604519,Cancel,5,11,1,a1,a1
IRL000016604519,Buy,10,10,1,b4,b4
IRL000016604539,Buy,6,10,0,c,c
IRL000014303867,Buy,6,10,0,b4,b4
IRL000014303870,Buy,5,10,0,c,c
IRL000004801229,Cancel,18,11,0,c,c
IRL000004801229,Buy,23,10,0,b4,b4
IRL000004801236,Buy,6,10,0,c,c
IRL000004801230,Cancel,6,11,1,b3,b3
IRL000004801230,Cancel,9,11,1,c,c
IRL000004801230,Cancel,13,11,1,a1,a1
IRL000004801230,Buy,18,10,1,b4,b4
IRL000013603664,Buy,8,10,0,c,c
IRL000013203551,Cancel,5,11,1,a1,a1
IRL000013203551,Cancel,10,11,1,b3,b3
IRL000013203551,Cancel,14,11,1,a1,a1
IRL000013203551,Buy,19,10,1,b4,b4
IRL000013203542,Buy,5,10,0,c,c
IRL000013203532,Cancel,22,11,0,c,c
IRL000013203532,Cancel,26,11,0,a1,a1
IRL000013203532,Buy,44,10,0,c,c
IRL000001300358,Buy,5,10,0,c,c
IRL000014203844,Buy,6,10,0,b4,b4
IRL000014203837,Buy,6,10,0,b4,b4
IRL000014203824,Buy,6,10,0,b4,b4
ISR000002400734,Buy,6,10,0,b4,b4
ISR000002400729,Buy,6,10,0,b4,b4
ISR000013804017,Cancel,5,11,1,a1,a1
ISR000013804017,Cancel,10,11,1,b3,b3
ISR000013804017,Cancel,14,11,1,a1,a1
ISR000013804017,Buy,19,10,1,b4,b4
ISR000013804026,Buy,6,10,0,b4,b4
ISR000013804015,Buy,5,10,0,c,c
ISR000008002304,Cancel,5,11,0,a1,a1
ISR000008002304,Cancel,10,11,0,c,c
ISR000008002304,Cancel,14,11,0,a1,a1
ISR000008002304,Buy,20,10,0,c,c
ISR000008002298,Buy,6,10,0,b4,b4
ISR000006601920,Buy,6,10,0,b4,b4
ISR000002000605,Buy,6,10,0,b4,b4
ISR000002000599,Buy,5,10,0,c,c
ISR000008302388,Buy,6,10,0,b4,b4
ISR000001500434,Buy,5,10,0,c,c
ISR000001500452,Cancel,5,11,1,a1,a1
ISR000001500452,Buy,10,10,1,b4,b4
ISR000001500440,Buy,10,10,0,c,c
ISR000016704885,Buy,6,10,0,b4,b4
ISR000016704883,Cancel,5,11,1,a1,a1
ISR000016704883,Cancel,8,11,1,c,c
ISR000016704883,Buy,13,10,1,b4,b4
ISR000011403321,Buy,5,10,0,c,c
ISR000011403301,Buy,6,10,0,b4,b4
ISR000011403316,Buy,6,10,0,b4,b4
ISR000005201567,Cancel,5,11,0,a1,a1
ISR000005201567,trip_4,9,9,0,c,c
ISR000005201573,Cancel,5,11,0,a1,a1
ISR000005201573,Buy,10,10,0,c,c
ISR000005201546,Buy,5,10,0,c,c
ISR000002300689,Buy,13,10,0,c,c
ISR000002300675,Cancel,6,11,0,b3,b3
ISR000002300675,Buy,11,10,0,b4,b4
ISR000002300699,Cancel,6,11,1,b3,b3
ISR000002300699,Cancel,10,11,1,a1,a1
ISR000002300699,Buy,15,10,1,b4,b4
ISR000010903176,Buy,5,10,0,c,c
ISR000010903188,Cancel,6,11,1,b3,b3
ISR000010903188,Cancel,10,11,1,a1,a1
ISR000010903188,Buy,15,10,1,b4,b4
ISR000010903171,Buy,5,10,0,c,c
ISR000013503925,Buy,5,10,0,c,c
ISR000013503938,Buy,6,10,0,b4,b4
ISR000013503952,Buy,6,10,0,b4,b4
ISR000012603681,Cancel,5,11,1,a1,a1
ISR000012603681,Buy,10,10,1,b4,b4
ISR000012603696,Buy,5,10,0,c,c
ISR000012603698,Cancel,7,11,1,c,c
ISR000012603698,Cancel,11,11,1,a1,a1
ISR000012603698,Cancel,14,11,1,c,c
ISR000012603698,Cancel,18,11,1,a1,a1
ISR000012603698,Buy,23,10,1,b4,b4
ISR000003601074,Buy,5,10,0,c,c
ISR000003601063,Buy,5,10,0,c,c
ISR000017004964,Cancel,5,11,0,a1,a1
ISR000017004964,Buy,12,10,0,c,c
ISR000017004957,Cancel,6,11,1,b3,b3
ISR000017004957,Cancel,10,11,1,a1,a1
ISR000017004957,Buy,15,10,1,b4,b4
ISR000007802249,Buy,5,10,0,c,c
ISR000007802258,Cancel,7,11,0,c,c
ISR000007802258,Buy,12,10,0,b4,b4
ISR000007802236,Buy,5,10,0,c,c
ISR000004301256,Cancel,5,11,1,a1,a1
ISR000004301256,Cancel,8,11,1,c,c
ISR000004301256,Buy,13,10,1,b4,b4
ISR000004301273,Buy,6,10,0,b4,b4
ISR000002700801,Buy,9,10,0,c,c
ISR000002700800,Buy,5,10,0,c,c
ISR000011103220,Buy,6,10,0,c,c
ISR000011103222,Buy,9,10,0,c,c
ISR000011103228,Buy,6,10,0,c,c
ISR000012703707,Cancel,6,11,1,b3,b3
ISR000012703707,Cancel,10,11,1,a1,a1
ISR000012703707,Buy,15,10,1,b4,b4
ISR000012703733,Cancel,5,11,1,c,c
ISR000012703733,Cancel,9,11,1,a1,a1
ISR000012703733,Cancel,14,11,1,b3,b3
ISR000012703733,Cancel,22,11,1,c,c
ISR000012703733,Cancel,26,11,1,a1,a1
ISR000012703733,Buy,31,10,1,b4,b4
ISR000012703724,Buy,6,10,0,b4,b4
ISR000012703722,Cancel,5,11,1,a1,a1
ISR000012703722,Cancel,7,11,1,c,c
ISR000012703722,Buy,13,10,1,b2,b2
ISR000015004390,Cancel,5,11,1,a1,a1
ISR000015004390,Buy,10,10,1,b4,b4
ISR000015004379,Buy,5,10,0,c,c
ISR000004701404,Buy,7,10,0,c,c
ISR000004701395,Buy,5,10,0,c,c
ISR000004701400,Cancel,25,11,1,c,c
ISR000004701400,Cancel,30,11,1,b3,b3
ISR000004701400,Cancel,34,11,1,a1,a1
ISR000004701400,Buy,39,10,1,b4,b4
ISR000014504234,Buy,5,10,0,c,c
ISR000014504247,Buy,6,10,0,b4,b4
ISR000002100635,Buy,5,10,0,c,c
ISR000002100629,Buy,5,10,0,c,c
ISR000001800541,Cancel,5,11,0,c,c
ISR000001800541,Cancel,9,11,0,a1,a1
ISR000001800541,Cancel,22,11,0,c,c
ISR000001800541,Cancel,26,11,0,a1,a1
ISR000001800541,Buy,31,10,0,c,c
ISR000001800544,Buy,8,10,0,c,c
ISR000017205047,Buy,8,10,0,c,c
ISR000017205022,Buy,16,10,0,c,c
ISR000017205036,Buy,7,10,0,c,c
ISR000006501883,Buy,5,10,0,c,c
ISR000006501911,Buy,6,10,0,b4,b4
ISR000006501886,Buy,5,10,0,c,c
ISR000003501041,Buy,6,10,0,c,c
ISR000003501032,Cancel,6,11,1,b3,b3
ISR000003501032,Cancel,10,11,1,a1,a1
ISR000003501032,city_subway,11,2,1,a1,a1
ISR000003501032,concession,12,5,1,a1,a1
ISR000003501032,daily,13,7,1,a1,a1
ISR000003501032,Cancel,14,11,1,a1,a1
ISR000003501032,Cancel,15,11,1,c,c
ISR000003501032,Buy,20,10,1,b4,b4
ISR000003501031,Buy,6,10,0,c,c
ISR000001300397,Cancel,5,11,1,a1,a1
ISR000001300397,Buy,10,10,1,b4,b4
ISR000001300379,Buy,6,10,0,b4,b4
ISR000011903482,Buy,5,10,0,c,c
ISR000011903459,trip_n,6,8,0,c,c
ISR000011903475,Buy,7,10,0,c,c
ISR000003401015,Cancel,5,11,1,a1,a1
ISR000003401015,Buy,10,10,1,b4,b4
ISR000003401024,Cancel,5,11,1,c,c
ISR000003401024,Cancel,10,11,1,b3,b3
ISR000003401024,Cancel,13,11,1,c,c
ISR000003401024,Cancel,17,11,1,a1,a1
ISR000003401024,Buy,22,10,1,b4,b4
ISR000001100324,Cancel,5,11,0,a1,a1
ISR000001100324,trip_4,9,9,0,c,c
ISR000001100320,Cancel,6,11,0,b3,b3
ISR000001100320,Cancel,15,11,0,c,c
ISR000001100320,Buy,20,10,0,b4,b4
ISR000006801965,Cancel,5,11,0,c,c
ISR000006801965,Buy,10,10,0,b4,b4
ISR000006801975,Cancel,5,11,0,a1,a1
ISR000006801975,Cancel,10,11,0,c,c
ISR000006801975,Cancel,15,11,0,b3,b3
ISR000006801975,Cancel,19,11,0,a1,a1
ISR000006801975,trip_4,25,9,0,c,c
ISR000006801973,Cancel,5,11,0,a1,a1
ISR000006801973,Cancel,13,11,0,c,c
ISR000006801973,Cancel,18,11,0,b3,b3
ISR000006801973,Cancel,21,11,0,c,c
ISR000006801973,Cancel,25,11,0,a1,a1
ISR000006801973,trip_4,29,9,0,c,c
ISR000009502746,Buy,5,10,0,c,c
ISR000009502751,Buy,6,10,0,b4,b4
ISR000010403013,Cancel,6,11,1,b3,b3
ISR000010403013,Cancel,10,11,1,a1,a1
ISR000010403013,Buy,15,10,1,b4,b4
ISR000010403019,Buy,5,10,0,c,c
ISR000010403005,Cancel,6,11,1,b3,b3
ISR000010403005,Cancel,10,11,1,a1,a1
ISR000010403005,Buy,15,10,1,b4,b4
ISR000009602794,trip_n,5,8,0,c,c
ISR000009602789,Buy,5,10,0,c,c
ISR000009602780,Buy,9,10,0,c,c
ISR000001000302,Buy,5,10,0,c,c
ISR000000900286,Cancel,6,11,1,b3,b3
ISR000000900286,Cancel,8,11,1,c,c
ISR000000900286,Cancel,12,11,1,a1,a1
ISR000000900286,Buy,17,10,1,b4,b4
ISR000009902857,Buy,6,10,0,c,c
ISR000007202050,Buy,5,10,0,c,c
ISR000007202055,Cancel,5,11,1,a1,a1
ISR000007202055,Buy,10,10,1,b4,b4
ISR000007202062,Buy,5,10,0,c,c
ISR000013203873,Buy,5,10,0,c,c
ISR000013203872,Buy,6,10,0,b4,b4
ISR000013203880,Buy,11,10,0,c,c
ISR000006101811,Buy,5,10,0,c,c
ISR000006101814,Cancel,7,11,0,c,c
ISR000006101814,Buy,12,10,0,b4,b4
ISR000004201234,Buy,5,10,0,c,c
ISR000004201240,trip_4,5,9,0,c,c
ISR000004201221,Buy,5,10,0,c,c
ISR000015504544,Buy,5,10,0,c,c
ISR000015504570,Cancel,6,11,1,b3,b3
ISR000015504570,Cancel,10,11,1,a1,a1
ISR000015504570,Buy,15,10,1,b4,b4
ISR000015404543,Buy,5,10,0,c,c
ISR000015404516,Cancel,19,11,0,c,c
ISR000015404516,Buy,24,10,0,b4,b4
ISR000015404518,Cancel,5,11,1,a1,a1
ISR000015404518,Buy,10,10,1,b4,b4
ISR000004501323,Buy,5,10,0,c,c
ISR000004501318,Buy,6,10,0,c,c
ISR000004501322,Buy,8,10,0,c,c
ISR000004101206,Buy,6,10,0,b4,b4
ISR000004101196,Buy,9,10,0,c,c
ISR000009002614,Buy,5,10,0,c,c
ISR000009002622,Cancel,5,11,1,a1,a1
ISR000009002622,Buy,10,10,1,b4,b4
ISR000009002620,Buy,6,10,0,b4,b4
ISR000009002611,Buy,5,10,0,c,c
ISR000014204148,trip_4,6,9,0,c,c
ISR000011303294,Buy,10,10,0,c,c
ISR000011303286,Buy,5,10,0,c,c
ISR000011303274,Buy,8,10,0,c,c
ISR000001700507,Cancel,6,11,1,b3,b3
ISR000001700507,Cancel,10,11,1,a1,a1
ISR000001700507,Buy,15,10,1,b4,b4
ISR000001700515,Cancel,9,11,1,c,c
ISR000001700515,Cancel,13,11,1,a1,a1
ISR000001700515,Buy,18,10,1,b4,b4
ISR000014804334,Buy,25,10,0,c,c
ISR000014804319,Cancel,5,11,0,c,c
ISR000014804319,Cancel,9,11,0,a1,a1
ISR000014804319,Buy,23,10,0,c,c
ISR000014804339,Buy,6,10,0,b4,b4
ISR000014804333,Buy,5,10,0,c,c
ISR000012103527,Buy,5,10,0,c,c
ISR000012103546,Buy,16,10,0,c,c
ISR000005901754,Buy,6,10,0,b4,b4
ISR000005901738,Buy,5,10,0,c,c
ISR000005901746,Cancel,5,11,0,c,c
ISR000005901746,Cancel,9,11,0,a1,a1
ISR000005901746,Buy,16,10,0,c,c
ISR000005901758,Cancel,20,11,0,c,c
ISR000011603361,Cancel,5,11,1,a1,a1
ISR000011603361,Buy,10,10,1,b4,b4
ISR000011603380,Buy,5,10,0,c,c
ISR000011603385,Buy,5,10,0,c,c
ISR000007302100,Buy,6,10,0,b4,b4
ISR000007302081,concession,3,5,0,c,c
ISR000003200951,Buy,8,10,0,c,c
ISR000003200960,Buy,5,10,0,c,c
ISR000006201849,Buy,7,10,0,c,c
ISR000006201824,Cancel,5,11,1,a1,a1
ISR000006201824,Cancel,7,11,1,c,c
ISR000006201824,Cancel,12,11,1,b3,b3
ISR000006201824,Cancel,16,11,1,a1,a1
ISR000006201824,Buy,21,10,1,b4,b4
ISR000010002879,Buy,6,10,0,c,c
ISR000010002895,Cancel,5,11,1,a1,a1
ISR000010002895,Buy,10,10,1,b4,b4
ISR000003000893,Cancel,6,11,1,b3,b3
ISR000003000893,Cancel,10,11,1,a1,a1
ISR000003000893,Buy,15,10,1,b4,b4
ISR000003000899,Buy,7,10,0,c,c
ISR000008602496,Cancel,5,11,1,a1,a1
ISR000008602496,Buy,10,10,1,b4,b4
ISR000008602493,Buy,5,10,0,c,c
ISR000008602476,Buy,6,10,0,b4,b4
ISR000008102330,Buy,9,10,0,c,c
ISR000008102336,Cancel,5,11,1,a1,a1
ISR000008102336,Cancel,8,11,1,c,c
ISR000008102336,Buy,13,10,1,b4,b4
ISR000008902569,Cancel,6,11,1,b3,b3
ISR000008902569,Cancel,10,11,1,a1,a1
ISR000008902569,Cancel,15,11,1,c,c
ISR000008902569,Buy,20,10,1,b4,b4
ISR000008902600,Cancel,5,11,0,a1,a1
ISR000008902600,Buy,13,10,0,c,c
ISR000008902579,Buy,6,10,0,b4,b4
ISR000007702226,Cancel,5,11,0,a1,a1
ISR000007702226,Buy,14,10,0,c,c
ISR000007702202,Cancel,6,11,1,b3,b3
ISR000007702202,Cancel,10,11,1,a1,a1
ISR000007702202,city_subway,11,2,1,a1,a1
ISR000007702202,concession,12,5,1,a1,a1
ISR000007702202,daily,13,7,1,a1,a1
ISR000007702202,Cancel,14,11,1,a1,a1
ISR000007702202,Buy,19,10,1,b4,b4
ISR000000300082,Buy,6,10,0,b4,b4
ISR000000300094,Buy,5,10,0,c,c
ISR000000300074,Cancel,6,11,0,b3,b3
ISR000000300074,Buy,13,10,0,c,c
ISR000009802810,Cancel,6,11,1,b3,b3
ISR000009802810,Cancel,10,11,1,a1,a1
ISR000009802810,Cancel,15,11,1,c,c
ISR000009802810,Cancel,19,11,1,a1,a1
ISR000009802810,Buy,24,10,1,b4,b4
ISR000009802829,Buy,6,10,0,b4,b4
ISR000011703398,Buy,5,10,0,c,c
ISR000011703395,Cancel,6,11,1,b3,b3
ISR000011703395,Cancel,10,11,1,a1,a1
ISR000011703395,Buy,15,10,1,b4,b4
ISR000002800818,Cancel,5,11,1,a1,a1
ISR000002800818,city_subway,6,2,1,a1,a1
ISR000002800818,concession,7,5,1,a1,a1
ISR000002800818,daily,8,7,1,a1,a1
ISR000002800818,Cancel,9,11,1,a1,a1
ISR000002800818,Cancel,15,11,1,c,c
ISR000002800818,Buy,20,10,1,b4,b4
ISR000002800820,Buy,6,10,0,b4,b4
ISR000016604851,Buy,6,10,0,b4,b4
ISR000016604840,Cancel,5,11,0,a1,a1
ISR000016604840,Buy,15,10,0,c,c
ISR000002200670,Cancel,6,11,1,b3,b3
ISR000002200670,Cancel,10,11,1,a1,a1
ISR000002200670,Buy,15,10,1,b4,b4
ISR000002200640,Buy,5,10,0,c,c
ISR000002200667,Buy,6,10,0,b4,b4
ISR000000200055,Buy,6,10,0,c,c
ISR000000200039,Buy,6,10,0,b4,b4
ISR000000200048,Cancel,9,11,1,c,c
ISR000000200048,Cancel,13,11,1,a1,a1
ISR000000200048,Buy,18,10,1,b4,b4
ISR000007502151,Cancel,6,11,1,b3,b3
ISR000007502151,Cancel,10,11,1,a1,a1
ISR000007502151,Cancel,13,11,1,c,c
ISR000007502151,Buy,18,10,1,b4,b4
ISR000016804931,individual,4,6,0,c,c
ISR000016804915,Cancel,6,11,0,b3,b3
ISR000016804915,Buy,10,10,0,c,c
ISR000016804923,Cancel,6,11,0,c,c
ISR000016804923,Cancel,11,11,0,b3,b3
ISR000016804923,Buy,16,10,0,b4,b4
ISR000011803438,Cancel,6,11,1,c,c
ISR000011803438,Cancel,10,11,1,a1,a1
ISR000011803438,Cancel,21,11,1,c,c
ISR000011803438,Buy,26,10,1,b4,b4
ISR000011803424,Cancel,5,11,1,a1,a1
ISR000011803424,Cancel,7,11,1,c,c
ISR000011803424,Buy,12,10,1,b4,b4
ISR000007402139,Buy,6,10,0,b4,b4
ISR000007402134,Cancel,6,11,0,b3,b3
ISR000007402134,Cancel,11,11,0,c,c
ISR000007402134,Buy,16,10,0,b4,b4
ISR000001900565,Buy,6,10,0,b4,b4
ISR000001900586,Cancel,15,11,1,c,c
ISR000001900586,Cancel,19,11,1,a1,a1
ISR000001900586,Cancel,24,11,1,c,c
ISR000001900586,Cancel,28,11,1,a1,a1
ISR000001900586,Cancel,33,11,1,b3,b3
ISR000001900586,Cancel,39,11,1,c,c
ISR000001900586,Cancel,43,11,1,a1,a1
ISR000001900586,Buy,48,10,1,b4,b4
ISR000001900572,Buy,6,10,0,b4,b4
ISR000016304765,Cancel,5,11,0,c,c
ISR000016304765,Cancel,10,11,0,b3,b3
ISR000016304765,Buy,14,10,0,c,c
ISR000016304738,Cancel,5,11,0,a1,a1
ISR000016304738,Buy,14,10,0,c,c
ISR000016304759,Buy,11,10,0,c,c
ISR000016304758,Cancel,5,11,1,a1,a1
ISR000016304758,Buy,10,10,1,b4,b4
ISR000011503356,Buy,6,10,0,c,c
ISR000011503334,Buy,6,10,0,b4,b4
ISR000012303568,Buy,6,10,0,c,c
ISR000012303590,Cancel,5,11,1,a1,a1
ISR000012303590,Cancel,12,11,1,c,c
ISR000012303590,Buy,17,10,1,b4,b4
ISR000012303574,Cancel,5,11,1,a1,a1
ISR000012303574,Buy,10,10,1,b4,b4
ISR000015704604,Buy,5,10,0,c,c
ISR000015704602,Buy,9,10,0,c,c
ISR000015704599,Buy,5,10,0,c,c
ISR000014404194,Cancel,5,11,1,a1,a1
