ID,event_value,event_number,instance,credit,sequence,final_sequence
ARE000018904852,Buy,5,10,0,c,c
ARE000018904861,Buy,5,10,0,c,c
ARE000018904843,Buy,10,10,0,c,c
ARE000018904832,Buy,5,10,0,c,c
ARE000040210135,Buy,6,10,0,c,c
ARE000040210143,Buy,6,10,0,c,c
ARE000040210127,country_trains,2,3,0,c,c
ARE000004801214,country_trains,2,3,0,c,c
ARE000026106641,Buy,5,10,0,c,c
ARE000026106640,trip_n,5,8,0,c,c
ARE000026106638,Buy,8,10,0,c,c
ARE000031307962,daily,4,7,0,c,c
ARE000031307965,Buy,5,10,0,c,c
ARE000031307949,Buy,7,10,0,c,c
ARE000031307940,Buy,11,10,0,c,c
ARE000034208671,Buy,10,10,0,c,c
ARE000034208658,Buy,6,10,0,c,c
ARE000034208662,Buy,6,10,0,c,c
ARE000027907117,Cancel,3,11,1,c,c
ARE000027907117,Cancel,8,11,1,b3,b3
ARE000027907117,Cancel,12,11,1,a1,a1
ARE000027907117,Buy,17,10,1,b4,b4
ARE000027907111,Buy,5,10,0,c,c
ARE000043610937,Buy,5,10,0,c,c
ARE000022805828,Cancel,2,11,0,c,c
ARE000022805850,Buy,5,10,0,c,c
ARE000016904285,Buy,5,10,0,c,c
ARE000016904292,Buy,5,10,0,c,c
ARE000027006885,Buy,5,10,0,c,c
ARE000007201881,Buy,5,10,0,c,c
ARE000007201850,Buy,5,10,0,c,c
ARE000007201854,Buy,5,10,0,c,c
ARE000008402085,Buy,5,10,0,c,c
ARE000008402063,country_trains,2,3,0,c,c
ARE000034108646,Buy,6,10,0,c,c
ARE000012403090,Buy,9,10,0,c,c
ARE000012403084,Buy,5,10,0,c,c
ARE000012403101,trip_n,19,8,0,c,c
ARE000016404128,country_trains,2,3,0,c,c
ARE000011102732,Buy,7,10,0,c,c
ARE000011302806,Buy,5,10,0,c,c
ARE000011302820,Buy,6,10,0,c,c
ARE000011302798,Cancel,5,11,1,c,c
ARE000011302798,Cancel,9,11,1,a1,a1
ARE000011302798,Cancel,24,11,1,c,c
ARE000011302798,Cancel,28,11,1,a1,a1
ARE000011302798,Buy,33,10,1,b4,b4
ARE000013103277,individual,8,6,0,c,c
ARE000013103293,Cancel,2,11,0,c,c
ARE000013103269,Buy,10,10,0,c,c
ARE000000800197,Buy,5,10,0,c,c
ARE000021005355,trip_n,6,8,0,c,c
ARE000018804815,Buy,9,10,0,c,c
ARE000018804820,Cancel,3,11,1,c,c
ARE000018804820,Cancel,7,11,1,a1,a1
ARE000018804820,Buy,12,10,1,b4,b4
ARE000037709532,Buy,5,10,0,c,c
ARE000037709528,Buy,6,10,0,c,c
ARE000037709529,Buy,5,10,0,c,c
ARE000037709534,Buy,5,10,0,c,c
ARE000030207669,Buy,6,10,0,c,c
ARE000030207664,Buy,5,10,0,c,c
ARE000030207674,Buy,10,10,0,c,c
ARE000017704511,Cancel,7,11,0,c,c
ARE000017704511,Buy,12,10,0,b4,b4
ARE000017704514,Buy,5,10,0,c,c
ARE000017704508,Buy,5,10,0,c,c
ARE000018604755,Buy,7,10,0,c,c
ARE000003700908,Buy,6,10,0,c,c
ARE000003700927,Buy,5,10,0,c,c
ARE000003700911,Buy,6,10,0,c,c
ARE000003700935,Buy,5,10,0,c,c
ARE000014203591,Buy,10,10,0,c,c
ARE000032308205,Buy,18,10,0,c,c
ARE000032308224,Buy,14,10,0,c,c
ARE000017804532,Buy,6,10,0,c,c
ARE000007901996,Buy,5,10,0,c,c
ARE000007902000,Buy,5,10,0,c,c
ARE000043410901,Buy,5,10,0,c,c
ARE000043410905,Buy,6,10,0,c,c
ARE000032208192,Buy,12,10,0,c,c
ARE000032208194,Buy,5,10,0,c,c
ARE000017304381,Buy,7,10,0,c,c
ARE000017304379,Buy,5,10,0,c,c
ARE000017304398,Buy,5,10,0,c,c
ARE000033408442,Buy,8,10,0,c,c
ARE000033408457,Cancel,2,11,0,c,c
ARE000033408457,Cancel,6,11,0,a1,a1
ARE000033408457,Buy,10,10,0,c,c
ARE000039910042,Cancel,5,11,1,c,c
ARE000039910042,Cancel,11,11,1,b1,b1
ARE000039910042,Cancel,13,11,1,c,c
ARE000039910042,Cancel,17,11,1,a1,a1
ARE000039910042,Cancel,22,11,1,b3,b3
ARE000039910042,Cancel,36,11,1,c,c
ARE000039910042,Cancel,40,11,1,a1,a1
ARE000039910042,Cancel,41,11,1,c,c
ARE000039910042,Buy,46,10,1,b4,b4
ARE000039910027,Buy,6,10,0,c,c
ARE000027306962,Buy,7,10,0,c,c
ARE000027306978,Buy,9,10,0,c,c
ARE000027306969,Buy,6,10,0,c,c
ARE000032108152,Buy,5,10,0,c,c
ARE000032108164,Buy,14,10,0,c,c
ARE000002600602,Buy,6,10,0,c,c
ARE000022005650,Buy,5,10,0,c,c
ARE000024406202,Buy,5,10,0,c,c
ARE000024406179,Buy,11,10,0,c,c
ARE000028807341,Cancel,6,11,0,c,c
ARE000028807341,Cancel,10,11,0,a1,a1
ARE000028807341,Buy,14,10,0,c,c
ARE000008702148,Buy,5,10,0,c,c
ARE000034908831,Cancel,3,11,0,c,c
ARE000034908831,Buy,8,10,0,b4,b4
ARE000034908836,Buy,6,10,0,c,c
ARE000036609203,Buy,5,10,0,c,c
ARE000036609192,Buy,9,10,0,c,c
ARE000038509698,Buy,6,10,0,c,c
ARE000038509686,Buy,7,10,0,c,c
ARE000021305416,Cancel,6,11,0,c,c
ARE000021305422,individual,4,6,0,c,c
ARE000021305414,Buy,5,10,0,c,c
ARE000011502878,Buy,7,10,0,c,c
ARE000011502864,Buy,10,10,0,c,c
ARE000011502880,Buy,9,10,0,c,c
ARE000007501921,country_trains,2,3,0,c,c
ARE000007501920,Cancel,2,11,0,c,c
ARE000042710739,Buy,14,10,0,c,c
ARE000042710738,Buy,5,10,0,c,c
ARE000042710721,Buy,5,10,0,c,c
ARE000026206653,trip_4,6,9,0,c,c
ARE000019504980,Buy,7,10,0,c,c
ARE000019504991,Buy,11,10,0,c,c
ARE000008602129,Buy,5,10,0,c,c
ARE000008602108,daily,4,7,0,c,c
ARE000030907847,Buy,5,10,0,c,c
ARE000030907840,Buy,5,10,0,c,c
ARE000030907836,Buy,5,10,0,c,c
ARE000043510912,Buy,6,10,0,c,c
ARE000043510921,Buy,6,10,0,c,c
ARE000029607518,Buy,6,10,0,c,c
ARE000003100744,Buy,6,10,0,c,c
ARE000003100764,Buy,24,10,0,c,c
ARE000003100751,Buy,5,10,0,c,c
ARE000002300541,Buy,8,10,0,c,c
ARE000002300542,Buy,7,10,0,c,c
ARE000002300548,Buy,5,10,0,c,c
ARE000006001557,Cancel,5,11,1,a1,a1
ARE000006001557,Cancel,12,11,1,c,c
ARE000006001557,Cancel,18,11,1,b1,b1
ARE000006001557,Cancel,22,11,1,a1,a1
ARE000006001557,Buy,27,10,1,b4,b4
ARE000006001553,Buy,6,10,0,c,c
ARE000000200039,Buy,11,10,0,c,c
ARE000000200036,Buy,5,10,0,c,c
ARE000000200042,country_trains,2,3,0,c,c
ARE000000200051,Cancel,6,11,0,c,c
ARE000000200051,Buy,11,10,0,b4,b4
ARE000022505779,Buy,7,10,0,c,c
ARE000022505782,Buy,7,10,0,c,c
ARE000022505784,individual,4,6,0,c,c
ARE000024506213,Cancel,6,11,1,b3,b3
ARE000024506213,Cancel,10,11,1,a1,a1
ARE000024506213,Cancel,15,11,1,b3,b3
ARE000024506213,Cancel,16,11,1,c,c
ARE000024506213,Buy,21,10,1,b4,b4
ARE000024506237,Cancel,5,11,0,c,c
ARE000024506237,Buy,10,10,0,b4,b4
ARE000035108861,Buy,9,10,0,c,c
ARE000006601699,Cancel,5,11,1,a1,a1
ARE000006601699,Cancel,10,11,1,c,c
ARE000006601699,Buy,15,10,1,b4,b4
ARE000043911033,Buy,5,10,0,c,c
ARE000043911026,Cancel,5,11,0,a1,a1
ARE000043911026,Buy,10,10,0,c,c
ARE000043911046,Buy,6,10,0,b4,b4
ARE000007601930,Buy,5,10,0,c,c
ARE000007601925,Buy,5,10,0,c,c
ARE000041810517,Cancel,7,11,1,c,c
ARE000041810517,Cancel,11,11,1,a1,a1
ARE000041810517,Cancel,16,11,1,c,c
ARE000041810517,Cancel,20,11,1,a1,a1
ARE000041810517,Buy,25,10,1,b4,b4
ARE000041810530,Cancel,6,11,1,b3,b3
ARE000041810530,Cancel,10,11,1,a1,a1
ARE000041810530,Cancel,12,11,1,c,c
ARE000041810530,Buy,17,10,1,b4,b4
ARE000041810505,Buy,6,10,0,c,c
ARE000007801989,Buy,8,10,0,c,c
ARE000009502338,Buy,6,10,0,b4,b4
ARE000009502331,Cancel,5,11,1,a1,a1
ARE000009502331,Cancel,10,11,1,b3,b3
ARE000009502331,Cancel,14,11,1,a1,a1
ARE000009502331,Buy,19,10,1,b4,b4
ARE000009502346,Cancel,5,11,1,a1,a1
ARE000009502346,Buy,11,10,1,c,c
ARE000025206429,Buy,5,10,0,c,c
ARE000025206448,Cancel,5,11,0,a1,a1
ARE000025206448,individual,17,6,0,c,c
ARE000025206442,Cancel,5,11,0,a1,a1
ARE000025206442,Buy,14,10,0,c,c
ARE000020705270,Buy,6,10,0,b4,b4
ARE000020705255,trip_4,5,9,0,c,c
ARE000020705263,Buy,5,10,0,c,c
ARE000017104348,Cancel,15,11,0,c,c
ARE000017104348,Buy,20,10,0,b4,b4
ARE000017104340,Cancel,5,11,1,a1,a1
ARE000017104340,Cancel,10,11,1,b3,b3
ARE000017104340,Cancel,14,11,1,a1,a1
ARE000017104340,Cancel,16,11,1,c,c
ARE000017104340,Buy,21,10,1,b4,b4
ARE000017104333,Cancel,6,11,1,b3,b3
ARE000017104333,Cancel,10,11,1,a1,a1
ARE000017104333,Cancel,15,11,1,b3,b3
ARE000017104333,Cancel,19,11,1,a1,a1
ARE000017104333,Buy,24,10,1,b4,b4
ARE000022705823,Buy,6,10,0,b4,b4
ARE000030007614,Buy,6,10,0,b4,b4
ARE000030007622,Buy,7,10,0,c,c
ARE000030007618,Cancel,5,11,1,a1,a1
ARE000030007618,Cancel,7,11,1,c,c
ARE000030007618,Cancel,11,11,1,a1,a1
ARE000030007618,Buy,16,10,1,b4,b4
ARE000003400822,Buy,6,10,0,b4,b4
ARE000003400818,Buy,6,10,0,c,c
ARE000003400806,Buy,5,10,0,c,c
ARE000001700420,Buy,7,10,0,c,c
ARE000001700407,Cancel,6,11,1,b3,b3
ARE000001700407,Cancel,10,11,1,a1,a1
ARE000001700407,Cancel,12,11,1,c,c
ARE000001700407,Cancel,17,11,1,b3,b3
ARE000001700407,Cancel,21,11,1,a1,a1
ARE000001700407,Buy,26,10,1,b4,b4
ARE000016304107,Buy,5,10,0,c,c
ARE000016304087,Buy,5,10,0,c,c
ARE000016304110,Buy,5,10,0,c,c
ARE000032808321,Cancel,6,11,0,c,c
ARE000032808321,Buy,11,10,0,b4,b4
ARE000032808324,Buy,11,10,0,c,c
ARE000032808325,Buy,6,10,0,b4,b4
ARE000032808330,Cancel,5,11,1,c,c
ARE000032808330,Cancel,9,11,1,a1,a1
ARE000032808330,Buy,14,10,1,b4,b4
ARE000033908578,Buy,6,10,0,c,c
ARE000033908598,Buy,5,10,0,c,c
ARE000006201602,city_subway,2,2,0,c,c
ARE000006201612,Buy,6,10,0,b4,b4
ARE000038309651,Buy,8,10,0,c,c
ARE000032608286,Buy,6,10,0,b4,b4
ARE000032608302,Cancel,5,11,0,a1,a1
ARE000032608302,Buy,13,10,0,c,c
ARE000018404684,Buy,5,10,0,c,c
ARE000018404701,Buy,6,10,0,b4,b4
ARE000018404695,Buy,5,10,0,c,c
ARE000018404678,Buy,9,10,0,c,c
ARE000037409436,Cancel,5,11,1,a1,a1
ARE000037409436,Cancel,7,11,1,c,c
ARE000037409436,Cancel,11,11,1,a1,a1
ARE000037409436,Cancel,17,11,1,b1,b1
ARE000037409436,Cancel,21,11,1,a1,a1
ARE000037409436,Cancel,25,11,1,c,c
ARE000037409436,Buy,30,10,1,b4,b4
ARE000037409440,Cancel,11,11,1,c,c
ARE000037409440,Cancel,15,11,1,a1,a1
ARE000037409440,Cancel,17,11,1,c,c
ARE000037409440,Buy,22,10,1,b4,b4
ARE000037409432,Buy,7,10,0,b2,b2
ARE000002900676,Buy,6,10,0,c,c
ARE000002900699,Buy,5,10,0,c,c
ARE000009302277,Buy,5,10,0,c,c
ARE000009302292,Buy,10,10,0,c,c
ARE000009302297,Cancel,5,11,0,c,c
ARE000009302297,Cancel,9,11,0,a1,a1
ARE000009302297,trip_4,18,9,0,c,c
ARE000009402322,Cancel,21,11,0,c,c
ARE000009402322,Buy,27,10,0,b2,b2
ARE000009402311,Buy,5,10,0,c,c
ARE000009402307,Buy,8,10,0,c,c
ARE000031407997,Buy,7,10,0,c,c
ARE000031407978,Buy,6,10,0,c,c
ARE000031407969,Buy,13,10,0,c,c
ARE000030507767,Buy,7,10,0,b2,b2
ARE000030507768,Buy,6,10,0,c,c
ARE000030507789,Cancel,6,11,0,b3,b3
ARE000030507789,Buy,10,10,0,c,c
ARE000016604192,Buy,6,10,0,b4,b4
ARE000016604182,Cancel,5,11,1,a1,a1
ARE000016604182,Buy,10,10,1,b4,b4
ARE000016604204,Buy,6,10,0,b4,b4
ARE000019304922,Cancel,5,11,1,a1,a1
ARE000019304922,Buy,10,10,1,b4,b4
ARE000019304938,Cancel,6,11,1,b3,b3
ARE000019304938,Cancel,10,11,1,a1,a1
ARE000019304938,Buy,15,10,1,b4,b4
ARE000019304926,Cancel,6,11,0,b3,b3
ARE000019304926,Buy,11,10,0,b4,b4
ARE000028007149,Buy,11,10,0,c,c
ARE000018304659,Cancel,13,11,0,c,c
ARE000018304659,Cancel,17,11,0,a1,a1
ARE000018304659,city_subway,18,2,0,a1,a1
ARE000018304659,concession,19,5,0,a1,a1
ARE000018304659,daily,20,7,0,a1,a1
ARE000018304659,Cancel,21,11,0,a1,a1
ARE000018304659,city_subway,22,2,0,a1,a1
ARE000018304659,concession,23,5,0,a1,a1
ARE000018304659,daily,24,7,0,a1,a1
ARE000018304659,Cancel,25,11,0,a1,a1
ARE000018304659,Buy,29,10,0,c,c
ARE000018304650,Cancel,7,11,1,b1,b1
ARE000018304650,Cancel,11,11,1,a1,a1
ARE000018304650,Buy,16,10,1,b4,b4
ARE000018304655,Buy,5,10,0,c,c
ARE000016504173,Buy,9,10,0,c,c
ARE000016504147,Buy,6,10,0,c,c
ARE000016504168,trip_n,5,8,0,c,c
ARE000019805084,Buy,5,10,0,c,c
ARE000019805058,Buy,13,10,0,c,c
ARE000004201034,Buy,5,10,0,c,c
ARE000004201060,Buy,5,10,0,c,c
ARE000023005895,Buy,5,10,0,c,c
ARE000023005901,Buy,5,10,0,c,c
ARE000023005914,Buy,5,10,0,c,c
ARE000026006605,Buy,10,10,0,c,c
ARE000026006609,Buy,6,10,0,c,c
ARE000026006601,Buy,5,10,0,c,c
ARE000004901255,Buy,6,10,0,c,c
ARE000004901228,Buy,6,10,0,c,c
ARE000004901227,Buy,9,10,0,c,c
ARE000037909575,Cancel,2,11,0,c,c
ARE000037909575,Buy,7,10,0,b4,b4
ARE000037909548,Buy,5,10,0,c,c
ARE000037909563,Buy,5,10,0,c,c
ARE000016204066,Buy,5,10,0,c,c
ARE000016204072,Buy,5,10,0,c,c
ARE000016204059,Buy,5,10,0,c,c
ARE000037609505,trip_n,7,8,0,c,c
ARE000037609496,Buy,5,10,0,c,c
ARE000037609503,Buy,5,10,0,c,c
ARE000022905877,Buy,7,10,0,c,c
ARE000022905861,Buy,5,10,0,c,c
ARE000024306163,Buy,6,10,0,c,c
ARE000024306153,Buy,9,10,0,c,c
ARE000010002441,Buy,6,10,0,c,c
ARE000010002459,Buy,7,10,0,c,c
ARE000010002453,Buy,10,10,0,c,c
ARE000013403367,Buy,7,10,0,c,c
ARE000013403353,Buy,5,10,0,c,c
ARE000005601449,Buy,6,10,0,c,c
ARE000005601436,Buy,5,10,0,c,c
ARE000005601458,Buy,6,10,0,c,c
ARE000005601430,Buy,5,10,0,c,c
ARE000040410185,Buy,6,10,0,b4,b4
ARE000020605248,Buy,5,10,0,c,c
ARE000020605244,Cancel,5,11,1,a1,a1
ARE000020605244,Cancel,8,11,1,c,c
ARE000020605244,Cancel,12,11,1,a1,a1
ARE000020605244,Cancel,16,11,1,c,c
ARE000020605244,Cancel,20,11,1,a1,a1
ARE000020605244,city_subway,21,2,1,a1,a1
ARE000020605244,concession,22,5,1,a1,a1
ARE000020605244,daily,23,7,1,a1,a1
ARE000020605244,Cancel,24,11,1,a1,a1
ARE000020605244,Cancel,29,11,1,c,c
ARE000020605244,Buy,34,10,1,b4,b4
ARE000044011066,concession,3,5,0,c,c
ARE000044011060,Buy,5,10,0,c,c
ARE000044011063,Buy,5,10,0,c,c
ARE000037009316,Buy,5,10,0,c,c
ARE000037009324,Buy,5,10,0,c,c
ARE000024906364,Buy,10,10,0,c,c
ARE000024906363,trip_n,5,8,0,c,c
ARE000029107400,Buy,5,10,0,c,c
ARE000029107414,Buy,5,10,0,c,c
ARE000021105368,Buy,5,10,0,c,c
ARE000009802408,Buy,9,10,0,c,c
ARE000009802403,Buy,6,10,0,c,c
ARE000009802414,Buy,6,10,0,c,c
ARE000002400559,Buy,5,10,0,c,c
ARE000035208873,country_trains,2,3,0,c,c
ARE000035208871,Buy,7,10,0,c,c
ARE000035208870,Buy,5,10,0,c,c
ARE000014403618,country_trains,2,3,0,c,c
ARE000014403620,Buy,5,10,0,c,c
ARE000032408246,concession,12,5,0,c,c
ARE000032408244,Buy,18,10,0,c,c
ARE000013303325,Buy,5,10,0,c,c
ARE000013303327,Buy,6,10,0,c,c
ARE000041110352,Buy,10,10,0,c,c
ARE000041110328,country_trains,2,3,0,c,c
ARE000041110330,Buy,5,10,0,c,c
ARE000007101849,Buy,6,10,0,c,c
ARE000007101834,trip_4,6,9,0,c,c
ARE000014603660,Cancel,6,11,0,c,c
ARE000014603660,Buy,11,10,0,b4,b4
ARE000014603659,Buy,5,10,0,c,c
ARE000014603653,Buy,5,10,0,c,c
ARE000022605786,Buy,6,10,0,c,c
ARE000022605809,Buy,15,10,0,c,c
ARE000022605812,Cancel,3,11,0,c,c
ARE000022605812,Cancel,7,11,0,a1,a1
ARE000022605812,Buy,12,10,0,c,c
ARE000034308682,Buy,9,10,0,c,c
ARE000034308703,Buy,5,10,0,c,c
ARE000034308683,Buy,7,10,0,c,c
ARE000039709994,Buy,5,10,0,c,c
ARE000039709991,Cancel,5,11,0,c,c
ARE000039709991,Buy,11,10,0,b2,b2
ARE000023405999,Buy,11,10,0,c,c
ARE000023405993,Cancel,3,11,0,c,c
ARE000023405991,Buy,5,10,0,c,c
ARE000002100509,Buy,7,10,0,c,c
ARE000001200272,Buy,6,10,0,c,c
ARE000001200271,Buy,6,10,0,c,c
ARE000008802160,country_trains,4,3,0,c,c
ARE000008802156,Buy,16,10,0,c,c
ARE000023506014,Buy,5,10,0,c,c
ARE000023506009,Cancel,12,11,0,c,c
ARE000023506016,Cancel,2,11,0,c,c
ARE000001100256,Buy,5,10,0,c,c
ARE000001100270,Buy,6,10,0,c,c
ARE000001100258,Buy,6,10,0,c,c
ARE000035008843,Buy,5,10,0,c,c
ARE000009902417,Buy,6,10,0,c,c
ARE000028407245,Buy,7,10,0,c,c
ARE000028407239,Cancel,3,11,0,c,c
ARE000028407231,Buy,6,10,0,c,c
ARE000034008607,Buy,6,10,0,c,c
ARE000034008605,Buy,5,10,0,c,c
ARE000045311385,Buy,6,10,0,c,c
ARE000001000221,Buy,8,10,0,c,c
ARE000001000230,Buy,6,10,0,c,c
ARE000001000249,Buy,7,10,0,c,c
ARE000001000220,Buy,10,10,0,c,c
ARE000013903505,Buy,5,10,0,c,c
ARE000013903490,Buy,11,10,0,c,c
ARE000013903506,Buy,9,10,0,c,c
ARE000013903515,Buy,6,10,0,c,c
ARE000032908356,Buy,5,10,0,c,c
ARE000032908372,Buy,6,10,0,c,c
ARE000045011301,Buy,5,10,0,c,c
ARE000000600142,Buy,7,10,0,c,c
ARE000000600128,Buy,5,10,0,c,c
ARE000000600138,Cancel,7,11,1,c,c
ARE000000600138,Cancel,11,11,1,a1,a1
ARE000000600138,Buy,16,10,1,b4,b4
ARE000031007868,Buy,8,10,0,c,c
ARE000031007872,Buy,6,10,0,c,c
ARE000031007863,Buy,5,10,0,c,c
ARE000041310409,trip_n,10,8,0,c,c
ARE000041310416,Cancel,2,11,0,c,c
ARE000041310416,Buy,7,10,0,b4,b4
ARE000041310406,Buy,5,10,0,c,c
ARE000013503400,Buy,6,10,0,c,c
ARE000013503397,Buy,5,10,0,c,c
ARE000006901798,Buy,12,10,0,c,c
ARE000006901795,Buy,5,10,0,c,c
ARE000006901796,Cancel,5,11,0,c,c
ARE000006901796,Cancel,9,11,0,a1,a1
ARE000006901796,Buy,13,10,0,c,c
ARE000006901794,Buy,5,10,0,c,c
ARE000010402566,Cancel,3,11,0,c,c
ARE000010402566,Buy,8,10,0,b4,b4
ARE000010402555,Buy,11,10,0,c,c
ARE000010402561,Buy,5,10,0,c,c
ARE000004401098,Cancel,5,11,1,c,c
ARE000004401098,Cancel,10,11,1,b3,b3
ARE000004401098,Cancel,14,11,1,a1,a1
ARE000004401098,Buy,19,10,1,b4,b4
ARE000004401105,Buy,17,10,0,c,c
ARE000004401100,Buy,7,10,0,c,c
ARE000004401092,Buy,10,10,0,c,c
ARE000036009060,Cancel,3,11,1,c,c
ARE000036009060,Cancel,7,11,1,a1,a1
ARE000036009060,Cancel,9,11,1,c,c
ARE000036009060,Cancel,13,11,1,a1,a1
ARE000036009060,Buy,18,10,1,b4,b4
ARE000018204627,Cancel,4,11,0,c,c
ARE000028707326,Buy,7,10,0,c,c
ARE000028707320,Buy,6,10,0,c,c
ARE000006401627,Buy,10,10,0,c,c
ARE000034708793,Buy,16,10,0,c,c
ARE000038409673,Buy,5,10,0,c,c
ARE000038409674,Buy,5,10,0,c,c
ARE000041210376,Buy,5,10,0,c,c
ARE000041210368,Buy,6,10,0,c,c
ARE000041210373,trip_4,5,9,0,c,c
ARE000006501668,Buy,10,10,0,c,c
ARE000006501674,Cancel,17,11,1,c,c
ARE000006501674,Cancel,21,11,1,a1,a1
ARE000006501674,Cancel,30,11,1,c,c
ARE000006501674,Buy,36,10,1,b2,b2
ARE000003200773,trip_n,5,8,0,c,c
ARE000023906081,Buy,10,10,0,c,c
ARE000023906089,Cancel,14,11,1,c,c
ARE000023906089,Cancel,18,11,1,a1,a1
ARE000023906089,Buy,23,10,1,b4,b4
ARE000023906092,Buy,8,10,0,c,c
ARE000035308895,Buy,6,10,0,c,c
ARE000035308892,Cancel,5,11,0,c,c
ARE000035308888,Buy,8,10,0,c,c
ARE000008902171,Cancel,5,11,0,c,c
ARE000008902171,Buy,10,10,0,b4,b4
ARE000040010086,Buy,5,10,0,c,c
ARE000040010087,Buy,6,10,0,c,c
ARE000040010061,Buy,5,10,0,c,c
ARE000028507279,Buy,5,10,0,c,c
ARE000028507267,Buy,5,10,0,c,c
ARE000028507268,Buy,12,10,0,c,c
ARE000010702620,Buy,10,10,0,c,c
ARE000028607307,Buy,8,10,0,c,c
ARE000028607305,Cancel,5,11,0,a1,a1
ARE000028607305,Buy,13,10,0,c,c
ARE000025706532,trip_n,8,8,0,c,c
ARE000025706551,Buy,6,10,0,c,c
ARE000025706560,Cancel,5,11,0,c,c
ARE000025706560,Cancel,9,11,0,a1,a1
ARE000025706560,Buy,17,10,0,c,c
ARE000032008138,Buy,5,10,0,c,c
ARE000014703677,Buy,5,10,0,c,c
ARE000014703688,Cancel,7,11,1,b1,b1
ARE000014703688,Cancel,11,11,1,c,c
ARE000014703688,Cancel,15,11,1,a1,a1
ARE000014703688,Cancel,20,11,1,c,c
ARE000014703688,Buy,25,10,1,b4,b4
ARE000012603159,Buy,5,10,0,c,c
ARE000012603160,Cancel,6,11,1,b3,b3
ARE000012603160,Cancel,10,11,1,a1,a1
ARE000012603160,Buy,15,10,1,b4,b4
ARE000012603140,Buy,8,10,0,c,c
ARE000005101299,Buy,6,10,0,b4,b4
ARE000005101292,trip_n,9,8,0,c,c
ARE000009602360,Buy,6,10,0,b4,b4
ARE000009602379,Buy,6,10,0,b4,b4
ARE000009602377,Buy,5,10,0,c,c
ARE000029707523,Buy,5,10,0,c,c
ARE000029707549,Buy,7,10,0,b2,b2
ARE000029707551,Cancel,5,11,0,c,c
ARE000029707551,Cancel,9,11,0,a1,a1
ARE000029707551,Cancel,14,11,0,b3,b3
ARE000029707551,Cancel,18,11,0,c,c
ARE000029707551,Cancel,23,11,0,b3,b3
ARE000029707551,Cancel,27,11,0,a1,a1
ARE000029707551,trip_4,31,9,0,c,c
ARE000018704779,Buy,6,10,0,c,c
ARE000018704806,Buy,6,10,0,b4,b4
ARE000018704802,Buy,5,10,0,c,c
ARE000011402851,Buy,5,10,0,c,c
ARE000011402834,Buy,9,10,0,c,c
ARE000011402859,Buy,5,10,0,c,c
ARE000044211090,Buy,5,10,0,c,c
ARE000043210848,trip_n,5,8,0,c,c
ARE000043210851,Buy,6,10,0,b4,b4
ARE000043210852,Buy,14,10,0,c,c
ARE000027707076,Buy,9,10,0,c,c
ARE000027707062,Buy,5,10,0,c,c
ARE000027707064,Buy,5,10,0,c,c
ARE000007401913,Buy,6,10,0,c,c
ARE000007401904,Buy,5,10,0,c,c
ARE000007001811,Buy,5,10,0,c,c
ARE000007001812,Cancel,5,11,0,a1,a1
ARE000007001812,Cancel,10,11,0,b3,b3
ARE000007001812,Buy,14,10,0,c,c
ARE000034608753,Buy,5,10,0,c,c
ARE000034608757,Buy,7,10,0,b2,b2
ARE000010602617,Buy,7,10,0,c,c
ARE000002200516,Buy,6,10,0,c,c
ARE000020105136,Buy,6,10,0,b4,b4
ARE000010102465,Cancel,7,11,0,b1,b1
ARE000010102465,Cancel,21,11,0,c,c
ARE000010102465,Buy,26,10,0,b4,b4
ARE000010102472,Cancel,5,11,0,a1,a1
ARE000010102472,Cancel,50,11,0,c,c
ARE000010102472,Cancel,54,11,0,a1,a1
ARE000010102472,Cancel,62,11,0,c,c
ARE000010102472,Cancel,66,11,0,a1,a1
ARE000010102472,city_subway,67,2,0,a1,a1
ARE000010102472,concession,68,5,0,a1,a1
ARE000010102472,daily,69,7,0,a1,a1
ARE000010102472,Cancel,70,11,0,a1,a1
ARE000010102472,Buy,82,10,0,c,c
ARE000031107895,Buy,5,10,0,c,c
ARE000017604462,Cancel,5,11,1,a1,a1
ARE000017604462,Cancel,11,11,1,c,c
ARE000017604462,Buy,16,10,1,b4,b4
ARE000036809268,Buy,5,10,0,c,c
ARE000036809254,Cancel,5,11,0,c,c
ARE000036809254,Cancel,9,11,0,a1,a1
ARE000036809254,Buy,26,10,0,c,c
ARE000042210615,Buy,5,10,0,c,c
ARE000042210605,Buy,5,10,0,c,c
ARE000042210617,Buy,7,10,0,b2,b2
ARE000042210601,Cancel,5,11,1,a1,a1
ARE000042210601,Cancel,10,11,1,c,c
ARE000042210601,Buy,15,10,1,b4,b4
ARE000044711254,Cancel,5,11,1,a1,a1
ARE000044711254,Cancel,14,11,1,c,c
ARE000044711254,Cancel,18,11,1,a1,a1
ARE000044711254,Cancel,23,11,1,b3,b3
ARE000044711254,city_subway,24,2,1,b3,b3
ARE000044711254,concession,25,5,1,b3,b3
ARE000044711254,individual,26,6,1,b3,b3
ARE000044711254,trip_4,27,9,1,b3,b3
ARE000044711254,Cancel,28,11,1,b3,b3
ARE000044711254,Cancel,42,11,1,c,c
ARE000044711254,Buy,47,10,1,b4,b4
ARE000044711242,Cancel,5,11,0,a1,a1
ARE000044711242,Buy,13,10,0,c,c
ARE000024706290,Cancel,5,11,1,a1,a1
ARE000024706290,Buy,10,10,1,b4,b4
