,ID,cnt,time_a,time_b1,time_b2,time_b3,time_b4,time_start,time_solving,time_total,time_answer,time_irrelevant,time_explore_relevant,time_ticket_explore,time_explore_total,time_avg_explore,time_avg_btw_events,events_num,sequence,length,credit,OECD,gender
2926,FIN000025407308,FIN,12.5,5.9,0,0,0,17.8,31.8,49.6,18.4,13.4,12.5,0,25.9,9.2,1.870588235,17,ab,2,1,1,2
2927,FIN000011303170,FIN,5.3,6.8,0,26.7,0,15.1,41.3,56.4,38.8,2.5,32,0,34.5,12.93333333,3.176923077,13,bab,3,1,1,2
2928,FIN000011303184,FIN,19.7,6.2,0,11.9,0,9.8,52.9,62.7,37.8,15.1,31.6,0,46.7,9.45,2.519047619,21,abab,4,1,1,1
2929,FIN000011303173,FIN,10.8,4.3,0,0,0,5.5,17.8,23.3,15.1,2.7,10.8,0,13.5,7.55,1.78,10,ab,2,1,1,2
2930,FIN000030108572,FIN,15.7,9.4,0,0,0,20.6,27,47.6,25.1,1.9,15.7,0,17.6,12.55,3.375,8,ab,2,1,1,1
2931,FIN000030108571,FIN,22.5,5.8,0,5.6,0,31.4,42.6,74,33.9,8.7,28.1,0,36.8,6.78,1.704,25,abaab,5,1,1,2
2932,FIN000001900513,FIN,18.9,17.1,0,0,0,11.3,37.1,48.4,36,1.1,18.9,0,20,18,4.6375,8,ab,2,1,1,1
2933,FIN000019305523,FIN,4.6,9,0,23,0,7.7,39.1,46.8,36.6,2.5,27.6,0,30.1,12.2,3.007692308,13,bab,3,1,1,2
2934,FIN000019305514,FIN,20.3,10.5,0,0,0,32.6,32.3,64.9,30.8,1.5,20.3,0,21.8,15.4,4.0375,8,ab,2,1,1,1
2935,FIN000030708732,FIN,17.6,4.8,0,0,0,5,26.2,31.2,22.4,3.8,17.6,0,21.4,11.2,3.275,8,ab,2,1,1,1
2936,FIN000030708731,FIN,19.5,6.4,0,8.8,0,17.1,37.7,54.8,34.7,3,28.3,0,31.3,8.675,2.217647059,17,abab,4,1,1,1
2937,FIN000030708720,FIN,5.6,16,0,11,0,24.9,38.8,63.7,32.6,6.2,16.6,0,22.8,10.86666667,2.984615385,13,bab,3,1,1,2
2938,FIN000012103431,FIN,4.7,21.4,0,17,0,47.9,47.3,95.2,43.1,4.2,21.7,0,25.9,14.36666667,3.638461538,13,bab,3,1,1,1
2939,FIN000012103434,FIN,10.9,12,0,5.7,0,14.4,33.5,47.9,28.6,4.9,16.6,0,21.5,9.533333333,2.576923077,13,bab,3,1,1,2
2940,FIN000012103425,FIN,16.2,21,0,0,0,15.9,39.4,55.3,37.2,2.2,16.2,0,18.4,18.6,4.925,8,ab,2,1,1,1
2941,FIN000027107748,FIN,19.8,6,0,10.1,0,27.7,42,69.7,35.9,6.1,29.9,0,36,8.975,2.210526316,19,abab,4,1,1,2
2942,FIN000027107741,FIN,16.9,7.1,0,0,0,15,25.1,40.1,24,1.1,16.9,0,18,12,3.1375,8,ab,2,1,1,2
2943,FIN000006201732,FIN,12.9,5.4,0,0,14.6,12.9,36.2,49.1,32.9,3.3,27.5,9.7,30.8,10.96666667,2.413333333,15,abb,3,1,1,2
2944,FIN000006201742,FIN,5.8,7.7,0,20.2,0,10,35.8,45.8,33.7,2.1,26,0,28.1,11.23333333,2.753846154,13,bab,3,1,1,2
2945,FIN000024707152,FIN,4.9,9.5,0,29.4,0,14.3,45.8,60.1,43.8,2,34.3,0,36.3,14.6,3.523076923,13,bab,3,1,1,2
2946,FIN000024707161,FIN,8.2,4.2,0,0,16.6,10.3,34.5,44.8,29,5.5,24.8,5.8,30.3,7.25,1.568181818,22,abab,4,1,1,2
2947,FIN000030308615,FIN,13.4,9.8,0,0,0,19.4,24.6,44,23.2,1.4,13.4,0,14.8,11.6,3.075,8,ab,2,1,1,1
2948,FIN000030308614,FIN,3,9.4,0,12.9,0,13.3,27,40.3,25.3,1.7,15.9,0,17.6,8.433333333,2.076923077,13,bab,3,1,1,2
2949,FIN000028908233,FIN,2.7,4.6,0,11.4,0,14.6,30.4,45,18.7,11.7,14.1,0,25.8,6.233333333,1.6,19,bab,3,1,1,1
2950,FIN000028908240,FIN,8.2,8.6,0,0,0,20.2,18.1,38.3,16.8,1.3,8.2,0,9.5,8.4,2.2625,8,ab,2,1,1,2
2951,FIN000018805373,FIN,23,9.4,0,0,0,8.7,34.1,42.8,32.4,1.7,23,0,24.7,16.2,4.2625,8,ab,2,1,1,2
2952,FIN000009802719,FIN,13.5,10.3,0,0,0,18.6,25.5,44.1,23.8,1.7,13.5,0,15.2,11.9,3.1875,8,ab,2,1,1,2
2953,FIN000009802738,FIN,24.8,5.6,0,18.3,0,36,54.8,90.8,48.7,6.1,43.1,0,49.2,12.175,2.884210526,19,abab,4,1,1,2
2954,FIN000009802723,FIN,4.1,5.7,0,9.7,0,19.1,21.2,40.3,19.5,1.7,13.8,0,15.5,6.5,1.630769231,13,bab,3,1,1,2
2955,FIN000002000533,FIN,5.2,5.7,0,20.5,0,25.7,34.2,59.9,31.4,2.8,25.7,0,28.5,10.46666667,2.630769231,13,bab,3,1,1,1
2956,FIN000002000528,FIN,10.4,21.5,0,18.9,0,43.7,57,100.7,50.8,6.2,29.3,0,35.5,16.93333333,4.384615385,13,bab,3,1,1,1
2957,FIN000011703308,FIN,3.9,4,0,26.6,0,34.5,41,75.5,34.5,6.5,30.5,0,37,8.625,2.277777778,18,babb,4,1,1,2
2958,FIN000019405537,FIN,31.9,7.6,0,5.4,0,18.3,50.9,69.2,44.9,6,37.3,0,43.3,11.225,2.678947368,19,abab,4,1,1,1
2959,FIN000019405531,FIN,14.1,5.6,0,10.1,0,17.4,35.7,53.1,29.8,5.9,24.2,0,30.1,7.45,2.1,17,abab,4,1,1,1
2960,FIN000013403788,FIN,12.9,4.1,0,3.9,8.2,17.2,33.7,50.9,29.1,4.6,25,2.8,29.6,5.82,1.404166667,24,ababb,5,1,1,1
2961,FIN000013403776,FIN,7.8,6.7,0,26,0,15.9,42.9,58.8,40.5,2.4,33.8,0,36.2,13.5,3.3,13,bab,3,1,1,2
2962,FIN000013403787,FIN,4.6,5.2,0,29.7,0,13.7,43.1,56.8,39.5,3.6,34.3,0,37.9,13.16666667,3.315384615,13,bab,3,1,1,2
2963,FIN000009502656,FIN,21.8,17.5,0,0,0,19.4,40.4,59.8,39.3,1.1,21.8,0,22.9,19.65,5.05,8,ab,2,1,1,1
2964,FIN000009502668,FIN,27,11.7,0,11.2,0,15.1,56.3,71.4,49.9,6.4,38.2,0,44.6,12.475,3.311764706,17,abab,4,1,1,1
2965,FIN000030508668,FIN,15.3,4.5,0,18.3,0,18.2,46.9,65.1,38.1,8.8,33.6,0,42.4,9.525,2.039130435,23,abab,4,1,1,1
2966,FIN000030508671,FIN,6.9,11.6,0,9.3,0,8.3,71.7,80,27.8,43.9,16.2,0,60.1,6.95,1.991666667,36,abab,4,1,1,2
2967,FIN000026907692,FIN,5.1,5.6,0,0,0,8.3,40.9,49.2,10.7,30.2,5.1,0,35.3,5.35,2.405882353,17,ab,2,1,1,1
2968,FIN000023306707,FIN,18,8.4,0,0,0,13.6,39.9,53.5,26.4,13.5,18,0,31.5,13.2,3.627272727,11,ab,2,1,1,2
2969,FIN000023306718,FIN,18.2,8.4,0,11.8,0,15.9,40.8,56.7,38.4,2.4,30,0,32.4,9.6,2.4,17,abab,4,1,1,2
2970,FIN000030008552,FIN,21.9,5.4,0,7.8,0,22.9,42.7,65.6,35.1,7.6,29.7,0,37.3,8.775,1.940909091,22,abab,4,1,1,2
2971,FIN000000300084,FIN,12.4,6.8,0,20.7,0,8.6,44.2,52.8,39.9,4.3,33.1,0,37.4,13.3,3.4,13,bab,3,1,1,1
2972,FIN000000300074,FIN,11.1,7.1,0,6.3,0,7.9,28.4,36.3,24.5,3.9,17.4,0,21.3,6.125,1.494736842,19,abab,4,1,1,2
2973,FIN000003200868,FIN,33.3,7.3,0,4.7,0,15.3,53,68.3,45.3,7.7,38,0,45.7,15.1,3.533333333,15,abb,3,1,1,2
2974,FIN000020505843,FIN,6.1,7.9,0,0,0,17.5,15.3,32.8,14,1.3,6.1,0,7.4,7,1.9125,8,ab,2,1,1,2
2975,FIN000020505855,FIN,15.6,7.9,0,18.1,0,25.2,45.1,70.3,41.6,3.5,33.7,0,37.2,8.32,2.05,22,abbab,5,1,1,2
2976,FIN000025707408,FIN,21.7,6.7,0,0,8.3,14.4,47.1,61.5,36.7,10.4,30,3.7,40.4,9.175,1.9625,24,abab,4,1,1,2
2977,FIN000002100555,FIN,21.5,12.4,0,10.1,0,32.2,47.6,79.8,44,3.6,31.6,0,35.2,11,2.8,17,abab,4,1,1,1
2978,FIN000002100553,FIN,6.4,13.5,0,16.1,0,25.7,40.1,65.8,36,4.1,22.5,0,26.6,12,3.084615385,13,bab,3,1,1,1
2979,FIN000002100554,FIN,8.9,17.5,0,0,0,16.5,28.3,44.8,26.4,1.9,8.9,0,10.8,13.2,3.5375,8,ab,2,1,1,2
2980,FIN000002100546,FIN,5.6,6.8,0,20.9,0,11.8,35.9,47.7,33.3,2.6,26.5,0,29.1,11.1,2.761538462,13,bab,3,1,1,1
2981,FIN000011003079,FIN,4.3,6.4,0,14.6,0,13.3,37,50.3,25.3,11.7,18.9,0,30.6,8.433333333,2.176470588,17,bab,3,1,1,1
2982,FIN000029608437,FIN,15.1,13.9,0,0,0,22.1,30.7,52.8,29,1.7,15.1,0,16.8,14.5,3.8375,8,ab,2,1,1,2
2983,FIN000001000269,FIN,11.4,13.9,0,0,0,22.8,26.9,49.7,25.3,1.6,11.4,0,13,12.65,3.3625,8,ab,2,1,1,1
2984,FIN000001000275,FIN,12.7,0,19.3,0,101.9,12.1,139.6,151.7,133.9,5.7,114.6,21.1,158.9,19.12857143,6.069565217,23,baaaaab,7,1,1,2
2985,FIN000001000266,FIN,23.6,6.7,0,0,0,7.9,33.5,41.4,30.3,3.2,23.6,0,26.8,15.15,3.35,10,ab,2,1,1,2
2986,FIN000027007707,FIN,19.2,10.5,0,0,0,7.2,45.1,52.3,29.7,15.4,19.2,0,34.6,14.85,4.1,11,ab,2,1,1,2
2987,FIN000026607605,FIN,7.5,0,26,0,0,23.3,40.1,63.4,33.5,6.6,7.5,10.9,66.1,16.75,3.084615385,13,ab,2,1,1,1
2988,FIN000026607611,FIN,17.7,9.6,0,8.6,0,9.2,39.4,48.6,35.9,3.5,26.3,0,29.8,8.975,2.317647059,17,abab,4,1,1,2
2989,FIN000022006305,FIN,20.6,7,0,7.3,0,23,43.9,66.9,34.9,9,27.9,0,36.9,8.725,2.582352941,17,abab,4,1,1,1
2990,FIN000022006304,FIN,141.8,22.6,0,0,0,56.5,170.2,226.7,164.4,5.8,141.8,0,147.6,27.4,14.18333333,12,aaaaab,6,1,1,1
2991,FIN000022006300,FIN,35.9,5,0,23.5,0,15.1,69.4,84.5,64.4,5,59.4,0,64.4,16.1,4.082352941,17,abab,4,1,1,2
2992,FIN000022006299,FIN,22,13.9,0,0,0,25.3,36.7,62,35.9,0.8,22,0,22.8,17.95,4.5875,8,ab,2,1,1,1
2993,FIN000022006283,FIN,9.9,8.8,0,0,0,26.8,20.5,47.3,18.7,1.8,9.9,0,11.7,9.35,2.5625,8,ab,2,1,1,2
2994,FIN000004101164,FIN,3.6,6.4,0,11.7,0,19.1,24.3,43.4,21.7,2.6,15.3,0,17.9,7.233333333,1.869230769,13,bab,3,1,1,1
2995,FIN000004301215,FIN,15.3,9.4,0,0,0,13.9,27.8,41.7,24.7,3.1,15.3,0,18.4,12.35,2.78,10,ab,2,1,1,2
2996,FIN000004301205,FIN,8.6,13.4,0,0,0,17.3,32.2,49.5,22,10.2,8.6,0,18.8,11,2.476923077,13,ab,2,1,1,2
2997,FIN000004301208,FIN,4.2,8.8,0,18.9,0,8.1,34.1,42.2,31.9,2.2,23.1,0,25.3,10.63333333,2.623076923,13,bab,3,1,1,1
2998,FIN000004301206,FIN,17.5,11.9,0,0,0,16,30.8,46.8,29.4,1.4,17.5,0,18.9,14.7,3.85,8,ab,2,1,1,2
2999,FIN000022706514,FIN,2.7,4.4,0,21.3,0,19.3,33.2,52.5,28.4,4.8,24,0,28.8,9.466666667,2.075,16,bab,3,1,1,1
3000,FIN000022706504,FIN,26.8,6.4,0,17.3,0,7.9,55.2,63.1,50.5,4.7,44.1,0,48.8,12.625,2.905263158,19,abab,4,1,1,1
3001,FIN000022706508,FIN,8.9,12.3,0,0,0,20.4,25.6,46,21.2,4.4,8.9,0,13.3,10.6,3.2,8,ab,2,1,1,2
3002,FIN000005501541,FIN,19.3,6.2,0,3.7,0,10.8,33.4,44.2,29.2,4.2,23,0,27.2,7.3,1.757894737,19,abab,4,1,1,1
3003,FIN000005501535,FIN,10.8,0,18,0,0,19,31.3,50.3,28.8,2.5,10.8,6.9,49.3,14.4,2.608333333,12,ab,2,1,1,2
3004,FIN000021106013,FIN,5.5,7.1,0,13.6,0,18.4,54.1,72.5,26.2,27.9,19.1,0,47,8.733333333,1.74516129,31,bab,3,1,1,2
3005,FIN000021106026,FIN,6.4,13.2,0,0,0,21.7,20.3,42,19.6,0.7,6.4,0,7.1,9.8,2.5375,8,ab,2,1,1,1
3006,FIN000021106025,FIN,13,9,0,0,0,20.1,23.3,43.4,22,1.3,13,0,14.3,11,2.9125,8,ab,2,1,1,2
3007,FIN000021106015,FIN,5.2,14,0,34.8,0,27.4,57.1,84.5,54,3.1,40,0,43.1,18,4.392307692,13,bab,3,1,1,2
3008,FIN000029108286,FIN,11,7.4,0,10.1,0,18.9,32.2,51.1,28.5,3.7,21.1,0,24.8,7.125,1.894117647,17,abab,4,1,1,2
3009,FIN000029108285,FIN,15.6,6.3,0,0,0,11,28.1,39.1,21.9,6.2,15.6,0,21.8,10.95,2.554545455,11,ab,2,1,1,2
3010,FIN000004601297,FIN,18.2,10.5,0,0,0,17.2,32.5,49.7,28.7,3.8,18.2,0,22,14.35,3.25,10,ab,2,1,1,1
3011,FIN000004601292,FIN,28.5,10.6,0,0,0,34.4,47,81.4,39.1,7.9,28.5,0,36.4,6.516666667,3.916666667,12,aaaaab,6,1,1,1
3012,FIN000004601298,FIN,7.6,9.7,0,0,0,27,22,49,17.3,4.7,7.6,0,12.3,8.65,2,11,ab,2,1,1,2
3013,FIN000004601286,FIN,12.2,8.8,0,0,0,8.2,23.8,32,21,2.8,12.2,0,15,10.5,2.38,10,ab,2,1,1,2
3014,FIN000029708462,FIN,3.4,12.2,0,18.4,0,15.2,40.4,55.6,34,6.4,21.8,0,28.2,11.33333333,3.107692308,13,bab,3,1,1,1
3015,FIN000029708450,FIN,12.4,3.6,0,4.2,0,17.5,32.7,50.2,20.2,12.5,16.6,0,29.1,6.733333333,1.486363636,22,abb,3,1,1,2
3016,FIN000029708444,FIN,9.6,3.6,0,6,0,23.4,33.3,56.7,19.2,14.1,15.6,0,29.7,6.4,1.3875,24,bab,3,1,1,2
3017,FIN000003701056,FIN,20.1,3,0,5,0,7.8,31.5,39.3,28.1,3.4,25.1,0,28.5,7.025,1.852941176,17,abab,4,1,1,1
3018,FIN000003701032,FIN,11.2,5.1,0,6.9,0,25.2,32.7,57.9,23.2,9.5,18.1,0,27.6,5.8,1.486363636,22,abab,4,1,1,1
3019,FIN000003701039,FIN,8.1,8.1,0,0,0,10.8,16.9,27.7,16.2,0.7,8.1,0,8.8,8.1,2.1125,8,ab,2,1,1,2
3020,FIN000003701054,FIN,2.4,6.5,0,15,0,8.7,28.9,37.6,23.9,5,17.4,0,22.4,5.975,1.445,20,bbab,4,1,1,2
3021,FIN000003701049,FIN,3.1,3.6,0,25.3,0,19.1,35,54.1,32,3,28.4,0,31.4,8,1.944444444,18,babb,4,1,1,2
3022,FIN000017404937,FIN,64.8,9.1,0,24.6,0,3.4,107.2,110.6,98.5,8.7,89.4,0,98.1,19.7,4.872727273,22,abbab,5,1,1,1
3023,FIN000017404939,FIN,5.6,8.6,0,0,52.4,34.7,69.5,104.2,66.6,2.9,58,4,60.9,22.2,4.964285714,14,bab,3,1,1,2
3024,FIN000017404940,FIN,19.3,16.7,0,0,0,22.5,37.6,60.1,36,1.6,19.3,0,20.9,18,4.7,8,ab,2,1,1,1
3025,FIN000017404954,FIN,11.6,7,0,13.5,0,10.7,34.1,44.8,32.1,2,25.1,0,27.1,10.7,2.623076923,13,bab,3,1,1,2
3026,FIN000000900245,FIN,12.6,7.8,0,0,0,15.4,21.6,37,20.4,1.2,12.6,0,13.8,10.2,2.7,8,ab,2,1,1,1
3027,FIN000021506130,FIN,17.6,10.4,0,14.4,0,21,45.2,66.2,42.4,2.8,32,0,34.8,14.13333333,3.476923077,13,abb,3,1,1,1
3028,FIN000021506142,FIN,15.5,4.1,0,21.6,0,23.9,63.9,87.8,41.2,22.7,37.1,0,59.8,8.24,2.13,30,abbab,5,1,1,2
3029,FIN000019005431,FIN,3.8,5.1,0,10.8,0,38.3,21.6,59.9,19.7,1.9,14.6,0,16.5,6.566666667,1.661538462,13,bab,3,1,1,1
3030,FIN000019005439,FIN,9.4,10.3,0,0,0,30.4,33.3,63.7,19.7,13.6,9.4,0,23,9.85,2.561538462,13,ab,2,1,1,2
3031,FIN000014304057,FIN,23.9,0,11.4,0,0,18.8,37.9,56.7,35.3,2.6,23.9,2.4,49.3,17.65,4.211111111,9,ab,2,1,1,1
3032,FIN000014304055,FIN,20.6,13,0,7.7,0,13.3,46.8,60.1,41.3,5.5,28.3,0,33.8,13.76666667,3.6,13,abb,3,1,1,1
3033,FIN000016504699,FIN,18.8,11.5,0,0,0,13.6,41.9,55.5,30.3,11.6,18.8,0,30.4,15.15,2.793333333,15,ab,2,1,1,1
3034,FIN000016504710,FIN,7.5,9.1,0,8.2,0,24.1,34.7,58.8,24.8,9.9,15.7,0,25.6,8.266666667,2.16875,16,bab,3,1,1,1
3035,FIN000016504708,FIN,11.7,8.6,0,0,0,7.9,21.7,29.6,20.3,1.4,11.7,0,13.1,10.15,2.7125,8,ab,2,1,1,2
3036,FIN000016504706,FIN,11.9,13.3,0,0,9.2,17.4,37.1,54.5,34.4,2.7,21.1,1.8,23.8,11.46666667,2.65,14,abb,3,1,1,2
3037,FIN000016504713,FIN,3.1,6.7,0,13.5,0,7,27.4,34.4,23.3,4.1,16.6,0,20.7,7.766666667,1.826666667,15,bab,3,1,1,2
3038,FIN000023406728,FIN,6.1,12.6,0,18.6,0,18,40.2,58.2,37.3,2.9,24.7,0,27.6,12.43333333,3.092307692,13,bab,3,1,1,1
3039,FIN000023406749,FIN,5.4,7,0,8.4,0,18.2,45.9,64.1,20.8,25.1,13.8,0,38.9,6.933333333,1.582758621,29,bab,3,1,1,2
3040,FIN000023406754,FIN,22.1,20.7,0,0,0,22.4,44.7,67.1,42.8,1.9,22.1,0,24,21.4,5.5875,8,ab,2,1,1,2
3041,FIN000008802484,FIN,5,8.4,0,18.2,0,24.9,34.9,59.8,31.6,3.3,23.2,0,26.5,10.53333333,2.684615385,13,bab,3,1,1,2
3042,FIN000008802493,FIN,9.1,25.7,0,0,0,11.4,40.4,51.8,34.8,5.6,9.1,0,14.7,17.4,5.05,8,ab,2,1,1,1
3043,FIN000008802495,FIN,5.8,3.9,0,16,0,27.5,28,55.5,25.7,2.3,21.8,0,24.1,8.566666667,2.153846154,13,bab,3,1,1,1
3044,FIN000008802475,FIN,16.5,5.8,0,5.3,0,23.2,34.5,57.7,27.6,6.9,21.8,0,28.7,9.2,1.916666667,18,abb,3,1,1,1
3045,FIN000008802499,FIN,12.2,13.4,0,0,0,23.7,26.8,50.5,25.6,1.2,12.2,0,13.4,12.8,3.35,8,ab,2,1,1,1
3046,FIN000013303748,FIN,4,4.5,0,15.2,0,12.3,24.8,37.1,23.7,1.1,19.2,0,20.3,7.9,1.907692308,13,bab,3,1,1,1
3047,FIN000013303771,FIN,4.8,3.2,0,5.7,0,12.3,24.7,37,13.7,11,10.5,0,21.5,4.566666667,1.122727273,22,abb,3,1,1,1
3048,FIN000013303758,FIN,43.7,8.4,0,0,0,10.4,55.4,65.8,52.1,3.3,43.7,0,47,26.05,6.925,8,ab,2,1,1,1
3049,FIN000013303759,FIN,20.1,7.2,0,0,0,16.8,28.9,45.7,27.3,1.6,20.1,0,21.7,13.65,3.6125,8,ab,2,1,1,2
3050,FIN000020405839,FIN,29.9,6.3,0,0,0,13.6,38.2,51.8,36.2,2,29.9,0,31.9,18.1,4.775,8,ab,2,1,1,1
3051,FIN000020405823,FIN,13.3,17.5,0,0,0,22.7,36.1,58.8,30.8,5.3,13.3,0,18.6,15.4,3.61,10,ab,2,1,1,1
3052,FIN000020405838,FIN,59.7,9.5,0,23,0,11.7,97.4,109.1,92.2,5.2,82.7,0,87.9,23.05,5.729411765,17,abab,4,1,1,2
3053,FIN000016204608,FIN,17,3.4,0,7.7,0,12.5,32.8,45.3,28.1,4.7,24.7,0,29.4,7.025,1.929411765,17,abab,4,1,1,2
3054,FIN000016204591,FIN,8.2,8.1,0,10.1,0,16.2,33,49.2,26.4,6.6,18.3,0,24.9,8.8,1.833333333,18,bab,3,1,1,1
3055,FIN000016204612,FIN,19.2,12.9,0,0,0,22.8,33.2,56,32.1,1.1,19.2,0,20.3,16.05,4.15,8,ab,2,1,1,1
3056,FIN000030808742,FIN,12.5,6.4,0,0,0,15.4,21,36.4,18.9,2.1,12.5,0,14.6,9.45,2.625,8,ab,2,1,1,1
3057,FIN000030808756,FIN,24.9,17.8,0,0,0,12.1,47.1,59.2,42.7,4.4,24.9,0,29.3,21.35,4.71,10,ab,2,1,1,1
3058,FIN000030808749,FIN,9.5,0,11,0,0,14,23,37,20.5,2.5,9.5,6,34,10.25,1.769230769,13,ab,2,1,1,2
3059,FIN000002400630,FIN,28.3,5.1,0,8.9,0,13.8,47,60.8,42.3,4.7,37.2,0,41.9,10.575,2.764705882,17,abab,4,1,1,2
3060,FIN000005101418,FIN,18.7,4.7,0,18,0,16,73.8,89.8,41.4,32.4,36.7,0,69.1,10.35,2.236363636,33,abab,4,1,1,2
3061,FIN000021706189,FIN,15.2,11.3,0,10.9,0,13.1,39.9,53,37.4,2.5,26.1,0,28.6,9.35,2.347058824,17,abab,4,1,1,2
3062,FIN000021706209,FIN,7.6,5.7,0,7.6,0,15.3,23,38.3,20.9,2.1,15.2,0,17.3,6.966666667,1.769230769,13,bab,3,1,1,2
3063,FIN000004001111,FIN,14.5,6,0,14.4,0,18.3,44.8,63.1,34.9,9.9,28.9,0,38.8,8.725,2.357894737,19,abab,4,1,1,1
3064,FIN000004001126,FIN,14.4,0,22.6,0,0,14.3,41.8,56.1,37,4.8,14.4,0.9,64.4,18.5,4.644444444,9,ab,2,1,1,2
3065,FIN000005601572,FIN,4.3,5.8,0,8.3,0,21.9,21.8,43.7,18.4,3.4,12.6,0,16,6.133333333,1.676923077,13,bab,3,1,1,1
3066,FIN000005601549,FIN,12.9,17,0,0,0,7.9,31.7,39.6,29.9,1.8,12.9,0,14.7,14.95,3.9625,8,ab,2,1,1,1
3067,FIN000009302617,FIN,23.4,8.6,0,6.4,0,23.7,44.3,68,38.4,5.9,29.8,0,35.7,9.6,2.605882353,17,abab,4,1,1,1
3068,FIN000009302612,FIN,13.5,10.1,0,0,0,13.6,24.7,38.3,23.6,1.1,13.5,0,14.6,11.8,3.0875,8,ab,2,1,1,1
3069,FIN000009302614,FIN,6.3,6.9,0,16.5,0,22.1,45.6,67.7,29.7,15.9,22.8,0,38.7,9.9,2.533333333,18,bab,3,1,1,2
3070,FIN000002700717,FIN,22.4,8.2,0,0,0,13.4,33.3,46.7,30.6,2.7,22.4,0,25.1,15.3,4.1625,8,ab,2,1,1,1
3071,FIN000002700687,FIN,14.5,16.4,0,0,0,8.4,32.3,40.7,30.9,1.4,14.5,0,15.9,15.45,4.0375,8,ab,2,1,1,1
3072,FIN000015104312,FIN,11.9,4.6,0,0,0,24.8,17.8,42.6,16.5,1.3,11.9,0,13.2,8.25,2.225,8,ab,2,1,1,1
3073,FIN000015104304,FIN,18.9,7.1,0,19.4,0,44.5,60.5,105,45.4,15.1,38.3,0,53.4,9.08,2.326923077,26,abbab,5,1,1,2
3074,FIN000026807680,FIN,14,6.5,0,0,0,10.8,21.4,32.2,20.5,0.9,14,0,14.9,10.25,2.675,8,ab,2,1,1,1
3075,FIN000026807673,FIN,6.6,5.4,0,24.8,0,23.5,39.3,62.8,36.8,2.5,31.4,0,33.9,12.26666667,3.023076923,13,bab,3,1,1,2
3076,FIN000017604989,FIN,6.7,5.1,0,20.9,0,15.8,35.3,51.1,32.7,2.6,27.6,0,30.2,10.9,2.715384615,13,bab,3,1,1,2
3077,FIN000017604994,FIN,18.6,15.1,0,0,0,14,36.2,50.2,33.7,2.5,18.6,0,21.1,16.85,4.525,8,ab,2,1,1,1
3078,FIN000017604997,FIN,9.3,4.1,0,6.3,0,24.1,27.5,51.6,19.7,7.8,15.6,0,23.4,4.925,1.375,20,abab,4,1,1,1
3079,FIN000017605000,FIN,19.1,14.5,0,0,0,40.5,34.9,75.4,33.6,1.3,19.1,0,20.4,16.8,4.3625,8,ab,2,1,1,2
3080,FIN000011103115,FIN,13.1,6.9,0,0,0,11.1,22,33.1,20,2,13.1,0,15.1,10,2.75,8,ab,2,1,1,2
3081,FIN000013803889,FIN,10.6,5.7,0,0,0,11.3,17.2,28.5,16.3,0.9,10.6,0,11.5,8.15,2.15,8,ab,2,1,1,1
3082,FIN000025207265,FIN,21.8,18.7,0,0,0,16.1,44.8,60.9,40.5,4.3,21.8,0,26.1,20.25,4.48,10,ab,2,1,1,1
3083,FIN000006501798,FIN,17.9,7.6,0,11.5,0,19.6,46,65.6,37,9,29.4,0,38.4,9.25,2.421052632,19,abab,4,1,1,1
3084,FIN000015604413,FIN,40.9,5.4,0,16,0,20.7,65.7,86.4,62.3,3.4,56.9,0,60.3,15.575,3.864705882,17,abab,4,1,1,1
3085,FIN000015604417,FIN,5.8,4.3,0,4.9,22.2,21.5,40.2,61.7,37.2,3,32.9,3.7,35.9,9.3,2.01,20,babb,4,1,1,2
3086,FIN000029908513,FIN,13.3,4.2,0,0,0,13.3,19.8,33.1,17.5,2.3,13.3,0,15.6,8.75,1.98,10,ab,2,1,1,2
3087,FIN000010002791,FIN,11.7,11.2,0,0,0,17.6,34,51.6,22.9,11.1,11.7,0,22.8,11.45,4.25,8,ab,2,1,1,2
3088,FIN000010002786,FIN,9.5,7.3,0,0,0,15.2,21.3,36.5,16.8,4.5,9.5,0,14,8.4,2.13,10,ab,2,1,1,2
3089,FIN000010002789,FIN,3.9,8.5,0,0,11.2,18.9,25.4,44.3,23.6,1.8,15.1,4.6,16.9,7.866666667,1.693333333,15,bab,3,1,1,2
3090,FIN000001400385,FIN,20.9,6.4,0,0,0,6.4,40.3,46.7,27.3,13,20.9,0,33.9,13.65,3.1,13,ab,2,1,1,2
3091,FIN000030908769,FIN,21.9,4.7,0,12.3,0,10.1,52.4,62.5,38.9,13.5,34.2,0,47.7,9.725,2.381818182,22,abab,4,1,1,1
3092,FIN000030908780,FIN,11.6,5.1,0,26.1,0,15.5,49.4,64.9,42.8,6.6,37.7,0,44.3,8.56,2.058333333,24,babab,5,1,1,2
3093,FIN000016304627,FIN,4.3,13.8,0,0,0,17.9,40.4,58.3,18.1,22.3,4.3,0,26.6,9.05,2.693333333,15,ab,2,1,1,1
3094,FIN000016304633,FIN,6.4,0,11.2,29.3,0,14,51.8,65.8,46.9,4.9,35.7,1.4,63,15.63333333,3.047058824,17,bab,3,1,1,2
3095,FIN000014804210,FIN,29.8,10.6,0,0,0,23.4,46.2,69.6,40.4,5.8,29.8,0,35.6,13.46666667,3.3,14,aab,3,1,1,2
