ID,cnt,time_a,time_b1,time_b2,time_b3,time_b4,time_start,time_solving,time_total,time_answer,time_irrelevant,time_explore_relevant,time_ticket_explore,time_explore_total,time_avg_explore,time_avg_btw_events,events_num,sequence,length,credit,OECD,ratio,mean,weight,gender
QCN000012604203,QCN,11.3,0,21.4,0,0,9.5,34.4,43.9,32.7,1.7,11.3,6.9,55.8,16.35,3.822222222,9,ab,2,1,0,0.65,396.1,7727.941504,1
QCN000013804588,QCN,6.9,9.9,0,0,0,9.3,18.1,27.4,16.8,1.3,6.9,0,8.2,8.4,2.2625,8,ab,2,1,0,0.28,173.1,3377.194331,1
QCN000008202730,QCN,7.6,9,0,13.7,0,10.8,32.8,43.6,30.3,2.5,21.3,0,23.8,10.1,2.523076923,13,bab,3,1,0,0.81,456.9047619,9594.838837,2
QCN000000500166,QCN,20.1,8.4,0,0,0,13.2,30,43.2,28.5,1.5,20.1,0,21.6,14.25,3.75,8,ab,2,1,0,0.56,342.3,6678.299361,2
QCN000008402799,QCN,7.2,0,8,0,0,5.2,17.1,22.3,15.2,1.9,7.2,3.3,25.1,7.6,1.554545455,11,ab,2,1,0,0.57,325.2380952,6829.885279,2
QCN000014504807,QCN,7,0,7.7,7.1,0,14,29,43,21.8,7.2,14.1,1.2,36.7,7.266666667,1.45,20,bab,3,1,0,0.72,408.5714286,8579.855886,2
RUS000016903939,RUS,23.3,9.4,0,0,21.3,10.7,107.5,118.2,54,53.5,44.6,4.1,98.1,13.5,4.134615385,26,abab,4,1,0,0.85,513.1111111,10173.45853,2
RUS000016503864,RUS,7.4,3.9,0,6.8,7.1,18.3,57.8,76.1,25.2,32.6,21.3,1.9,53.9,5.04,1.179591837,49,babab,5,1,0,0.34,192.0952381,4033.932243,1
RUS000016503859,RUS,8,39.1,0,0,0,56.7,69.1,125.8,47.1,22,8,0,30,23.55,6.91,10,ab,2,1,0,0.73,397.6111111,8647.663403,1
RUS000022205096,RUS,8.4,7.7,0,0,0,16.3,17.3,33.6,16.1,1.2,8.4,0,9.6,8.05,2.1625,8,ab,2,1,0,0.46,279.5,5453.066525,2
RUS000009602166,RUS,20.9,7.2,0,39.3,0,17.1,80.7,97.8,67.4,13.3,60.2,0,73.5,22.46666667,6.207692308,13,bab,3,1,0,0.8,441.3809524,9531.975904,2
RUS000020404799,RUS,12.4,6.9,0,0,0,18.4,22.8,41.2,19.3,3.5,12.4,0,15.9,9.65,2.85,8,ab,2,1,0,0.79,449.5714286,9440.841424,1
RUS000020404778,RUS,30.4,7.7,0,0,0,20.3,41.4,61.7,38.1,3.3,30.4,0,33.7,19.05,4.14,10,ab,2,1,0,0.71,388.8095238,8396.653712,2
RUS000003800894,RUS,31.5,5.7,0,19.3,0,20.3,60.9,81.2,56.5,4.4,50.8,0,55.2,14.125,3.582352941,17,abab,4,1,0,0.69,391.85,8206.416234,2
RUS000009402100,RUS,8.3,5.9,0,14.9,0,25.3,31.4,56.7,29.1,2.3,23.2,0,25.5,9.7,2.415384615,13,bab,3,1,0,0.51,315,6098.707317,2
RUS000006701509,RUS,41.1,9.5,0,0,0,9.4,73,82.4,50.6,22.4,41.1,0,63.5,25.3,6.083333333,12,ab,2,1,0,0.59,321.2941176,7001.403165,2
RUS000009902260,RUS,5.2,34.4,0,20.7,0,30.5,68,98.5,60.3,7.7,25.9,0,33.6,20.1,3.777777778,18,bab,3,1,0,0.53,289.8125,6336.025407,2
RUS000009902261,RUS,6.3,11.3,0,0,0,20.6,43.9,64.5,17.6,26.3,6.3,0,32.6,8.8,3.376923077,13,ab,2,1,0,0.66,400.8,7819.638866,2
RUS000001500371,RUS,30.1,8.7,0,0,0,25.9,45.2,71.1,38.8,6.4,30.1,0,36.5,7.76,4.109090909,11,aaaab,5,1,0,0.76,421.7619048,9108.286825,2
RUS000001500388,RUS,7,9.2,0,0,52.1,9.1,73.3,82.4,68.3,5,59.1,7.8,64.1,22.76666667,4.311764706,17,bab,3,1,0,0.96,585.5,11423.15009,1
RUS000022405153,RUS,6.8,0,9,0,0,20.1,43.9,64,15.8,28.1,6.8,4.5,52.9,5.266666667,1.756,25,aab,3,1,0,0.59,359.3,7009.97067,2
RUS000018004228,RUS,5.9,4.6,0,27.3,0,6.6,52.8,59.4,37.8,15,33.2,0,48.2,12.6,2.933333333,18,bab,3,1,0,0.81,458.3333333,9624.838333,2
RUS000005601294,RUS,18.5,8.9,0,0,0,10.6,31.8,42.4,27.4,4.4,18.5,0,22.9,13.7,2.890909091,11,ab,2,1,0,0.52,295.4285714,6203.895794,2
RUS000003300777,RUS,13.8,21.7,0,0,0,10.6,36.7,47.3,35.5,1.2,13.8,0,15,17.75,4.5875,8,ab,2,1,0,0.56,339.5,6623.671145,2
RUS000012803039,RUS,4.9,12.3,0,0,0,23.4,26.3,49.7,17.2,9.1,4.9,0,14,8.6,1.64375,16,ab,2,1,0,0.39,223.8095238,4699.921056,2
RUS000004301001,RUS,8.6,4.7,0,7,0,55.9,48.7,104.6,20.3,28.4,15.6,0,44,6.766666667,1.623333333,30,abb,3,1,0,0.71,389.1904762,8404.880684,1
RUS000009702211,RUS,27.3,7,0,16,0,12.3,71.8,84.1,50.3,21.5,43.3,0,64.8,12.575,3.778947368,19,abab,4,1,0,0.71,400.8571429,8417.858607,2
RUS000002300529,RUS,6.9,5.6,0,15.5,0,37.6,42.2,79.8,28,14.2,22.4,0,36.6,9.333333333,2.482352941,17,bab,3,1,0,0.66,363.3809524,7847.503304,1
RUS000017304006,RUS,9.4,8.7,0,58.7,0,41.7,81.1,122.8,76.8,4.3,68.1,0,72.4,25.6,6.238461538,13,bab,3,1,0,0.64,353.6875,7672.707014,1
RUS000017304014,RUS,18.9,5,0,13.5,0,23.5,59.3,82.8,37.4,21.9,32.4,0,54.3,9.35,2.470833333,24,abab,4,1,0,0.59,328.3684211,7037.426038,2
RUS000009502149,RUS,9.7,4.7,0,67.3,31.8,11.6,124.4,136,113.5,10.9,108.8,12.9,119.7,18.91666667,4.012903226,31,bbabbb,6,1,0,0.56,315.1,6617.566848,1
RUS000009502129,RUS,25,0,49.9,0,0,40.4,77,117.4,74.9,2.1,25,43,126.9,37.45,6.416666667,12,ab,2,1,0,0.47,282,5652.937141,1
RUS000018504337,RUS,7.1,18.4,0,0,0,20.2,46.1,66.3,25.5,20.6,7.1,0,27.7,12.75,2.88125,16,ab,2,1,0,0.87,481.1428571,10390.66615,2
RUS000008401878,RUS,4.8,12.8,0,17.9,0,18.9,39.1,58,35.5,3.6,22.7,0,26.3,11.83333333,2.606666667,15,bab,3,1,0,0.87,531.1,10361.8019,2
RUS000005201214,RUS,5.1,7.9,0,25.5,0,15.8,42.8,58.6,38.5,4.3,30.6,0,34.9,12.83333333,3.292307692,13,bab,3,1,0,0.78,429.7142857,9280.024874,1
RUS000005201215,RUS,6.9,14.5,0,8.5,0,21.9,37.8,59.7,29.9,7.9,15.4,0,23.3,9.966666667,2.1,18,bab,3,1,0,0.84,477.2857143,10022.83165,2
RUS000014503364,RUS,37.7,0,17.1,0,0,17.3,59.5,76.8,54.8,4.7,37.7,3.7,76.6,27.4,5.409090909,11,ab,2,1,0,0.58,326.1428571,6848.88496,1
RUS000007101580,RUS,56.8,11,0,0,0,28.6,69.2,97.8,67.8,1.4,56.8,0,58.2,33.9,8.65,8,ab,2,1,0,0.2,121.7,2374.376372,1
RUS000015403644,RUS,41.9,28.4,0,0,0,18.4,72.5,90.9,70.3,2.2,41.9,0,44.1,35.15,9.0625,8,ab,2,1,0,0.37,227.6,4440.493528,1
RUS000018404317,RUS,16.8,9.2,0,36,0,40.5,67.9,108.4,62,5.9,52.8,0,58.7,20.66666667,5.223076923,13,bab,3,1,0,0.82,448.6842105,9821.595824,2
RUS000018104263,RUS,43,13.6,0,0,0,22.5,58.9,81.4,56.6,2.3,43,0,45.3,28.3,7.3625,8,ab,2,1,0,0.56,339.1,6615.867115,1
RUS000018104239,RUS,27.8,10.2,0,12.6,0,25.3,63.6,88.9,50.6,13,40.4,0,53.4,12.65,3.028571429,21,abab,4,1,0,0.93,526.5714286,11057.81426,1
RUS000015903752,RUS,29.5,22.5,0,0,0,54.7,70,124.7,52,18,29.5,0,47.5,26,5.833333333,12,ab,2,1,0,0.36,218.3333333,4328.896927,2
RUS000020904845,RUS,50.7,9.6,0,7,0,18.6,74.1,92.7,67.3,6.8,57.7,0,64.5,16.825,3.9,19,abab,4,1,0,0.64,388.7,7583.566934,1
RUS000014903459,RUS,12.1,0,34.5,0,0,42.5,50.9,93.4,46.6,4.3,12.1,13,85.4,23.3,4.627272727,11,ab,2,1,0,0.68,412,8038.151729,1
RUS000003400815,RUS,15.9,18.2,0,0,0,24,37.3,61.3,34.1,3.2,15.9,0,19.1,17.05,3.73,10,ab,2,1,0,0.86,527.6,10293.51663,2
RUS000003400832,RUS,4.1,12,0,0,0,24.7,38.1,62.8,16.1,22,4.1,0,26.1,8.05,3.175,12,ab,2,1,0,0.64,390.7,7622.587088,2
RUS000002400543,RUS,3,6.2,0,20.2,0,5.8,34.2,40,29.4,4.8,23.2,0,28,9.8,2.630769231,13,bab,3,1,0,0.94,530.3809524,11137.81292,2
RUS000007501700,RUS,5.9,13.7,0,0,0,17.9,22.6,40.5,19.6,3,5.9,0,8.9,9.8,2.26,10,ab,2,1,0,0.87,492.1904762,10335.82639,2
RUS000005301223,RUS,7.1,6.1,0,18.8,0,27.9,43.8,71.7,32,11.8,25.9,0,37.7,6.4,1.990909091,22,babab,5,1,0,0.72,409.5,8600.106709,1
RUS000016103789,RUS,22.7,6.1,0,0,0,14.6,30.1,44.7,28.8,1.3,22.7,0,24,14.4,3.7625,8,ab,2,1,0,0.61,344,7223.878662,1
RUS000015603690,RUS,24.6,14.7,0,0,0,11.4,40.8,52.2,39.3,1.5,24.6,0,26.1,19.65,5.1,8,ab,2,1,0,0.73,448.2222222,8695.772399,2
RUS000013603198,RUS,7,12.6,0,0,0,12.6,20.3,32.9,19.6,0.7,7,0,7.7,9.8,2.5375,8,ab,2,1,0,0.87,531.6,10371.55694,1
RUS000013603209,RUS,15.3,11.5,0,12,0,11.5,47.7,59.2,38.8,8.9,27.3,0,36.2,6.466666667,1.644827586,29,ababab,6,1,0,0.76,427.8,8993.396128,2
RUS000013103094,RUS,5.2,6.4,0,16.3,0,23.9,58.1,82,27.9,30.2,21.5,0,51.7,9.3,2.905,20,abb,3,1,0,0.48,267.8947368,5741.384602,2
RUS000006101383,RUS,12.6,13.1,0,0,12.8,15.4,46.8,62.2,38.5,8.3,25.4,0.9,33.7,12.83333333,2.463157895,19,bab,3,1,0,0.61,377.6666667,7311.995122,1
RUS000005801331,RUS,5.6,0,120,31.4,0,36.6,161.3,197.9,157,4.3,37,22.1,281.3,52.33333333,9.488235294,17,bab,3,1,0,0.55,305.5714286,6534.636631,1
RUS000005801339,RUS,6.8,4.8,0,64.6,0,19.2,81.1,100.3,76.2,4.9,71.4,0,76.3,25.4,6.238461538,13,bab,3,1,0,0.64,391.5,7638.19515,1
RUS000015303592,RUS,5.7,6,0,18.9,0,24.8,42,66.8,30.6,11.4,24.6,0,36,10.2,2.1,20,bab,3,1,0,0.48,271.4761905,5700.904243,1
RUS000015303598,RUS,7.6,11.8,0,5.6,0,18.9,42.5,61.4,25,17.5,13.2,0,30.7,6.25,1.634615385,26,abab,4,1,0,0.37,228.8,4463.90562,1
RUS000020004702,RUS,11.7,6.2,0,0,0,20.8,19.8,40.6,17.9,1.9,11.7,0,13.6,8.95,2.475,8,ab,2,1,0,0.58,328.8571429,6905.884003,2
RUS000012402954,RUS,35.6,0,32.7,0,0,10.7,91.4,102.1,68.3,23.1,35.6,26,124.1,34.15,4.57,20,ab,2,1,0,0.46,283.4,5529.155825,1
RUS000014603397,RUS,8.9,10.9,0,13.1,0,21.4,40.7,62.1,32.9,7.8,22,0,29.8,10.96666667,2.54375,16,bab,3,1,0,0.85,518.4,10114.02392,2
RUS000000100009,RUS,17.7,0,12.2,0,0,16.5,31.3,47.8,29.9,1.4,17.7,1.2,43.5,14.95,3.477777778,9,ab,2,1,0,0.24,145.375,2914.16928,2
RUS000018604386,RUS,13,14.9,0,0,0,17.4,30.9,48.3,27.9,3,13,0,16,13.95,3.8625,8,ab,2,1,0,0.29,174.2,3398.655415,2
RUS000006601506,RUS,40.9,6.2,0,0,19.4,25.4,71.6,97,66.5,5.1,60.3,9.8,65.4,16.625,3.254545455,22,abab,4,1,0,0.82,454.3809524,9812.721337,1
RUS000008901987,RUS,49.9,6.5,0,0,0,18.6,85.3,103.9,56.4,28.9,49.9,0,78.8,28.2,5.33125,16,ab,2,1,0,0.35,195.5714286,4223.521959,1
RUS000006001358,RUS,3.9,4.7,0,0,18.8,15.4,50.5,65.9,27.4,23.1,22.7,2.4,45.8,9.133333333,2.295454545,22,bab,3,1,0,0.86,475.8571429,10276.51691,2
RUS000016403833,RUS,27.9,6.8,0,35.7,0,13.3,76.8,90.1,70.4,6.4,63.6,0,70,17.6,3.84,20,abab,4,1,0,0.64,376,7654.354591,2
RUS000019104499,RUS,10.9,10.4,0,0,0,19.8,27.3,47.1,21.3,6,10.9,0,16.9,10.65,2.481818182,11,ab,2,1,0,0.63,386.5555556,7484.092683,2
RUS000011802837,RUS,7,15.6,0,0,0,24.6,31.4,56,22.6,8.8,7,0,15.8,11.3,3.14,10,ab,2,1,0,0.86,474.1428571,10239.49553,2
RUS000016703904,RUS,13.7,19.7,0,0,0,25.3,36.1,61.4,33.4,2.7,13.7,0,16.4,16.7,3.61,10,ab,2,1,0,0.91,553.1,10791.02359,2
RUS000005701311,RUS,9.8,5.9,0,0,37.2,17.4,55.9,73.3,52.9,3,47,7.3,50,17.63333333,3.288235294,17,bab,3,1,0,0.55,336.8,6570.993937,1
RUS000005701323,RUS,4.1,8.8,0,14.6,0,18.5,37.4,55.9,27.5,9.9,18.7,0,28.6,9.166666667,2.2,17,bab,3,1,0,0.35,201.1428571,4223.929051,2
RUS000000700209,RUS,25,0,7.6,39.5,0,7.7,74.5,82.2,72.1,2.4,64.5,2.2,82.1,24.03333333,5.321428571,14,bab,3,1,0,0.56,338.8,6610.014091,1
RUS000000700183,RUS,21.1,0,18.2,0,0,16.7,46,62.7,39.3,6.7,21.1,9.2,64.2,19.65,3.285714286,14,ab,2,1,0,0.98,554.952381,11653.80425,2
RUS000010702465,RUS,7.2,7.1,0,9.4,0,14.4,27.4,41.8,23.7,3.7,16.6,0,20.3,7.9,2.107692308,13,bab,3,1,0,0.52,293.0952381,6154.896617,2
RUS000018704406,RUS,21.9,7.2,0,17.7,0,18.5,52.4,70.9,46.8,5.6,39.6,0,45.2,11.7,2.757894737,19,abab,4,1,0,0.89,542.8,10590.0698,1
RUS000018704425,RUS,9,2.7,0,3.8,0,20.6,27.8,48.4,15.5,12.3,12.8,0,25.1,3.1,1.069230769,26,aabab,5,1,0,0.78,473.2,9232.168442,2
RUS000018704416,RUS,6.4,6.7,0,0,0,21.1,14.2,35.3,13.1,1.1,6.4,0,7.5,6.55,1.775,8,ab,2,1,0,0.86,487,10226.82822,1
RUS000003200755,RUS,12.3,12.3,0,0,0,25.7,26,51.7,24.6,1.4,12.3,0,13.7,12.3,3.25,8,ab,2,1,0,0.56,338.8,6610.014091,2
SGP000011703788,SGP,10.6,5.4,0,0,0,6.9,17.6,24.5,16,1.6,10.6,0,12.2,8,2.2,8,ab,2,1,0,0.85,482,10062.03687,2
SGP000007602467,SGP,5.5,7,0,0,0,6.6,14.6,21.2,12.5,2.1,5.5,0,7.6,6.25,1.46,10,ab,2,1,0,0.68,383.0952381,8044.864872,2
SGP000007602455,SGP,14.6,11.2,0,0,0,17.8,27.2,45,25.8,1.4,14.6,0,16,12.9,3.4,8,ab,2,1,0,0.75,412.3333333,8904.669258,2
SGP000004801552,SGP,9.9,0,18.2,0,0,20.9,51.1,72,28.1,23,9.9,4.9,69.3,14.05,3.19375,16,ab,2,1,0,0.86,523.6,10215.47632,2
SGP000005001632,SGP,5.1,5.5,0,15.7,0,19.1,37,56.1,26.3,10.7,20.8,0,31.5,6.575,1.85,20,babb,4,1,0,0.57,350.6,6840.233,2
SGP000005001609,SGP,3.3,3.6,0,7.3,0,28.2,17.9,46.1,14.2,3.7,10.6,0,14.3,4.733333333,1.376923077,13,bab,3,1,0,0.98,539.3333333,11647.33618,2
SGP000005001631,SGP,13.2,63.8,0,0,0,27.5,78.1,105.6,77,1.1,13.2,0,14.3,38.5,9.7625,8,ab,2,1,0,0.89,502.8095238,10558.82265,2
SGP000013804487,SGP,21.5,7.1,0,0,8.2,17.8,39.8,57.6,36.8,3,29.7,4.5,32.7,9.2,2.094736842,19,abab,4,1,0,0.98,539.3333333,11647.33618,2
SGP000013804474,SGP,10,9,0,8.4,0,34.9,61.7,96.6,27.4,34.3,18.4,0,52.7,4.566666667,1.142592593,54,abaabb,6,1,0,0.74,450.6,8791.240701,2
SGP000007702473,SGP,12.5,9.6,0,0,0,17.8,24.5,42.3,22.1,2.4,12.5,0,14.9,3.683333333,2.041666667,12,aaaaab,6,1,0,0.86,487.0952381,10228.82819,2
SGP000007702501,SGP,20.4,9.9,0,0,0,11.8,33.4,45.2,30.3,3.1,20.4,0,23.5,15.15,4.175,8,ab,2,1,0,0.83,507.7,9905.266099,2
SGP000007702491,SGP,16.8,5.6,0,38.5,0,15.5,63.5,79,60.9,2.6,55.3,0,57.9,20.3,4.884615385,13,bab,3,1,0,0.86,523.1,10205.72128,2
SGP000007702490,SGP,3.9,4.6,0,14.1,0,23.8,24.9,48.7,22.6,2.3,18,0,20.3,7.533333333,1.915384615,13,bab,3,1,0,0.85,466.6666667,10078.0412,2
SGP000012604082,SGP,11,10.1,0,31.3,0,15.3,106.6,121.9,52.4,54.2,42.3,0,96.5,17.46666667,4.441666667,24,bab,3,1,0,0.93,526.3809524,11053.81433,2
SGP000012604090,SGP,43.6,11.6,0,0,0,10.6,73.4,84,55.2,18.2,43.6,0,61.8,27.6,5.646153846,13,ab,2,1,0,0.37,225.6,4401.473374,2
SGP000015404962,SGP,4.3,8.1,0,11.1,0,16.2,25,41.2,23.5,1.5,15.4,0,16.9,7.833333333,1.923076923,13,bab,3,1,0,0.74,448.6,8752.220547,1
SGP000015404974,SGP,12.5,4,0,21.4,0,13.4,46.4,59.8,37.9,8.5,33.9,0,42.4,6.316666667,1.657142857,28,ababab,6,1,0,0.79,483.3,9429.22022,1
SGP000002700853,SGP,12.7,4.9,0,7,0,12.9,30.1,43,24.6,5.5,19.7,0,25.2,6.15,1.770588235,17,abab,4,1,0,1,566.5714286,11897.80015,1
SGP000008202647,SGP,19.4,4.3,0,0,31.7,12.4,79.1,91.5,55.4,23.7,51.1,19.6,74.8,13.85,2.551612903,31,abab,4,1,0,0.96,585.5,11423.15009,1
SGP000005201685,SGP,26.2,7.9,0,0,25.6,13.8,63.2,77,59.7,3.5,51.8,20.4,55.3,14.925,3.511111111,18,abab,4,1,0,0.96,585.5,11423.15009,1
SGP000014504711,SGP,24.5,5.8,0,6.6,0,30,45.8,75.8,36.9,8.9,31.1,0,40,9.225,2.694117647,17,abab,4,1,0,0.81,457.1428571,9599.838753,1
SGP000017005461,SGP,19.2,13.9,0,0,0,18,34,52,33.1,0.9,19.2,0,20.1,16.55,4.25,8,ab,2,1,0,0.87,528.4,10309.12469,1
SGP000017005456,SGP,8,11.6,0,14.4,0,19.1,44.6,63.7,34,10.6,22.4,0,33,11.33333333,2.477777778,18,abb,3,1,0,1,550.952381,11898.25884,1
SGP000008002580,SGP,5,5.3,0,15.1,0,11,28,39,25.4,2.6,20.1,0,22.7,8.466666667,2.153846154,13,bab,3,1,0,0.96,585.5,11423.15009,1
SGP000008002570,SGP,5.3,4.9,0,20.8,0,14.2,39.6,53.8,31,8.6,26.1,0,34.7,10.33333333,2.2,18,bab,3,1,0,0.87,493.3333333,10359.82599,1
SGP000005801872,SGP,12.6,9.3,0,0,0,21.3,24.9,46.2,21.9,3,12.6,0,15.6,10.95,3.1125,8,ab,2,1,0,0.46,282.4,5509.645748,1
SGP000016505303,SGP,18.4,0,10.3,0,0,14.2,29.5,43.7,28.7,0.8,18.4,4.6,39.8,14.35,3.277777778,9,ab,2,1,0,0.46,280.8,5478.429625,1
SGP000000300084,SGP,17.6,9.5,0,0,0,10.7,55.1,65.8,27.1,28,17.6,0,45.6,6.775,2.040740741,27,aaab,4,1,0,0.72,408.3809524,8575.855953,1
SGP000000300096,SGP,10,11,0,13.9,0,23.3,39.9,63.2,34.9,5,23.9,0,28.9,8.725,2.1,19,baab,4,1,0,0.85,518.4,10114.02392,1
SGP000008502751,SGP,3.7,7.1,0,19.9,0,14.7,34.5,49.2,30.7,3.8,23.6,0,27.4,10.23333333,2.653846154,13,bab,3,1,0,0.81,445.8095238,9627.614458,1
SGP000000100001,SGP,15.4,15.1,0,0,0,13.6,33.1,46.7,30.5,2.6,15.4,0,18,15.25,3.31,10,ab,2,1,0,0.56,342.5,6682.201376,1
SGP000000100005,SGP,10.4,6.2,0,0,0,32.1,25.6,57.7,16.6,9,10.4,0,19.4,8.3,1.969230769,13,ab,2,1,0,0.78,475.1,9269.237588,1
SGP000000100015,SGP,24.3,7.8,0,15,0,24.6,57.7,82.3,47.1,10.6,39.3,0,49.9,15.7,2.622727273,22,abb,3,1,0,0.72,410.8095238,8626.855096,1
SGP000000200065,SGP,5.9,6.6,0,31.7,0,11.1,51.9,63,44.2,7.7,37.6,0,45.3,14.73333333,3.992307692,13,bab,3,1,0,0.83,468.0952381,9829.83489,1
SGP000000200053,SGP,22.5,7.6,0,14.6,0,12.9,50.3,63.2,44.7,5.6,37.1,0,42.7,11.175,2.958823529,17,abab,4,1,0,0.84,515.7,10061.34671,1
SGP000015004842,SGP,36,21.7,0,0,0,10.9,59.2,70.1,57.7,1.5,36,0,37.5,28.85,7.4,8,ab,2,1,0,0.99,562.7619048,11817.8015,1
SGP000005901927,SGP,19.8,5.2,0,4.8,0,12.8,32.7,45.5,29.8,2.9,24.6,0,27.5,7.45,1.923529412,17,abab,4,1,0,0.84,515.7,10061.34671,1
SGP000005901930,SGP,10.5,13.7,0,0,0,20.6,26.3,46.9,24.2,2.1,10.5,0,12.6,12.1,2.63,10,ab,2,1,0,0.93,512.2857143,11063.22114,1
SGP000005901929,SGP,12.7,9.3,0,23.4,0,13.7,61.6,75.3,45.4,16.2,36.1,0,52.3,15.13333333,2.933333333,21,bab,3,1,0,0.85,518.4,10114.02392,1
SGP000005901926,SGP,34.7,9,0,0,0,22.1,45,67.1,43.7,1.3,34.7,0,36,21.85,5.625,8,ab,2,1,0,0.74,422,8861.851149,1
SGP000010203299,SGP,13.2,4.4,0,0,17,12.9,40.2,53.1,34.6,5.6,30.2,13.5,35.8,8.65,1.747826087,23,abab,4,1,0,0.87,492.1904762,10335.82639,2
SGP000010203283,SGP,8,3.6,0,5.8,0,14.6,29.7,44.3,17.4,12.3,13.8,0,26.1,5.8,1.2375,24,abb,3,1,0,0.96,585.5,11423.15009,2
SGP000010203307,SGP,9,23.3,0,13.8,0,15.8,48.7,64.5,46.1,2.6,22.8,0,25.4,15.36666667,3.746153846,13,bab,3,1,0,0.87,531.1,10361.8019,2
SGP000011503726,SGP,16.5,17.4,0,14.9,0,12,51.7,63.7,48.8,2.9,31.4,0,34.3,12.2,3.041176471,17,abab,4,1,0,0.9,552,10769.56251,2
SGP000011503720,SGP,12.3,6.3,0,0,0,9.1,20,29.1,18.6,1.4,12.3,0,13.7,9.3,2.5,8,ab,2,1,0,0.52,294.9047619,6192.895979,2
SGP000003301053,SGP,5.5,4.5,0,15.8,0,14.5,27.9,42.4,25.8,2.1,21.3,0,23.4,8.6,2.146153846,13,bab,3,1,0,0.9,493.6666667,10661.12787,2
SGP000003301049,SGP,3.3,5.6,0,15.9,0,14.7,29.2,43.9,24.8,4.4,19.2,0,23.6,8.266666667,1.946666667,15,bab,3,1,0,0.96,585.5,11423.15009,2
SGP000003301076,SGP,51.8,4.1,0,7.8,0,13.2,67.8,81,63.7,4.1,59.6,0,63.7,15.925,3.568421053,19,abab,4,1,0,0.87,531.6,10371.55694,2
SGP000000900258,SGP,17.7,6.5,0,8.9,0,11.3,64.7,76,33.1,31.6,26.6,0,58.2,8.275,1.57804878,41,abab,4,1,0,0.76,428.2380952,8992.848949,1
SGP000007402403,SGP,4.3,4.5,0,7.4,0,7.6,18.1,25.7,16.2,1.9,11.7,0,13.6,5.4,1.392307692,13,bab,3,1,0,0.81,460.4285714,9668.837594,2
SGP000011803798,SGP,3.8,3,0,3.1,11.3,23.3,34,57.3,21.2,12.8,18.2,3.3,31,5.3,1.259259259,27,babb,4,1,0,0.99,601.9,11743.11535,1
SGP000011803817,SGP,2.9,5.6,0,15.2,0,8.5,27.8,36.3,23.7,4.1,18.1,0,22.2,7.9,1.7375,16,bab,3,1,0,0.93,513.3809524,11086.87369,1
SGP000016105182,SGP,20.3,16.8,0,0,0,23.2,40.8,64,37.1,3.7,20.3,0,24,18.55,4.08,10,ab,2,1,0,0.88,486.2380952,10500.7019,1
SGP000013704450,SGP,6.7,10.6,0,31.9,0,13.2,53.3,66.5,49.2,4.1,38.6,0,42.7,7.028571429,3.135294118,17,baaaaab,7,1,0,0.87,491.5714286,10322.82661,1
SGP000004001281,SGP,7.3,4.4,0,12.7,0,12.9,35.5,48.4,24.4,11.1,20,0,31.1,8.133333333,1.775,20,bab,3,1,0,0.84,477.7142857,10031.8315,1
SGP000004001299,SGP,4.1,4.5,0,13.7,0,11,28.9,39.9,22.3,6.6,17.8,0,24.4,7.433333333,1.80625,16,bab,3,1,0,0.46,282.4,5509.645748,2
SGP000011103605,SGP,17.4,17.5,0,22.8,0,12.6,60,72.6,57.7,2.3,40.2,0,42.5,19.23333333,4.615384615,13,bab,3,1,0,0.96,585.5,11423.15009,2
SGP000009603086,SGP,5.8,16.3,0,8.7,0,17.4,35.7,53.1,30.8,4.9,14.5,0,19.4,10.26666667,2.746153846,13,bab,3,1,0,0.85,481.047619,10101.83032,2
SGP000010003226,SGP,25.1,4.7,0,9.6,0,19.8,72.5,92.3,39.4,33.1,34.7,0,67.8,9.85,2.013888889,36,abab,4,1,0,0.84,461.0952381,9957.721726,1
SGP000010003239,SGP,15.5,8.8,0,17.2,0,12.4,44.3,56.7,41.5,2.8,32.7,0,35.5,10.375,2.605882353,17,abab,4,1,0,0.84,477.7142857,10031.8315,2
SGP000001000303,SGP,27.3,6.1,0,0,22.8,8.7,60.7,69.4,56.2,4.5,50.1,3.6,54.6,14.05,3.372222222,18,abab,4,1,0,0.85,465.952381,10062.61562,1
SGP000008702811,SGP,20.3,7.6,0,28.9,0,14.6,63.9,78.5,56.8,7.1,49.2,0,56.3,18.93333333,3.55,18,abb,3,1,0,0.83,507.7,9905.266099,1
SGP000008302681,SGP,14.2,11.1,0,9.5,0,23.8,67.9,91.7,34.8,33.1,23.7,0,56.8,6.96,1.656097561,41,abbab,5,1,0,0.81,456.8571429,9593.838854,2
SGP000008302673,SGP,5.6,21.1,0,0,0,16.9,33.4,50.3,26.7,6.7,5.6,0,12.3,13.35,3.34,10,ab,2,1,0,0.57,347.1,6771.947731,2
SGP000008302662,SGP,39.3,3.4,0,8.5,0,20.3,57.3,77.6,51.2,6.1,47.8,0,53.9,12.8,3.370588235,17,abab,4,1,0,0.89,491.5238095,10614.85115,2
SGP000001600499,SGP,21.4,3.5,0,13.7,0,16,41.9,57.9,38.6,3.3,35.1,0,38.4,9.65,2.464705882,17,abab,4,1,0,0.55,337.1,6576.846961,1
SGP000001600507,SGP,4.7,4.4,0,22.2,0,13.9,37.1,51,31.3,5.8,26.9,0,32.7,10.43333333,2.31875,16,bab,3,1,0,0.62,341,7364.168675,1
