ID,cnt,time_a,time_b1,time_b2,time_b3,time_b4,time_start,time_solving,time_total,time_answer,time_irrelevant,time_explore_relevant,time_ticket_explore,time_explore_total,time_avg_explore,time_avg_btw_events,events_num,sequence,length,credit,OECD,ratio,mean,weight,gender
CZE000021103743,CZE,40.8,2.6,0,9.8,0,11.2,59.6,70.8,53.2,6.4,50.6,0,57,10.64,2.292307692,26,aabab,5,1,1,0.52,295.047619,6195.895929,2
CZE000021103745,CZE,31.2,8.7,0,0,0,31.5,41.1,72.6,39.9,1.2,31.2,0,32.4,19.95,5.1375,8,ab,2,1,1,0.53,292.2380952,6311.116207,2
CZE000021103737,CZE,9.6,10,0,0,0,18.5,20.6,39.1,19.6,1,9.6,0,10.6,9.8,2.575,8,ab,2,1,1,0.98,554.952381,11653.80425,2
CZE000018803313,CZE,8.8,9.1,0,0,0,18.7,18.4,37.1,17.9,0.5,8.8,0,9.3,8.95,2.3,8,ab,2,1,1,0.76,419.952381,9069.208706,2
CZE000010701910,CZE,21.3,7.2,0,0,0,9.8,29.6,39.4,28.5,1.1,21.3,0,22.4,14.25,3.7,8,ab,2,1,1,0.75,412.7142857,8912.89623,2
CZE000010701911,CZE,11.7,6.6,0,0,34.7,12.9,56.5,69.4,53,3.5,46.4,7.5,49.9,17.66666667,4.035714286,14,bab,3,1,1,0.19,105.8571429,2222.962661,2
CZE000010101806,CZE,20.5,14.8,0,0,0,39.5,36.6,76.1,35.3,1.3,20.5,0,21.8,17.65,4.575,8,ab,2,1,1,0.44,246,5239.932021,1
CZE000026804751,CZE,9.2,4,0,8.9,0,21,34.2,55.2,22.1,12.1,18.1,0,30.2,7.366666667,1.425,24,abb,3,1,1,0.64,361.952381,7600.872329,2
CZE000029005147,CZE,9.2,8.1,0,0,23.4,10.2,42.5,52.7,40.7,1.8,32.6,1.4,34.4,13.56666667,3.035714286,14,bab,3,1,1,0.66,374.1904762,7857.868013,1
CZE000029005150,CZE,24.6,15.7,0,0,0,26.3,43.4,69.7,40.3,3.1,24.6,0,27.7,20.15,5.425,8,ab,2,1,1,0.63,345.2857143,7456.722114,1
CZE000020003506,CZE,24.3,5.4,0,0,0,44.5,31,75.5,29.7,1.3,24.3,0,25.6,14.85,3.875,8,ab,2,1,1,0.57,323.7142857,6797.885817,1
CZE000020003508,CZE,34.3,22.7,0,0,0,16,62.1,78.1,57,5.1,34.3,0,39.4,28.5,7.7625,8,ab,2,1,1,0.51,288.2857143,6053.898314,1
CZE000020003503,CZE,12.4,11.3,0,33,0,12.6,62.6,75.2,56.7,5.9,45.4,0,51.3,18.9,4.815384615,13,bab,3,1,1,0.66,376.5714286,7907.867173,2
CZE000013502426,CZE,5.1,8.4,0,11.9,0,18.7,28.5,47.2,25.4,3.1,17,0,20.1,8.466666667,2.192307692,13,bab,3,1,1,0.61,347.2857143,7292.877503,2
CZE000017303054,CZE,4.7,14.3,0,31.2,0,17.5,54.7,72.2,50.2,4.5,35.9,0,40.4,16.73333333,4.207692308,13,bab,3,1,1,0.71,395.3684211,8473.336175,1
CZE000019903494,CZE,7.6,7.3,0,23,0,17.1,40.7,57.8,37.9,2.8,30.6,0,33.4,12.63333333,3.130769231,13,bab,3,1,1,0.75,427,8966.849385,1
CZE000019903488,CZE,5.9,17.1,0,10.1,0,24.3,36.2,60.5,33.1,3.1,16,0,19.1,11.03333333,2.784615385,13,bab,3,1,1,0.98,539.3333333,11647.33618,1
CZE000019903486,CZE,2.8,16.7,0,15.9,0,25.3,36.9,62.2,35.4,1.5,18.7,0,20.2,11.8,2.838461538,13,bab,3,1,1,0.59,335.3809524,7042.881702,2
CZE000013102359,CZE,8.4,7.7,0,8.3,0,13.8,28.5,42.3,24.4,4.1,16.7,0,20.8,6.1,1.676470588,17,abab,4,1,1,0.56,317.5714286,6668.887984,2
CZE000013102358,CZE,9.3,6.4,0,10.2,0,29.7,39.6,69.3,25.9,13.7,19.5,0,33.2,6.475,2.084210526,19,abab,4,1,1,0.84,457,9958.605124,2
CZE000009601709,CZE,28.8,26.6,0,0,0,12.8,59.9,72.7,55.4,4.5,28.8,0,33.3,27.7,7.4875,8,ab,2,1,1,0.71,401.047619,8421.858539,2
CZE000009101584,CZE,16.8,14.6,0,0,0,22.7,33.6,56.3,31.4,2.2,16.8,0,19,15.7,4.2,8,ab,2,1,1,0.77,412.3684211,9121.706885,1
CZE000009101588,CZE,16.7,6.6,0,7.5,0,16.8,48,64.8,30.8,17.2,24.2,0,41.4,7.7,2.181818182,22,abab,4,1,1,0.87,492.1904762,10335.82639,2
CZE000009101586,CZE,3.4,0,18.2,0,0,11.7,41.3,53,21.6,19.7,3.4,12.9,59.5,10.8,2.95,14,ab,2,1,1,0.85,480.5714286,10091.83049,2
CZE000006101118,CZE,16.4,10.8,0,0,0,11.5,30.2,41.7,27.2,3,16.4,0,19.4,13.6,3.775,8,ab,2,1,1,0.6,333.3333333,7198.600855,1
CZE000006101127,CZE,9.6,5.1,0,11.6,0,15.9,29.3,45.2,26.3,3,21.2,0,24.2,6.575,1.723529412,17,abab,4,1,1,0.57,312.7619048,6754.344345,2
CZE000008501487,CZE,6.8,0,11,0,0,17.1,18.9,36,17.8,1.1,6.8,3.8,29.9,8.9,2.1,9,ab,2,1,1,0.23,129.2380952,2713.954414,2
CZE000008501484,CZE,10.2,21.9,0,0,0,17.5,33.4,50.9,32.1,1.3,10.2,0,11.5,16.05,4.175,8,ab,2,1,1,0.82,450.6315789,9773.346691,2
CZE000011101941,CZE,10.7,19.7,0,0,0,30.5,31.8,62.3,30.4,1.4,10.7,0,12.1,15.2,3.975,8,ab,2,1,1,0.81,462.45,9694.693739,2
CZE000017803134,CZE,8.3,8.6,0,41.2,0,23.2,63.5,86.7,58.1,5.4,49.5,0,54.9,19.36666667,4.884615385,13,bab,3,1,1,0.51,290.7142857,6104.897457,2
CZE000017803133,CZE,10.4,6.3,0,0,23.7,18.7,91.1,109.8,40.4,50.7,34.1,5.2,84.8,13.46666667,4.140909091,22,bab,3,1,1,0.7,384.95,8325.870124,2
CZE000003000528,CZE,7.4,0,7.8,0,0,13.2,16.4,29.6,15.2,1.2,7.4,3,24.2,7.6,1.64,10,ab,2,1,1,0.73,415.6190476,8727.8534,2
CZE000000600123,CZE,22.2,7.9,0,0,0,15.5,38.9,54.4,30.1,8.8,22.2,0,31,4.3,2.047368421,19,aaaaaab,7,1,1,0.85,481.7142857,10115.83009,1
CZE000000600120,CZE,3.7,9.2,0,24.6,0,23.5,40.3,63.8,37.5,2.8,28.3,0,31.1,12.5,3.1,13,bab,3,1,1,0.8,434.8421053,9541.028242,2
CZE000006701212,CZE,14.6,8.6,0,0,0,20.6,24.2,44.8,23.2,1,14.6,0,15.6,11.6,3.025,8,ab,2,1,1,0.91,514.952381,10813.81836,2
CZE000006701223,CZE,5.5,14.8,0,12.1,0,22.7,35.2,57.9,32.4,2.8,17.6,0,20.4,10.8,2.707692308,13,bab,3,1,1,0.88,487.3333333,10524.35445,2
CZE000012102138,CZE,4.3,9.3,0,13.3,0,15.3,40.2,55.5,26.9,13.3,17.6,0,30.9,8.966666667,2.364705882,17,bab,3,1,1,0.87,493.9047619,10371.82579,2
CZE000012102143,CZE,25.6,14.4,0,0,0,22.2,42.3,64.5,40,2.3,25.6,0,27.9,20,5.2875,8,ab,2,1,1,0.51,281.8095238,6085.902837,2
CZE000028004972,CZE,33.5,20,0,0,0,24.7,54.8,79.5,53.5,1.3,33.5,0,34.8,26.75,6.85,8,ab,2,1,1,0.93,503.6315789,11024.38128,1
CZE000026304655,CZE,25.1,23.6,0,0,0,6.2,50.6,56.8,48.7,1.9,25.1,0,27,24.35,6.325,8,ab,2,1,1,0.53,300.952381,6319.893846,1
CZE000002100290,CZE,17.4,13.2,0,9.3,0,32.7,49.8,82.5,39.9,9.9,26.7,0,36.6,9.975,2.49,20,abab,4,1,1,0.36,205.3333333,4311.927573,1
CZE000002100296,CZE,3.7,7.9,0,28.9,0,11.9,42.4,54.3,40.5,1.9,32.6,0,34.5,13.5,3.261538462,13,bab,3,1,1,0.66,364.05,7881.924776,1
CZE000029205186,CZE,4.9,11.2,0,19.6,0,24.9,37.9,62.8,35.7,2.2,24.5,0,26.7,11.9,2.915384615,13,bab,3,1,1,0.61,346.0952381,7267.877923,1
CZE000021303769,CZE,14.8,6.1,0,19.4,0,18.3,43.2,61.5,40.3,2.9,34.2,0,37.1,13.43333333,2.88,15,abb,3,1,1,0.65,369.4285714,7757.869692,1
CZE000009501683,CZE,39.7,27.7,0,0,0,15.2,69.6,84.8,67.4,2.2,39.7,0,41.9,33.7,8.7,8,ab,2,1,1,0.64,345.6315789,7645.468936,1
CZE000009501676,CZE,8.9,4.7,0,0,20,32.5,40,72.5,33.6,6.4,28.9,6.4,35.3,11.2,2.222222222,18,bab,3,1,1,0.81,459.4761905,9648.83793,2
CZE000022904013,CZE,24.9,10.5,0,0,0,11.3,38.2,49.5,35.4,2.8,24.9,0,27.7,17.7,4.775,8,ab,2,1,1,0.62,340.0952381,7344.629615,2
CZE000022904018,CZE,9.7,4.7,0,18.7,0,33.2,40.3,73.5,33.1,7.2,28.4,0,35.6,11.03333333,2.686666667,15,bab,3,1,1,0.34,189.1904762,4085.720171,2
CZE000013602441,CZE,19.4,8.7,0,0,0,15.6,29,44.6,28.1,0.9,19.4,0,20.3,14.05,3.625,8,ab,2,1,1,0.81,446,9631.727944,1
CZE000003600642,CZE,35.1,22,0,0,0,8.4,60.5,68.9,57.1,3.4,35.1,0,38.5,28.55,7.5625,8,ab,2,1,1,0.61,337.9047619,7297.324524,1
CZE000003600629,CZE,4.2,6.4,0,20.6,0,16.3,66.7,83,31.2,35.5,24.8,0,60.3,10.4,3.923529412,17,bab,3,1,1,0.75,427.952381,8986.849049,1
CZE000003600640,CZE,3.2,8.1,0,7.4,0,15.2,23.7,38.9,18.7,5,10.6,0,15.6,6.233333333,1.58,15,bab,3,1,1,0.91,499.0952381,10778.36222,2
CZE000022303951,CZE,23.6,6.8,0,0,0,17.2,31.5,48.7,30.4,1.1,23.6,0,24.7,15.2,3.9375,8,ab,2,1,1,0.82,464.2857143,9749.836234,2
CZE000017403060,CZE,20,0,21.1,0,0,9.5,42.3,51.8,41.1,1.2,20,8.2,63.4,20.55,4.23,10,ab,2,1,1,0.98,539.3333333,11647.33618,1
CZE000017403066,CZE,20.9,10.3,0,8,0,16,52.1,68.1,39.2,12.9,28.9,0,41.8,9.8,2.265217391,23,abab,4,1,1,0.84,463.952381,10019.42402,2
CZE000001100159,CZE,4.8,11.6,0,34.6,0,23.4,55.9,79.3,51,4.9,39.4,0,44.3,12.75,2.795,20,bbab,4,1,1,0.84,469.2,9944.931912,2
CZE000026104604,CZE,18.5,6.8,0,18.4,0,30.4,48.1,78.5,43.7,4.4,36.9,0,41.3,10.925,2.531578947,19,abab,4,1,1,0.49,267.6842105,5859.546787,1
CZE000026104599,CZE,36,35.8,0,0,0,22.2,73.2,95.4,71.8,1.4,36,0,37.4,35.9,9.15,8,ab,2,1,1,0.72,392.6111111,8538.918159,1
CZE000026104580,CZE,32.7,17.6,0,0,0,36.3,52.7,89,50.3,2.4,32.7,0,35.1,25.15,6.5875,8,ab,2,1,1,0.57,321.6190476,6753.886556,2
CZE000028905131,CZE,3.5,12.3,0,26,0,17.8,43.5,61.3,41.8,1.7,29.5,0,31.2,13.93333333,3.346153846,13,bab,3,1,1,0.85,489.25,10135.35806,1
CZE000028905135,CZE,6.8,10.9,0,21.8,0,15.5,41,56.5,39.5,1.5,28.6,0,30.1,13.16666667,3.153846154,13,bab,3,1,1,0.94,516.7,11172.88096,2
CZE000002500425,CZE,18.8,20,0,0,0,16.7,48.6,65.3,38.8,9.8,18.8,0,28.6,19.4,4.05,12,ab,2,1,1,0.47,259.5789474,5563.164805,1
CZE000002500406,CZE,19.6,4.3,0,0,0,17.9,24.9,42.8,23.9,1,19.6,0,20.6,11.95,3.1125,8,ab,2,1,1,0.48,273.8095238,5749.90342,2
CZE000002500423,CZE,4.4,0,12.9,0,0,23,19.6,42.6,17.3,2.3,4.4,2.2,32.5,8.65,2.177777778,9,ab,2,1,1,0.48,265.4285714,5732.143024,2
CZE000026204614,CZE,15.8,13.5,0,0,0,21.2,31.1,52.3,29.3,1.8,15.8,0,17.6,14.65,3.8875,8,ab,2,1,1,0.69,382.7142857,8265.022153,1
CZE000019803467,CZE,11.3,8.4,0,0,0,17.2,22.6,39.8,19.7,2.9,11.3,0,14.2,3.283333333,1.883333333,12,aaaaab,6,1,1,0.62,341.1904762,7368.282161,2
CZE000019203359,CZE,20.8,16.4,0,0,0,9.5,38.2,47.7,37.2,1,20.8,0,21.8,18.6,4.775,8,ab,2,1,1,0.86,473.3333333,10222.01321,2
CZE000020703651,CZE,16.1,16.2,0,0,0,21.4,35,56.4,32.3,2.7,16.1,0,18.8,16.15,4.375,8,ab,2,1,1,0.64,353.5238095,7634.630393,2
CZE000016002886,CZE,3.1,3.2,0,17.3,0,13.3,28.3,41.6,23.6,4.7,20.4,0,25.1,7.866666667,1.76875,16,bab,3,1,1,0.81,448.7619048,9691.373494,2
CZE000000400101,CZE,18.5,9.8,0,7.1,0,11.8,39.8,51.6,35.4,4.4,25.6,0,30,8.85,2.094736842,19,abab,4,1,1,0.75,425.2380952,8929.850007,1
CZE000000400108,CZE,9.6,6.7,0,34.7,0,11.6,61.3,72.9,51,10.3,44.3,0,54.6,17,3.605882353,17,bab,3,1,1,0.78,429.5238095,9275.911387,2
CZE000000400107,CZE,37,11.3,0,0,0,8.4,49.9,58.3,48.3,1.6,37,0,38.6,24.15,6.2375,8,ab,2,1,1,0.58,330.4761905,6939.883432,2
CZE000000400103,CZE,7.3,6.1,0,0,0,15.2,15,30.2,13.4,1.6,7.3,0,8.9,6.7,1.875,8,ab,2,1,1,0.89,488.3809524,10546.97862,2
CZE000027804933,CZE,4.8,7.1,0,9.8,0,31.7,25.3,57,21.7,3.6,14.6,0,18.2,7.233333333,1.946153846,13,bab,3,1,1,0.87,492,10331.82646,1
CZE000005000911,CZE,7.3,7,0,12.9,0,18.6,29.1,47.7,27.2,1.9,20.2,0,22.1,9.066666667,2.238461538,13,bab,3,1,1,0.91,514.952381,10813.81836,2
CZE000024004227,CZE,9.2,8.2,0,41.1,0,26.9,64.7,91.6,58.5,6.2,50.3,0,56.5,19.5,4.313333333,15,bab,3,1,1,0.48,255.4705882,5755.445358,2
CZE000004500785,CZE,5.7,0,22.7,0,0,20.9,29.7,50.6,28.4,1.3,5.7,10.2,52.4,14.2,3.3,9,ab,2,1,1,0.57,323.5238095,6793.885884,2
CZE000004500810,CZE,3.9,3.5,0,23.2,0,19.4,32.7,52.1,30.6,2.1,27.1,0,29.2,10.2,2.515384615,13,bab,3,1,1,0.8,443.0952381,9568.997279,2
CZE000018903332,CZE,7.5,0,7.5,0,16,19.8,32.7,52.5,31,1.7,23.5,7.6,40.2,10.33333333,2.18,15,bab,3,1,1,0.6,340.047619,7140.880056,1
CZE000018903330,CZE,15.7,4.9,0,0,0,16.5,21.6,38.1,20.6,1,15.7,0,16.7,10.3,2.7,8,ab,2,1,1,0.31,173.6190476,3749.442674,2
CZE000018903333,CZE,15,0,9.8,0,0,18.9,28.3,47.2,24.8,3.5,15,1.4,38.1,12.4,2.572727273,11,ab,2,1,1,0.82,467.3333333,9813.835159,2
CZE000011602054,CZE,5.2,5.6,0,26.5,0,18,40.8,58.8,37.3,3.5,31.7,0,35.2,12.43333333,3.138461538,13,bab,3,1,1,0.69,385.85,8178.286398,2
CZE000023904217,CZE,14.7,4.5,0,13.7,0,24,43.3,67.3,32.9,10.4,28.4,0,38.8,8.225,1.968181818,22,abab,4,1,1,0.91,517.15,10860.9162,2
CZE000023904215,CZE,5.3,9.3,0,0,0,25.6,15.9,41.5,14.6,1.3,5.3,0,6.6,7.3,1.9875,8,ab,2,1,1,0.49,268.2857143,5793.845317,2
CZE000023404088,CZE,5.1,17.6,0,18.7,0,28.3,52,80.3,41.4,10.6,23.8,0,34.4,13.8,4,13,bab,3,1,1,0.62,351.7619048,7386.875924,1
CZE000023404085,CZE,33.8,4.6,0,0,15.9,26.3,58.2,84.5,54.3,3.9,49.7,2.9,53.6,13.575,3.233333333,18,abab,4,1,1,0.47,259.1428571,5596.397979,2
CZE000021203752,CZE,7.3,5.7,0,0,20.4,16.8,35.9,52.7,33.4,2.5,27.7,7.1,30.2,11.13333333,2.393333333,15,bab,3,1,1,0.87,491.1904762,10314.82674,2
CZE000021203749,CZE,37.8,5.6,0,7.1,0,9.6,55.6,65.2,50.5,5.1,44.9,0,50,12.625,2.78,20,abab,4,1,1,0.77,434.6190476,9126.846698,2
CZE000014902695,CZE,10.1,12.9,0,0,0,16.7,24.5,41.2,23,1.5,10.1,0,11.6,11.5,3.0625,8,ab,2,1,1,0.7,388.1904762,8383.284881,1
CZE000014902690,CZE,17.4,4,0,10,0,15.7,38.1,53.8,31.4,6.7,27.4,0,34.1,7.85,2.005263158,19,abab,4,1,1,0.71,400.3809524,8407.858775,2
CZE000001200167,CZE,31.6,13.5,0,0,0,21.4,50.6,72,45.1,5.5,31.6,0,37.1,22.55,6.325,8,ab,2,1,1,0.71,404.4285714,8492.857347,1
CZE000001200168,CZE,16.8,5.9,0,0,0,21.8,24.1,45.9,22.7,1.4,16.8,0,18.2,11.35,3.0125,8,ab,2,1,1,0.45,245.6666667,5305.36883,2
CZE000020603630,CZE,17.4,0,9.2,38.5,0,31.1,90.8,121.9,65.1,25.7,55.9,3.3,100,13.02,2.454054054,37,babab,5,1,1,0.75,426.5238095,8956.849553,1
CZE000020603622,CZE,7.3,5.6,0,12.4,0,18.9,27.6,46.5,25.3,2.3,19.7,0,22,8.433333333,2.123076923,13,bab,3,1,1,0.65,370.6666667,7783.869256,1
CZE000017603102,CZE,10,11,0,0,0,8.4,22.4,30.8,21,1.4,10,0,11.4,10.5,2.8,8,ab,2,1,1,0.88,486.8095238,10513.04236,1
CZE000005601017,CZE,16,18.6,0,0,0,15.7,36,51.7,34.6,1.4,16,0,17.4,17.3,4.5,8,ab,2,1,1,0.83,459.8095238,9929.955694,2
CZE000005601037,CZE,7.1,9.2,0,55.4,0,39.7,75.7,115.4,71.7,4,62.5,0,66.5,23.9,5.823076923,13,bab,3,1,1,0.77,425.6666667,9192.613292,2
CZE000016302923,CZE,14.9,10.8,0,33.6,0,29.7,63.3,93,59.3,4,48.5,0,52.5,8.471428571,3.723529412,17,baaaaab,7,1,1,0.74,413.1052632,8848.852731,2
CZE000016302925,CZE,4.1,6.8,0,29.7,0,27.3,42.8,70.1,40.6,2.2,33.8,0,36,13.53333333,3.292307692,13,bab,3,1,1,0.71,400.1904762,8403.858842,2
CZE000013402410,CZE,3.7,6.5,0,24.8,0,19.4,38,57.4,35,3,28.5,0,31.5,11.66666667,2.923076923,13,bab,3,1,1,0.51,281.4761905,6078.704236,1
CZE000013402404,CZE,5.5,4.4,0,29.1,0,11.6,41.3,52.9,39,2.3,34.6,0,36.9,13,3.176923077,13,bab,3,1,1,0.67,380,7979.865963,2
CZE000013402416,CZE,22.6,42.1,0,0,0,19.8,153.4,173.2,64.7,88.7,22.6,0,111.3,32.35,13.94545455,11,ab,2,1,1,0.54,293.6666667,6386.970623,2
CZE000024504303,CZE,26.3,7.9,0,0,0,15.2,35.1,50.3,34.2,0.9,26.3,0,27.2,17.1,4.3875,8,ab,2,1,1,0.87,480.1904762,10370.09872,2
CZE000017503087,CZE,6.3,11.9,0,40.8,0,22,63.2,85.2,59,4.2,47.1,0,51.3,19.66666667,4.861538462,13,bab,3,1,1,0.66,364.952381,7881.439565,1
CZE000017503075,CZE,5.9,12.2,0,12.9,0,27.2,35,62.2,31,4,18.8,0,22.8,10.33333333,2.692307692,13,bab,3,1,1,0.85,481.7142857,10115.83009,1
CZE000011302007,CZE,20.1,3.6,0,13.6,0,16,45.6,61.6,37.3,8.3,33.7,0,42,12.43333333,3.04,15,abb,3,1,1,0.64,353.6666667,7637.715507,1
CZE000019303361,CZE,30.2,13,0,0,0,21.4,57.4,78.8,43.2,14.2,30.2,0,44.4,21.6,4.783333333,12,ab,2,1,1,0.24,138.1904762,2901.951256,1
CZE000029405230,CZE,23.6,3.1,0,20.6,0,16.4,56.2,72.6,47.3,8.9,44.2,0,53.1,5.255555556,1.812903226,31,abaaaaabb,9,1,1,0.79,438.2857143,9465.131753,1
CZE000029405229,CZE,10.9,10.1,0,27.6,0,15.4,51.2,66.6,48.6,2.6,38.5,0,41.1,16.2,3.938461538,13,bab,3,1,1,0.72,396.0952381,8553.994559,2
CZE000008001420,CZE,15.3,8.7,0,0,0,19.3,25,44.3,24,1,15.3,0,16.3,12,3.125,8,ab,2,1,1,0.24,134.0952381,2895.894287,2
CZE000027904941,CZE,50.6,18.6,0,0,0,29.1,72.6,101.7,69.2,3.4,50.6,0,54,34.6,9.075,8,ab,2,1,1,0.69,376.6315789,8244.380025,1
CZE000027904946,CZE,2.8,4.8,0,15.2,0,13.7,29.2,42.9,22.8,6.4,18,0,24.4,7.6,1.825,16,bab,3,1,1,0.84,461.7619048,9972.118927,1
CZE000027904947,CZE,10.5,5.2,0,9.2,0,20.9,27,47.9,24.9,2.1,19.7,0,21.8,8.3,2.076923077,13,bab,3,1,1,0.88,482.9047619,10428.7159,2
CZE000017203045,CZE,28.9,11.4,0,0,0,13.7,58.2,71.9,40.3,17.9,28.9,0,46.8,20.15,5.290909091,11,ab,2,1,1,0.8,455.7142857,9569.839257,1
CZE000017203043,CZE,21.8,7,0,0,0,15.5,34.8,50.3,28.8,6,21.8,0,27.8,14.4,3.48,10,ab,2,1,1,0.61,335.0952381,7236.650602,1
CZE000011001932,CZE,4.7,12.3,0,50.6,0,24.6,72.8,97.4,67.6,5.2,55.3,0,60.5,22.53333333,5.6,13,bab,3,1,1,0.63,357.952381,7516.87374,1
CZE000011001927,CZE,15.1,3.7,0,8.6,0,19.4,30.4,49.8,27.4,3,23.7,0,26.7,6.85,1.788235294,17,abab,4,1,1,0.87,479.6666667,10358.78663,2
CZE000011001928,CZE,4.8,6.9,0,11,0,25,25.2,50.2,22.7,2.5,15.8,0,18.3,7.566666667,1.938461538,13,bab,3,1,1,0.81,459.6190476,9651.83788,2
CZE000011001939,CZE,9.8,4,0,10.1,0,19.9,33.5,53.4,23.9,9.6,19.9,0,29.5,7.966666667,1.861111111,18,bab,3,1,1,0.78,443.7142857,9317.84349,2
CZE000025004431,CZE,10.8,16.3,0,27,0,8.9,60.5,69.4,54.1,6.4,37.8,0,44.2,18.03333333,4.033333333,15,bab,3,1,1,0.9,520.15,10775.48593,1
CZE000012302191,CZE,5.1,9.8,0,0,0,16.4,16.7,33.1,14.9,1.8,5.1,0,6.9,7.45,2.0875,8,ab,2,1,1,0.67,371.8095238,8029.525068,1
CZE000026604706,CZE,18,12.6,0,0,21.7,11.1,56.5,67.6,52.3,4.2,39.7,11.5,43.9,13.075,3.138888889,18,abab,4,1,1,0.46,260.4,5519.310038,1
CZE000026604712,CZE,38.8,5.7,0,0,0,17,46.8,63.8,44.5,2.3,38.8,0,41.1,7.416666667,3.9,12,aaaaab,6,1,1,0.48,269.7,5761.76173,1
CZE000006801244,CZE,5.5,0,10.3,0,0,12.8,16.9,29.7,15.8,1.1,5.5,6,27.2,7.9,1.877777778,9,ab,2,1,1,0.58,326.9047619,6864.884692,1
CZE000006801239,CZE,34.3,10.2,0,0,0,18.6,45.6,64.2,44.5,1.1,34.3,0,35.4,22.25,5.7,8,ab,2,1,1,0.66,363.2857143,7845.44656,1
CZE000015502798,CZE,30.8,19.8,0,0,0,17.6,52,69.6,50.6,1.4,30.8,0,32.2,25.3,6.5,8,ab,2,1,1,0.62,340.952381,7363.140303,1
CZE000015502783,CZE,9.9,14.4,0,23.3,0,17.3,51.5,68.8,47.6,3.9,33.2,0,37.1,15.86666667,3.961538462,13,bab,3,1,1,0.76,432.047619,9072.847605,1
CZE000015502803,CZE,26.7,0,9.9,0,0,29.8,38.2,68,36.6,1.6,26.7,4.8,48.1,18.3,3.183333333,12,ab,2,1,1,0.39,220.8571429,4637.922098,2
CZE000023104058,CZE,24.8,5.8,0,20.8,0,10.1,59.6,69.7,51.4,8.2,45.6,0,53.8,12.85,3.505882353,17,abab,4,1,1,0.5,277.952381,6002.604742,1
CZE000023104057,CZE,17.5,10.4,0,0,0,11.5,38.3,49.8,27.9,10.4,17.5,0,27.9,13.95,3.191666667,12,ab,2,1,1,0.28,159.4761905,3348.943748,2
CZE000023104048,CZE,7.4,5.8,0,19.7,0,42.9,35,77.9,32.9,2.1,27.1,0,29.2,10.96666667,2.692307692,13,bab,3,1,1,0.7,384.0952381,8294.844928,2
CZE000024404298,CZE,13.1,6.2,0,0,0,22.7,21.4,44.1,19.3,2.1,13.1,0,15.2,3.216666667,1.783333333,12,aaaaab,6,1,1,0.32,171.75,3759.103066,2
CZE000010201816,CZE,5.4,13.2,0,25.1,0,21.8,46.1,67.9,43.7,2.4,30.5,0,32.9,14.56666667,3.546153846,13,bab,3,1,1,0.8,439.8095238,9498.039642,2
CZE000010201811,CZE,9.7,0,12.8,0,0,14.9,23.8,38.7,22.5,1.3,9.7,1.6,36.6,11.25,2.644444444,9,ab,2,1,1,0.75,427.7619048,8982.849117,2
CZE000010201819,CZE,15.7,5.5,0,0,0,14.5,23.9,38.4,21.2,2.7,15.7,0,18.4,10.6,2.39,10,ab,2,1,1,0.72,406.952381,8545.856457,2
CZE000000200036,CZE,7.5,12,0,0,0,44.4,22.2,66.6,19.5,2.7,7.5,0,10.2,9.75,2.775,8,ab,2,1,1,0.93,526.5714286,11057.81426,1
CZE000000200049,CZE,8.5,7.2,0,15.8,0,46,37.8,83.8,31.5,6.3,24.3,0,30.6,10.5,2.907692308,13,bab,3,1,1,0.72,395.8571429,8548.852701,2
CZE000000200040,CZE,8.1,6.8,0,8.9,0,23.3,42.6,65.9,23.8,18.8,17,0,35.8,5.95,1.936363636,22,abab,4,1,1,0.83,471.3809524,9898.833731,1
CZE000015002723,CZE,9.3,6.2,0,48,0,30.2,66.2,96.4,63.5,2.7,57.3,0,60,21.16666667,5.092307692,13,bab,3,1,1,0.82,457.6842105,9808.85668,2
CZE000015002702,CZE,21.5,7.9,0,0,0,22.1,30.2,52.3,29.4,0.8,21.5,0,22.3,14.7,3.775,8,ab,2,1,1,0.84,475.2380952,9979.83237,1
CZE000015002715,CZE,5.7,11.1,0,0,0,15.3,18,33.3,16.8,1.2,5.7,0,6.9,8.4,2.25,8,ab,2,1,1,0.87,480.7619048,10382.43918,1
CZE000027204829,CZE,34.2,9.5,0,6.7,0,21.6,55.2,76.8,50.4,4.8,40.9,0,45.7,12.6,3.247058824,17,abab,4,1,1,0.8,448.4,9558.941178,2
CZE000027204815,CZE,31.4,40.8,0,0,0,21.3,73.6,94.9,72.2,1.4,31.4,0,32.8,36.1,9.2,8,ab,2,1,1,0.71,401.952381,8440.85822,1
CZE000027204820,CZE,15.1,15.7,0,0,0,20.9,33.3,54.2,30.8,2.5,15.1,0,17.6,15.4,4.1625,8,ab,2,1,1,0.91,500.15,10817.46705,2
CZE000016102899,CZE,18,3.6,0,7.8,0,26.7,41.9,68.6,29.4,12.5,25.8,0,38.3,5.88,1.351612903,31,ababb,5,1,1,0.87,478.6190476,10336.16246,2
CZE000016102903,CZE,32.8,10.7,0,0,0,10.7,45.3,56,43.5,1.8,32.8,0,34.6,21.75,5.6625,8,ab,2,1,1,0.71,400.8571429,8417.858607,2
CZE000016102897,CZE,21.2,9.4,0,0,0,23.5,38.4,61.9,30.6,7.8,21.2,0,29,5.1,3.2,12,aaaaab,6,1,1,0.81,448.1904762,9679.033035,1
