"","ID","cnt","time_a","time_b1","time_b2","time_start","time_solving","time_total","time_answer","time_irrelevant","time_explore_relevant","time_ticket_explore","time_explore_total","time_avg_explore","time_avg_btw_events","events_num","sequence","length","credit","OECD","ratio","mean","weight","gender"
"11","ARE000030007618","ARE",4.056988776,2.282382386,0,1.499899814,1.693616474,1.750123401,1.648409475,1.373636673,1.620771203,0,1.673241792,3.129680246,1.942844229,14,"aab",3,1,0,0.46,280.8,5478.429625,1
"12","ARE000001700407","ARE",2.128231706,1.902107526,3.63758616,1.358504721,1.629434463,1.676907156,1.59610634,1.203615909,1.571842396,0,1.609810585,2.399711804,1.245594479,24,"babab",5,1,0,0.68,417.3,8141.555137,1
"13","ARE000032808330","ARE",2.312535424,2.041220329,0,1.468533533,1.548363904,1.652121093,1.340611323,1.43766302,1.197713885,0,1.509267243,2.186051277,1.458615023,12,"ab",2,1,0,0.46,283.2,5525.25381,2
"14","ARE000037409436","ARE",3.198673118,2.610069793,2.415913778,1.441455614,1.616262698,1.684682402,1.580320134,1.200683717,1.514410424,0.880036196,1.564840952,2.32825284,1.092642122,28,"aabab",5,1,0,0.56,343.4,6699.760446,1
"15","ARE000037409440","ARE",1.808288771,2.501435952,3.478158423,1.560499762,1.62111297,1.723510907,1.586308279,1.200683717,1.53133386,1.020633576,1.577688009,2.827313622,1.384977705,19,"bab",3,1,0,0.81,438.9473684,9608.458554,1
"16","ARE000016604182","ARE",2.370243741,2.602689685,0,1.351237197,1.433793962,1.549927808,1.421698251,0.581353438,1.214985069,0,1.246037086,2.493205453,1.367366351,8,"ab",2,1,0,0.66,374.6190476,7866.867861,2
"17","ARE000019304922","ARE",3.751854253,2.292534757,0,1.220464896,1.603478574,1.637353844,1.597685484,0.650391407,1.558534911,0,1.565791053,3.267665989,2.014903021,8,"ab",2,1,0,0.55,298.2105263,6532.627961,1
"18","ARE000019304938","ARE",2.066862759,2.140066163,4.107589789,1.406565009,1.68143073,1.723867721,1.67150173,0.966695036,1.651555614,0,1.662767183,3.247787168,1.94920143,13,"bab",3,1,0,0.46,280.8,5478.429625,1
"19","ARE000018304650","ARE",2.151762203,2.054123734,3.36729583,1.41855265,1.575463213,1.65268459,1.562442619,0.848012348,1.52606679,1.014454262,1.541965131,2.716899816,1.441864212,14,"bab",3,1,0,0.25,140.047619,2940.950601,1
"20","ARE000020605244","ARE",3.956996371,1.916922612,0,1.372306734,1.670247005,1.710073609,1.621794389,1.35271144,1.600799987,0,1.654919023,2.096483008,1.19486899,32,"aaaaaaab",8,1,0,0.32,179.4285714,3767.936711,1
"21","ARE000000600138","ARE",2.844909384,2.341805806,0,1.548886758,1.613783232,1.715440946,1.454165888,1.48338521,1.346750035,0,1.576356602,2.624668592,1.592146415,14,"ab",2,1,0,0.29,158.6190476,3425.505635,1
"22","ARE000004401098","ARE",2.517696473,2.163323026,3.737669618,1.381437243,1.673241792,1.71373621,1.631690842,1.324421601,1.604990185,0,1.6529656,3.046108481,1.687487685,17,"bab",3,1,0,0.66,401.1,7825.491889,1
"23","ARE000036009060","ARE",3.735285827,2.509599262,0,1.667963152,1.634232018,1.775469181,1.604236086,1.185439892,1.55504209,0,1.594111374,2.912350665,1.569917154,16,"aab",3,1,0,0.49,270.6666667,5845.263894,2
"24","ARE000023906089","ARE",3.310543013,1.62924054,4.251348311,1.641324723,1.746030112,1.820420357,1.724933142,1.287762861,1.717498952,1.450620222,1.739590509,3.533199828,2.083340182,16,"bab",3,1,0,0.47,286.6,5591.588071,1
"25","ARE000014703688","ARE",1.974081026,1.824549292,2.850706502,1.308700647,1.564840952,1.620771203,1.471760135,1.331048857,1.424793762,0.9433672,1.53812226,2.325650366,1.08180517,22,"bab",3,1,0,0.74,448.6,8752.220547,2
"26","ARE000012603160","ARE",2.079441542,2.397895273,2.960105096,1.343703445,1.534760547,1.607603067,1.524275968,0.707848296,1.451512871,0,1.466899121,2.546837608,1.349071651,13,"bab",3,1,0,0.73,415,8714.853618,2
"27","ARE000017604462","ARE",2.93385687,2.219203484,0,1.416427009,1.563405943,1.64461045,1.457646383,1.35271144,1.369620336,0,1.518793432,2.63905733,1.396951656,14,"ab",2,1,0,0.56,314.8571429,6611.888941,2
"28","ARE000042210601","ARE",3.370738174,2.587764035,0,1.35271144,1.603098529,1.656574663,1.55250366,1.260087123,1.474931913,0,1.548363904,3.054001182,1.607898266,13,"ab",2,1,0,0.76,461.8,9009.753564,1
"29","ARE000024706290","ARE",3.39785848,2.116255515,0,1.382708424,1.54032842,1.62111297,1.529595416,0.724990138,1.481117713,0,1.495029093,2.949688335,1.751371408,8,"ab",2,1,0,0.74,450.7,8793.191709,1
"30","ARE000005401403","ARE",2.890371758,2.163323026,0,1.355628549,1.471760135,1.572299194,1.446092993,0.869741686,1.358504721,0,1.397363481,2.591516385,1.495709147,8,"ab",2,1,0,0.57,314.5714286,6793.422464,1
"31","ARE000045211374","ARE",3.411147713,3.198673118,0,1.619741636,1.634232018,1.753376983,1.60648826,1.165733227,1.484134908,1.194705523,1.695128536,3.310543013,1.677096561,14,"ab",2,1,0,0.65,396.7,7739.64755,1
"32","ARE000009002226","ARE",3.956996371,2.517696473,0,1.453285669,1.645200758,1.706720601,1.639808921,0.707848296,1.600799987,0,1.607603067,3.476614021,2.20414502,8,"ab",2,1,0,0.72,398.5238095,8606.441508,1
"33","ARE000027807077","ARE",3.384390263,2.57261223,0,1.107951293,1.559028211,1.588811458,1.553523466,0.55499791,1.478050566,0,1.486365917,3.058707073,1.826563391,8,"ab",2,1,0,0.66,375,7874.867727,1
"34","ARE000011602907","ARE",3.811097087,2.00148,3.152736022,1.345232354,1.676907156,1.711626461,1.668473525,0.908905343,1.651272127,0,1.660640379,2.957511061,1.703678001,17,"abab",4,1,0,0.67,405,8022.898396,1
"35","ARE000011602895","ARE",2.833213344,1.931521412,0,1.158782306,1.442392139,1.504643875,1.41855265,0.799206396,1.343703445,0,1.377574722,2.480731278,1.232560261,10,"ab",2,1,0,0.46,283.5,5531.106833,1
"36","ARE000011602904","ARE",3.552486829,2.151762203,3.020424886,1.306879651,1.649560645,1.684912102,1.634546904,1.026672031,1.608710479,0.917920362,1.626156225,3.060270795,1.742969305,14,"abb",3,1,0,0.56,310.1904762,6698.812281,1
"37","ARE000013803475","ARE",2.442347035,2.079441542,4.091005661,1.369620336,1.683297084,1.719895793,1.676665432,0.848012348,1.658755899,1.03257532,1.666163813,3.27462584,1.894616855,14,"bab",3,1,0,0.2,121.7,2374.376372,1
"38","ARE000033208436","ARE",3.27336401,3.04927304,0,1.470153796,1.602335843,1.683528823,1.576801556,1.089935092,1.452401341,0,1.500585148,3.16758253,2.009890479,8,"ab",2,1,0,0.83,452.4736842,9904.546545,1
"39","ARE000006301615","ARE",2.727852828,2.564949357,0,1.291724673,1.484134908,1.561958942,1.4602153,0.869741686,1.315832419,0,1.362744492,2.649714624,1.368639426,10,"ab",2,1,0,0.48,274.4285714,5762.903201,1
"40","ARE000028907353","ARE",4.210645018,3.64805746,0,1.293678617,1.743706336,1.762864916,1.732018979,1.132734821,1.650703652,0,1.669994863,3.968403339,2.699681951,8,"ab",2,1,0,0.28,154.4736842,3381.393987,2
"41","ARE000030107637","ARE",1.360976553,1.410986974,3.27336401,1.365522801,1.668473525,1.707714411,1.499211896,1.558534911,1.476497777,0,1.660372525,1.985130862,1.038508365,40,"bbabb",5,1,0,0.72,410.3333333,8616.855264,2
"42","ARE000000700191","ARE",3.561046083,2.370243741,3.380994674,1.473352769,1.683991275,1.737814444,1.666679993,1.128774165,1.639504056,0,1.659835465,3.222867846,1.961177621,13,"bab",3,1,0,0.68,372.952381,8054.205985,2
"43","ARE000003300782","ARE",1.931521412,2.272125886,2.687847494,1.223156203,1.492186511,1.55250366,1.476497777,0.756780031,1.392597225,0,1.416427009,2.345005809,1.205510084,13,"bab",3,1,0,0.76,464.5,9062.430772,2
"44","ARE000032508265","ARE",3.280911216,2.197224577,3.280911216,1.340611323,1.65268459,1.691870184,1.628784034,1.158782306,1.600413816,0,1.628457849,2.552565298,1.398716881,22,"abbab",5,1,0,0.81,457.952381,9616.838467,2
"45","ARE000001900472","ARE",2.2300144,2.197224577,0,1.403164491,1.400864468,1.554537349,1.348256638,0.959134839,1.172486595,0,1.277529177,2.213753879,1.045722825,11,"ab",2,1,0,0.79,480.8,9380.445027,2
"46","ARE000031808076","ARE",3.36729583,2.587764035,0,1.361340998,1.561473911,1.629434463,1.551991516,0.724990138,1.474144014,0,1.488570266,3.051639905,1.836573485,8,"ab",2,1,0,0.63,359.9047619,7557.873052,1
"47","ARE000005301373","ARE",2.493205453,1.704748092,2.839078464,1.357071686,1.544124032,1.61696436,1.501267916,1.128774165,1.46771811,0,1.518173788,2.448127399,1.277223266,15,"bab",3,1,0,0.69,390.952381,8209.8621,1
"48","ARE000005301378","ARE",1.902107526,1.840549633,3.676300672,1.42884569,1.609077988,1.676907156,1.593709535,0.959134839,1.570925143,0,1.588396818,2.862200881,1.63225259,13,"bab",3,1,0,0.57,349.3,6814.8699,1
"49","ARE000014503631","ARE",2.862200881,2.379546134,0,1.357071686,1.473352769,1.573662349,1.4602153,0.670651768,1.351237197,0,1.373636673,2.649714624,1.501295754,8,"ab",2,1,0,0.62,340.9047619,7362.111932,1
"50","ARE000013603419","ARE",2.2300144,1.740466175,3.346389145,1.441455614,1.566264152,1.653526149,1.55250366,0.848012348,1.526659764,0,1.542507343,2.671847153,1.463967399,13,"bab",3,1,0,0.58,355,6926.077339,1
"51","ARE000017504447","ARE",3.433987204,2.727852828,0,1.561473911,1.579009138,1.703088723,1.571384381,0.689767362,1.489299225,0,1.501267916,3.141994781,1.909542505,8,"ab",2,1,0,0.72,398.3809524,8603.356393,2
"52","ARE000038209628","ARE",2.803360381,2.517696473,4.079230924,1.513775481,1.728085072,1.777219256,1.69641296,1.351237197,1.669994863,1.29943612,1.706919878,3.378724526,1.804181989,20,"bab",3,1,0,0.35,202.8333333,4129.144298,1
"53","ARE000000300058","ARE",3.08190997,2.557227311,0,1.415355444,1.51567364,1.616262698,1.507958265,0.581353438,1.406565009,0,1.419606842,2.853592506,1.655844285,8,"ab",2,1,0,0.87,477.1428571,10304.28294,1
"54","ARE000000300059","ARE",2.90690106,2.251291799,0,1.388946064,1.473352769,1.584193747,1.455914143,0.756780031,1.362744492,0,1.390170564,2.63188884,1.501295754,8,"ab",2,1,0,0.84,515.7,10061.34671,2
"55","ARE000041710497","ARE",1.960094784,2.797281335,3.113515309,1.477275793,1.588396818,1.677389495,1.565316655,1.038348809,1.470958692,0,1.508613936,2.730029108,1.549197832,13,"bab",3,1,0,0.64,391.8,7644.048173,1
"56","ARE000019404949","ARE",1.335001067,1.648658626,2.975529566,1.346750035,1.559028211,1.624492243,1.454165888,1.345232354,1.413194525,0,1.537008767,2.00148,0.834266896,32,"babb",4,1,0,0.65,397.3,7751.353597,1
"57","ARE000004000994","ARE",2.687847494,2.721295428,0,1.432814415,1.667963152,1.718425291,1.473352769,1.57411434,1.305042953,0,1.62681713,2.7047113,1.955388893,12,"ab",2,1,0,0.79,434.2380952,9377.720171,1
"58","ARE000036909315","ARE",4.6558633,1.871802177,0,1.268981396,1.80056327,1.812597851,1.741662624,1.57812952,1.732692759,0,1.794635303,2.688697473,1.494151757,45,"aaaaaaab",8,1,0,0.55,333.9,6514.414714,1
"59","ARE000016704216","ARE",1.029619417,2.839078464,2.674148649,1.451512871,1.724045813,1.763412421,1.499211896,1.654641413,1.332673388,0,1.692308599,2.180417459,1.196034402,43,"bbab",4,1,0,0.72,400.35,8534.616638,1
"60","ARE000001300304","ARE",3.384390263,1.931521412,2.57261223,1.277529177,1.647540673,1.679779258,1.581188573,1.382708424,1.553523466,0,1.629434463,2.535678975,1.378308009,22,"abab",4,1,0,0.55,337.6,6586.601999,1
"61","ARE000025406461","ARE",2.949688335,2.890371758,2.140066163,1.405438012,1.660907785,1.708307622,1.563405943,1.470153796,1.454165888,0,1.607603067,2.721295428,1.43183249,22,"abb",3,1,0,0.75,414.4761905,8950.945977,1
"62","ARE000025406483","ARE",1.722766598,1.871802177,3.135494216,1.359927782,1.513138295,1.598077966,1.503973676,0.628858621,1.462749666,0,1.474144014,2.459588842,1.274502955,13,"bab",3,1,0,0.61,348.2857143,7313.87715,1
"63","ARE000023105923","ARE",3.387774361,3.642835516,0,1.422735581,1.655196153,1.707317659,1.648986087,0.771565867,1.478822119,1.414277969,1.734364105,3.523415014,2.146580845,9,"ab",2,1,0,0.75,458.9,8953.17434,1
"64","ARE000036109084","ARE",1.648658626,1.648658626,3.117949906,1.374957916,1.534760547,1.615558053,1.489299225,1.128774165,1.455914143,0,1.509267243,2.397895273,1.349071651,13,"bab",3,1,0,0.65,393.8,7683.068327,1
"65","ARE000035909041","ARE",4.048300624,2.341805806,0,1.369620336,1.651838602,1.695557861,1.648698039,0.55499791,1.619051677,0.926659313,1.676423336,3.521938999,2.130873715,9,"ab",2,1,0,0.64,391.5,7638.19515,1
"66","ARE000021505489","ARE",2.890371758,2.564949357,0,0.880036196,1.521859967,1.539779458,1.481876636,1.075521541,1.358504721,0,1.42884569,2.740840024,1.679430284,8,"ab",2,1,0,0.32,196.5,3833.730133,2
"67","ARE000021505479","ARE",3.761200116,2.459588842,0,1.382708424,1.664082171,1.706919878,1.606114998,1.380157963,1.560499762,0,1.633283702,3.308716529,2.012475835,11,"ab",2,1,0,0.26,143,3088.199767,2
"68","ARE000025106390","ARE",3.161246712,2.493205453,0,1.514410424,1.624157418,1.709682922,1.514410424,1.440514482,1.42581472,0,1.582052614,2.504164466,1.481604541,17,"aab",3,1,0,0.59,326.9473684,7006.970756,2
"69","ARE000019705047","ARE",2.803360381,2.332143895,0,1.430840255,1.4602153,1.593306737,1.447007095,0.650391407,1.335884987,0,1.358504721,2.595254707,1.455703812,8,"ab",2,1,0,0.56,320.1904762,6723.88706,2
"70","ARE000039509954","ARE",1.85629799,2.028148247,2.549445171,1.491468931,1.516928057,1.644905873,1.43766302,1.231043872,1.361340998,0,1.470153796,2.189789599,1.062793191,18,"bab",3,1,0,0.82,466.8571429,9803.835327,1
"71","ARE000005501421","ARE",2.091864062,2.041220329,3.668676747,1.365522801,1.619741636,1.671001033,1.603478574,0.995008781,1.57591049,0,1.594912194,2.908720896,1.676377395,13,"bab",3,1,0,0.61,339,7320.97707,1
"72","ARE000041410436","ARE",3.377587516,3.086486637,0,1.342163153,1.598469535,1.651272127,1.592498248,0.650391407,1.476497777,0,1.487838409,3.242592351,1.992998185,8,"ab",2,1,0,0.19,116.3,2269.021956,1
"73","ARE000041410437","ARE",2.140066163,1.774952351,3.152736022,1.355628549,1.539228784,1.613425979,1.52125084,0.880036196,1.488570266,0,1.5099182,2.533696814,1.364913566,13,"bab",3,1,0,0.62,351.0952381,7372.876159,1
"74","ARE000041410433","ARE",3.353406718,2.388762789,0,1.049526377,1.541421247,1.568610397,1.537008767,0.462341012,1.470958692,0,1.477275793,2.983153491,1.755700419,8,"ab",2,1,0,0.46,282.4,5509.645748,1
"75","ARE000031608039","ARE",3.394508394,2.949688335,2.772588722,1.39499465,1.658213371,1.704511326,1.637353844,1.132734821,1.569075841,0,1.599638801,2.80184408,1.534033554,19,"abab",4,1,0,0.85,518.4,10114.02392,1
"76","ARE000015803972","ARE",2.186051277,1.840549633,3.668676747,1.271149848,1.618705614,1.65574898,1.601185271,1.014454262,1.579447255,0,1.599249949,2.897751865,1.557442617,15,"bab",3,1,0,0.37,227.8,4444.395543,1
"77","ARE000037309403","ARE",3.100092289,2.240709689,0,1.44791683,1.500585148,1.619741636,1.486365917,0.741276311,1.411009483,0,1.431829862,2.76000994,1.599387577,8,"ab",2,1,0,0.46,280.8,5478.429625,1
"78","ARE000040510203","ARE",3.411147713,3.020424886,0,1.295614983,1.59570923,1.641324723,1.59086958,0.581353438,1.484134908,0,1.492901297,3.234749174,1.981001469,8,"ab",2,1,0,0.95,577.5,11267.06947,1
"79","ARE000026806844","ARE",1.85629799,2.379546134,2.617395833,1.675694808,1.525471842,1.744329569,1.473352769,1.147961726,1.373636673,0,1.455042034,2.332143895,1.168993085,16,"bab",3,1,0,0.91,514.952381,10813.81836,2
"80","ARE000000400093","ARE",1.945910149,2.57261223,3.964615456,1.303190303,1.733864652,1.754977285,1.66010422,1.523072043,1.62382191,0,1.712204741,3.189103667,1.969987692,17,"bab",3,1,0,0.64,348.5263158,7629.162175,2
"81","ARE000000400106","ARE",3.015534901,2.091864062,0,1.319310192,1.480355669,1.56673596,1.461908664,0.785691023,1.390170564,0,1.416427009,2.656756907,1.355835154,10,"ab",2,1,0,0.47,285.5,5570.126987,2
"82","ARE000042610703","ARE",3.328626689,2.442347035,0,1.42581472,1.560499762,1.645495107,1.536449382,1.001648495,1.46525033,0,1.499899814,2.600217497,1.386294361,14,"aab",3,1,0,0.87,480.6666667,10380.38243,1
"83","ARE000042610704","ARE",2.014903021,2.312535424,0,1.324421601,1.348256638,1.497132454,1.337472404,0.425678273,1.103567664,0,1.132734821,2.174751721,1.111034809,8,"ab",2,1,0,0.91,518.7619048,10893.81702,1
"84","ARE000010802674","ARE",2.104134154,3.04927304,0,1.413194525,1.59610634,1.66460514,1.468533533,1.427840633,1.132734821,1.337472404,1.661174744,2.684440335,1.330605455,18,"ab",2,1,0,0.46,263.1428571,5525.907182,2
"85","ARE000017404411","ARE",2.833213344,2.066862759,1.824549292,1.366897854,1.627146588,1.676665432,1.474931913,1.49361331,1.411009483,0,1.60271762,2.082561669,1.041821454,32,"abab",4,1,0,0.88,501.3,10528.04272,2
"86","ARE000017404426","ARE",3.356897123,2.406945108,2.839078464,1.478822119,1.645788921,1.713163707,1.610539975,1.243606758,1.569075841,0,1.613067956,2.672423023,1.482799998,19,"abab",4,1,0,0.98,537.35,11633.98511,2
"87","ARE000014803724","ARE",3.63758616,2.653241965,0,1.407685588,1.611628103,1.673735454,1.596502516,0.959134839,1.534194007,0,1.555545373,3.261935314,1.859418118,10,"ab",2,1,0,0.94,518.0952381,11188.68247,2
"88","ARE000014803713","ARE",3.577947893,2.208274414,2.549445171,1.397363481,1.624826389,1.680725082,1.613425979,0.899598192,1.581621141,0,1.595311183,2.686145366,1.48427477,17,"abab",4,1,0,0.66,375.6190476,7887.867509,1
"89","ARE000033608504","ARE",2.388762789,2.602689685,2.975529566,1.456782248,1.590049329,1.672249817,1.555545373,1.147961726,1.478050566,0,1.529012141,2.685577345,1.555712513,13,"bab",3,1,0,0.64,364.55,7656.090112,1
"90","ARE000012303067","ARE",3.433987204,2.821378886,0,1.200683717,1.588396818,1.622811267,1.57812952,0.799206396,1.489299225,0,1.505976903,3.173878459,1.949475215,8,"ab",2,1,0,0.46,262.3809524,5509.907451,1
"91","ARE000012303060","ARE",2.708050201,1.824549292,4.582310892,1.44791683,1.619741636,1.688542107,1.554031144,1.340611323,1.525471842,1.206511321,1.600799987,2.212660385,0.997731064,33,"abbab",5,1,0,0.65,360.0952381,7776.545667,1
"92","ARE000035708980","ARE",2.862200881,3.602776755,0,1.523675018,1.711819464,1.76785277,1.604236086,1.55250366,1.351237197,0,1.62111297,3.299533728,2.094709014,13,"ab",2,1,0,0.37,228.6,4460.003605,2
"93","ARE000024606266","ARE",1.481604541,2.459588842,3.673765816,1.558534911,1.709291237,1.77445956,1.605365964,1.544124032,1.559520114,1.421698251,1.728949052,2.917770732,1.569483597,24,"bab",3,1,0,0.57,324.6190476,6816.885498,1
"94","ARE000024606258","ARE",3.034952987,2.282382386,0,1.381437243,1.635800403,1.685599182,1.478822119,1.508613936,1.39499465,0,1.605740901,2.727852828,1.811017286,12,"ab",2,1,0,0.38,209.952381,4534.090167,1
"95","ARE000019004881","ARE",3.387774361,2.219203484,0,1.441455614,1.709682922,1.750869163,1.53305547,1.613425979,1.478822119,0,1.692745782,2.965273066,2.084237714,13,"ab",2,1,0,0.67,400.5714286,7935.170053,2
"96","ARE000008202041","ARE",3.292126287,3.025291076,0,1.281680701,1.586308279,1.632010658,1.576801556,0.771565867,1.456782248,0,1.474931913,3.16758253,1.940538605,8,"ab",2,1,0,0.51,281.3809524,6076.647493,1
"97","ARE000015603908","ARE",3.55820113,3.17805383,0,1.441455614,1.641022693,1.701240148,1.621794389,1.080417818,1.516928057,0,1.550962705,3.386083744,2.184645795,8,"ab",2,1,0,0.7,383.4285714,8280.447726,1
"98","ARE000012803183","ARE",1.916922612,1.386294361,0,1.530756264,1.343703445,1.604990185,1.188569496,1.132734821,1.070529161,0,1.291724673,1.686398954,0.762140052,14,"ab",2,1,0,0.29,174.8,3410.361462,2
"99","ARE000019104904","ARE",2.282382386,2.292534757,3.306886702,1.560010629,1.749072982,1.801510166,1.570002974,1.661972951,1.523072043,0.756780031,1.735027467,2.751535313,1.905831925,20,"bab",3,1,0,0.56,344.3,6717.319515,1
"100","ARE000045811484","ARE",3.817712326,2.2300144,0,1.499211896,1.67954191,1.740390885,1.60648826,1.446092993,1.572299194,0,1.658484865,2.923161581,1.584120104,20,"aab",3,1,0,0.67,406.6,7932.797313,2
"101","ARE000023706059","ARE",3.797733859,2.687847494,0,1.319310192,1.627475387,1.669236019,1.622473004,0.650391407,1.568143694,0,1.575014766,3.389462125,2.122261539,8,"ab",2,1,0,0.56,342,6672.446338,1
"102","ARE000023706055","ARE",3.502549876,3.126760536,0,1.308700647,1.667194502,1.699369158,1.610903475,1.378870489,1.504643875,0,1.598469535,3.33220451,2.308815643,8,"ab",2,1,0,0.29,174.2,3398.655415,1
"103","ARE000040610213","ARE",2.954910279,2.884800713,0,1.485625239,1.61449544,1.695343347,1.523072043,1.396182601,1.374957916,0,1.54032842,2.920469789,1.595049175,14,"ab",2,1,0,0.84,459.1666667,9986.438175,2
"104","ARE000040610220","ARE",3.126760536,3.117949906,0,1.451512871,1.573662349,1.660907785,1.567206481,0.628858621,1.417492725,0,1.431829862,3.122364924,1.887069649,8,"ab",2,1,0,0.81,457.3333333,9603.838686,2
"105","ARE000027407004","ARE",2.949688335,4.339901708,0,1.49361331,1.776096639,1.810054792,1.714116689,1.55250366,1.373636673,1.592092549,1.848672756,3.869115504,2.18539012,17,"ab",2,1,0,0.33,185.6111111,3973.479729,1
"106","ARE000036209112","ARE",4.025351691,3.095577609,0,1.43766302,1.70551948,1.74710223,1.676180867,1.297534057,1.61449544,0,1.656024681,3.664842876,2.134166441,12,"ab",2,1,0,0.67,407.4,7948.405374,2
"107","ARE000042910781","ARE",1.824549292,1.704748092,3.453157121,1.489299225,1.573662349,1.672994381,1.551991516,0.995008781,1.527250774,0,1.551991516,2.669540346,1.38295546,15,"bab",3,1,0,0.77,423.2857143,9141.194714,1
"108","AUS000065312202","AUS",3.238678452,2.282382386,0,1.365522801,1.524275968,1.60648826,1.511857135,0.741276311,1.444251535,0,1.461908664,2.870735783,1.688711093,8,"ab",2,1,1,0.86,527.6,10293.51663,2
"109","AUS000065312190","AUS",1.740466175,2.014903021,2.687847494,1.364138386,1.470153796,1.57411434,1.44791683,0.82458494,1.377574722,0,1.408799816,2.2300144,1.136352617,13,"bab",3,1,1,0.55,336.3,6561.238899,2
"110","AUS000018403450","AUS",3.100092289,1.887069649,0,1.151623065,1.473352769,1.52606679,1.464420469,0.55499791,1.411009483,0,1.422735581,2.667228207,1.501295754,8,"ab",2,1,1,0.84,473.8571429,9950.832857,1
"111","AUS000013902597","AUS",2.041220329,1.740466175,3.546739687,1.331048857,1.654641413,1.692089546,1.575014766,1.426830326,1.55250366,1.220464896,1.641022693,2.774669888,1.479329227,20,"bab",3,1,1,0.38,231.3,4512.680813,1
"112","AUS000072413486","AUS",3.077312261,2.694627181,0,1.257806364,1.527839832,1.584618762,1.519410945,0.628858621,1.405438012,0,1.420655356,2.90416508,1.702472778,8,"ab",2,1,1,0.56,342,6672.446338,1
"113","AUS000014602748","AUS",2.424802726,2.747270914,0,1.214985069,1.454165888,1.524275968,1.44791683,0.425678273,1.231043872,0,1.248441258,2.598979106,1.435084525,8,"ab",2,1,1,0.58,330.3809524,6937.883465,2
"114","AUS000004400849","AUS",1.481604541,2.066862759,1.902107526,1.374957916,1.498521375,1.593709535,1.343703445,1.332673388,1.197713885,0,1.443324099,1.84582669,0.941958479,20,"bab",3,1,1,0.81,449.1904762,9700.628838,2
"115","AUS000068912889","AUS",3.210843653,2.397895273,0,1.293678617,1.528426951,1.592092549,1.515043139,0.771565867,1.43766302,1.060242025,1.579009138,2.884800713,1.452252329,11,"ab",2,1,1,0.47,249.8333333,5545.39494,2
"116","AUS000070313133","AUS",3.058707073,2.104134154,2.174751721,1.185439892,1.554537349,1.593709535,1.524275968,1.054939769,1.474931913,0,1.513775481,2.284930158,1.146566682,19,"abab",4,1,1,0.83,470.5238095,9880.834033,1
"117","AUS000077014373","AUS",2.079441542,1.840549633,2.901421594,1.497132454,1.510566825,1.644314486,1.485625239,0.926659313,1.441455614,1.008128043,1.472558152,2.382627801,1.121270313,16,"bab",3,1,1,0.37,223.3,4356.600197,2
"118","AUS000016203034","AUS",3.465735903,2.48490665,0,1.52246703,1.575463213,1.68582754,1.560499762,0.889981469,1.496434017,0,1.517552001,2.079441542,1.561647249,12,"aaaaab",6,1,1,0.1,63.8,1244.742913,1
"119","AUS000016203039","AUS",2.261763098,2.397895273,0,1.382708424,1.434768551,1.561958942,1.380157963,1.020633576,1.182267877,0,1.301321446,2.332143895,1.143064051,11,"ab",2,1,1,0.59,324.5714286,7009.38049,2
"120","AUS000048609011","AUS",2.587764035,2.116255515,0,1.335884987,1.406565009,1.530176787,1.392597225,0.581353438,1.277529177,0,1.301321446,2.379546134,1.280933845,8,"ab",2,1,1,0.48,295.7,5769.129772,2
"121","AUS000048609015","AUS",2.079441542,1.609437912,2.815408719,1.364138386,1.482632461,1.581188573,1.463586924,0.799206396,1.426830326,0,1.449723356,2.292534757,1.175098383,13,"bab",3,1,1,0.78,475.1,9269.237588,2
"122","AUS000005401039","AUS",2.054123734,2.660259537,2.617395833,1.301321446,1.533625651,1.597292084,1.508613936,0.966695036,1.39138759,0,1.435738227,2.219203484,1.115141591,18,"bbab",4,1,1,0.81,459.8571429,9656.837796,2
"123","AUS000042507858","AUS",3.317815773,1.808288771,2.714694744,1.346750035,1.604236086,1.656299908,1.57812952,1.0991055,1.554031144,0,1.583767668,2.521720623,1.403787518,17,"abab",4,1,1,0.97,551.1428571,11573.8056,1
"124","AUS000042507870","AUS",2.595254707,2.197224577,0,1.39138759,1.416427009,1.556547601,1.402017827,0.605904389,1.279614839,0,1.305042953,2.415913778,1.311705504,8,"ab",2,1,1,0.76,416.4761905,8994.137583,2
"125","AUS000000300041","AUS",2.890371758,1.547562509,1.960094784,1.433793962,1.497132454,1.61270916,1.464420469,0.981219235,1.430840255,0,1.469345419,2.041220329,1.040068833,17,"abab",4,1,1,0.88,540.1,10537.39259,1
"126","AUS000020003731","AUS",3.19047635,2.406945108,2.302585093,1.312296506,1.580754906,1.63296637,1.562442619,0.959134839,1.505311612,0,1.530176787,2.451005098,1.316250517,17,"abab",4,1,1,0.85,479.6190476,10071.83083,1
"127","AUS000020003715","AUS",2.821378886,2.174751721,1.504077397,1.349752311,1.530756264,1.60648826,1.466899121,1.203615909,1.388946064,0,1.478822119,2.050913458,0.948800011,23,"abab",4,1,1,0.92,506.5714286,10939.81656,2
"128","AUS000073713763","AUS",2.740840024,1.648658626,1.85629799,1.441455614,1.513138295,1.62382191,1.440514482,1.206511321,1.396182601,0,1.484134908,1.949475215,0.953678264,21,"abab",4,1,1,0.55,336.3,6561.238899,1
"129","AUS000073713766","AUS",3.054001182,3.198673118,0,1.481876636,1.57591049,1.671751485,1.568610397,0.670651768,1.39970434,0,1.417492725,3.128951117,1.896494789,8,"ab",2,1,1,0.75,426.3809524,8953.849604,1
