,Unnamed: 0,ID,cnt,time_A_total,time_b1,time_b2,time_B_total,time_start,time_end,time_solving,time_total,time_answer,time_not_answer,time_solving_2,events_num,avg_time_btw_events,sequence,length,credit,OECD
6531,6532,CAN000009602063,CAN,4,7.7,24.8,32.5,13.5,2.6,40.9,57,36.5,4.4,40.9,15,2.726666667,bab,3,1,1
6533,6534,CAN000009602065,CAN,25.8,6.5,0,6.5,8.2,4.1,33.2,45.5,32.3,0.9,33.2,8,4.15,ab,2,1,1
6534,6535,CAN000085620845,CAN,29.2,12.4,0,12.4,9.6,2.2,42.5,54.3,41.6,0.9,42.5,8,5.3125,ab,2,1,1
6543,6544,CAN000086621103,CAN,7.7,5.6,11.8,17.4,18,4,38.6,60.6,25.1,13.5,38.6,24,1.608333333,abab,4,1,1
6545,6546,CAN000024906286,CAN,5.8,8.3,0,8.3,15,2.5,15.9,33.4,14.1,1.8,15.9,8,1.9875,ab,2,1,1
6546,6547,CAN000024906261,CAN,12.5,17.5,0,17.5,15.2,2.5,39.7,57.4,30,9.7,39.7,13,3.053846154,ab,2,1,1
6548,6549,CAN000008701851,CAN,28.2,5.2,0,5.2,20.4,2.3,57.6,80.3,33.4,24.2,57.6,22,2.618181818,aab,3,1,1
6550,6551,CAN000087821363,CAN,27.7,12.4,7,19.4,23.7,3.6,49.6,76.9,47.1,2.5,49.6,17,2.917647059,abab,4,1,1
6552,6553,CAN000087821368,CAN,10.3,2.9,13.5,16.4,8,2,33.9,43.9,26.7,7.2,33.9,18,1.883333333,babb,4,1,1
6553,6554,CAN000039309640,CAN,24.9,3.6,16.6,20.2,11.3,2.1,49.9,63.3,45.1,4.8,49.9,17,2.935294118,abab,4,1,1
6570,6571,CAN000075318335,CAN,3.6,9.5,10.8,20.3,27.7,2.1,27.5,57.3,23.9,3.6,27.5,13,2.115384615,bab,3,1,1
6574,6575,CAN000082720138,CAN,13.2,14.6,0,14.6,12.2,4.5,29.2,45.9,27.8,1.4,29.2,8,3.65,ab,2,1,1
6578,6579,CAN000016304068,CAN,11.3,7.6,48,55.6,23.2,9.9,81.3,114.4,66.9,14.4,81.3,27,3.011111111,baabb,5,1,1
6579,6580,CAN000067316536,CAN,17.9,24,0,24,28,2.8,51.8,82.6,41.9,9.9,51.8,12,4.316666667,ab,2,1,1
6582,6583,CAN000071217413,CAN,38.5,6.7,15.3,22,24.3,2.8,68.3,95.4,60.5,7.8,68.3,18,3.794444444,abab,4,1,1
6585,6586,CAN000003400797,CAN,17.8,8.6,0,8.6,14.9,3.5,27.9,46.3,26.4,1.5,27.9,8,3.4875,ab,2,1,1
6586,6587,CAN000003400780,CAN,23.7,12.2,0,12.2,20.5,7.1,38.5,66.1,35.9,2.6,38.5,8,4.8125,ab,2,1,1
6594,6595,CAN000064415891,CAN,29.5,7,11.3,18.3,26.6,3.6,53.7,83.9,47.8,5.9,53.7,19,2.826315789,abab,4,1,1
6600,6601,CAN000052113008,CAN,8.8,8.5,13.8,22.3,20.6,1.9,33.8,56.3,31.1,2.7,33.8,17,1.988235294,baaaaab,7,1,1
6603,6604,CAN000000100021,CAN,19.7,6.3,0,6.3,28.7,2.6,28.9,60.2,26,2.9,28.9,8,3.6125,ab,2,1,1
6604,6605,CAN000016204051,CAN,43.6,18.2,0,18.2,12,2.6,63.2,77.8,61.8,1.4,63.2,8,7.9,ab,2,1,1
6613,6614,CAN000085220733,CAN,19,8.8,10.6,19.4,25.3,7.7,40.9,73.9,38.4,2.5,40.9,13,3.146153846,abb,3,1,1
6615,6616,CAN000011002559,CAN,20.7,5.6,0,5.6,17.5,4.1,27.2,48.8,26.3,0.9,27.2,8,3.4,ab,2,1,1
6616,6617,CAN000065416145,CAN,40.4,6.4,0,6.4,23.6,3,51.2,77.8,46.8,4.4,51.2,8,6.4,ab,2,1,1
6617,6618,CAN000052213028,CAN,25.1,5.8,0,5.8,15.9,3.3,32.4,51.6,30.9,1.5,32.4,8,4.05,ab,2,1,1
6618,6619,CAN000052213029,CAN,13.1,4.1,7.3,11.4,9.9,2.8,29.1,41.8,24.5,4.6,29.1,19,1.531578947,abab,4,1,1
6623,6624,CAN000046511374,CAN,34.8,10.9,0,10.9,17.5,2.4,48.6,68.5,45.7,2.9,48.6,8,6.075,ab,2,1,1
6631,6632,CAN000048812006,CAN,17.1,8.3,0,8.3,8.5,2.3,26.5,37.3,25.4,1.1,26.5,8,3.3125,ab,2,1,1
6632,6633,CAN000080619617,CAN,13.9,6.5,0,6.5,19.2,2.4,21.1,42.7,20.4,0.7,21.1,8,2.6375,ab,2,1,1
6633,6634,CAN000080619611,CAN,5.8,4.8,14.5,19.3,34.9,3.8,28.5,67.2,25.1,3.4,28.5,13,2.192307692,bab,3,1,1
6635,6636,CAN000058214405,CAN,20.6,13.3,0,13.3,14.9,2.6,34.9,52.4,33.9,1,34.9,8,4.3625,ab,2,1,1
6643,6644,CAN000050812689,CAN,22.7,20.1,0,20.1,17.6,3.4,44.4,65.4,42.8,1.6,44.4,8,5.55,ab,2,1,1
6651,6652,CAN000056413983,CAN,37.8,18.6,0,18.6,7,3.8,57.5,68.3,56.4,1.1,57.5,8,7.1875,ab,2,1,1
6653,6654,CAN000015303849,CAN,28.3,7.8,24.8,32.6,14.2,2.6,65.1,81.9,60.9,4.2,65.1,18,3.616666667,abab,4,1,1
6657,6658,CAN000037609258,CAN,51.6,10.8,0,10.8,13.5,2.6,64.2,80.3,62.4,1.8,64.2,8,8.025,ab,2,1,1
6658,6659,CAN000015503894,CAN,26.6,19.7,0,19.7,18.1,3.2,49.4,70.7,46.3,3.1,49.4,8,6.175,ab,2,1,1
6661,6662,CAN000020905320,CAN,14.3,13.9,7.7,21.6,14.5,2.8,38.4,55.7,35.9,2.5,38.4,17,2.258823529,abab,4,1,1
6662,6663,CAN000020905337,CAN,36,9.1,0,9.1,27.9,4.5,67.6,100,45.1,22.5,67.6,23,2.939130435,aaaaaab,7,1,1
6670,6671,CAN000042610430,CAN,5.1,7.4,30.4,37.8,10.2,19.2,47.7,77.1,42.9,4.8,47.7,13,3.669230769,bab,3,1,1
6679,6680,CAN000078419118,CAN,51.3,5.1,21.4,26.5,36.4,3.6,83.8,123.8,77.8,6,83.8,28,2.992857143,ababab,6,1,1
6681,6682,CAN000009001922,CAN,33.5,10.9,24,34.9,12.9,2.2,75.2,90.3,68.4,6.8,75.2,24,3.133333333,abaaaaab,8,1,1
6682,6683,CAN000009001921,CAN,44,9.3,0,9.3,9,3.4,54.9,67.3,53.3,1.6,54.9,8,6.8625,ab,2,1,1
6684,6685,CAN000084620582,CAN,9.8,3.8,14.8,18.6,10.4,3.6,39,53,28.4,10.6,39,17,2.294117647,abb,3,1,1
6694,6695,CAN000030907599,CAN,7.5,15.2,0,15.2,16.7,2.8,24.9,44.4,22.7,2.2,24.9,8,3.1125,ab,2,1,1
6699,6700,CAN000059814769,CAN,10.9,5.7,15.5,21.2,24.7,3.7,100.6,129,32.1,68.5,100.6,81,1.241975309,bbabaab,7,1,1
6710,6711,CAN000004701016,CAN,18,4.4,7.8,12.2,12.9,4.6,49.5,67,30.2,19.3,49.5,22,2.25,abab,4,1,1
6716,6717,CAN000028607120,CAN,5.3,6.8,0,6.8,21.2,3.7,13.3,38.2,12.1,1.2,13.3,8,1.6625,ab,2,1,1
6723,6724,CAN000028407099,CAN,32.8,9.9,0,9.9,18.4,2.2,45.3,65.9,42.7,2.6,45.3,8,5.6625,ab,2,1,1
6732,6733,CAN000026606670,CAN,11,16.3,0,16.3,20.9,3.1,28.9,52.9,27.3,1.6,28.9,8,3.6125,ab,2,1,1
6734,6735,CAN000012202877,CAN,44.8,31.1,0,31.1,4.2,4.2,78.4,86.8,75.9,2.5,78.4,9,8.711111111,ab,2,1,1
6744,6745,CAN000059114604,CAN,18.9,7.6,0,7.6,12.5,3.3,28.6,44.4,26.5,2.1,28.6,12,2.383333333,aaaaab,6,1,1
6748,6749,CAN000021205398,CAN,11.1,10.4,0,10.4,11.2,1.4,23.1,35.7,21.5,1.6,23.1,8,2.8875,ab,2,1,1
6751,6752,CAN000077418869,CAN,3.6,4.7,32.4,37.1,19,2.3,43.1,64.4,40.7,2.4,43.1,13,3.315384615,bab,3,1,1
6752,6753,CAN000077418855,CAN,6.3,12.3,22.9,35.2,14.8,2.7,48.7,66.2,41.5,7.2,48.7,20,2.435,babb,4,1,1
6758,6759,CAN000050712636,CAN,21.2,21.3,0,21.3,22.8,2.7,51.7,77.2,42.5,9.2,51.7,18,2.872222222,aab,3,1,1
6770,6771,CAN000074818244,CAN,9,6,0,6,12.4,3.2,36.7,52.3,15,21.7,36.7,12,3.058333333,ab,2,1,1
6774,6775,CAN000060814948,CAN,4,3.8,26.4,30.2,15.3,3.7,38.7,57.7,34.2,4.5,38.7,15,2.58,bab,3,1,1
6776,6777,CAN000060614924,CAN,18.2,16.8,0,16.8,40.1,4.2,37.7,82,35,2.7,37.7,8,4.7125,ab,2,1,1
6779,6780,CAN000040809976,CAN,5.6,23.9,19.3,43.2,24.5,3.8,53.9,82.2,48.8,5.1,53.9,13,4.146153846,bab,3,1,1
6780,6781,CAN000040809984,CAN,22.1,32.9,0,32.9,19,3.8,67.6,90.4,55,12.6,67.6,8,8.45,ab,2,1,1
6784,6785,CAN000017404356,CAN,9,4.6,0,4.6,11.2,2.5,14.8,28.5,13.6,1.2,14.8,8,1.85,ab,2,1,1
6792,6793,CAN000015203828,CAN,16.8,9.5,10.3,19.8,18,2.4,40.3,60.7,36.6,3.7,40.3,17,2.370588235,abab,4,1,1
6796,6797,CAN000048511922,CAN,17.3,11.2,0,11.2,22.4,2.6,29.8,54.8,28.5,1.3,29.8,9,3.311111111,ab,2,1,1
6801,6802,CAN000075918501,CAN,6.5,7.2,12.4,19.6,25.3,3.4,29.5,58.2,26.1,3.4,29.5,13,2.269230769,bab,3,1,1
6815,6816,CAN000002400568,CAN,32.1,6,5.5,11.5,12.6,2.6,48.9,64.1,43.6,5.3,48.9,17,2.876470588,abab,4,1,1
6818,6819,CAN000072317682,CAN,74.4,5.4,31.9,37.3,11.7,3.5,122.6,137.8,111.7,10.9,122.6,30,4.086666667,ababab,6,1,1
6820,6821,CAN000072317683,CAN,7.2,3.7,14.1,17.8,19.2,3.9,34.9,58,25,9.9,34.9,24,1.454166667,babb,4,1,1
6822,6823,CAN000058814546,CAN,10.1,5.8,9.8,15.6,16.1,3.1,35.9,55.1,25.7,10.2,35.9,20,1.795,abab,4,1,1
6823,6824,CAN000001100265,CAN,5.2,33.4,20.8,54.2,36.3,7,63.8,107.1,59.4,4.4,63.8,15,4.253333333,bab,3,1,1
6824,6825,CAN000001100264,CAN,38.2,11.9,0,11.9,20.4,6.1,69.1,95.6,50.1,19,69.1,19,3.636842105,aab,3,1,1
6828,6829,CAN000014103461,CAN,6.4,5.3,26.5,31.8,13.5,3.6,40.4,57.5,38.2,2.2,40.4,13,3.107692308,bab,3,1,1
6830,6831,CAN000014103464,CAN,16.6,9.9,5.6,15.5,21.9,2.2,35.2,59.3,32.1,3.1,35.2,17,2.070588235,abab,4,1,1
6831,6832,CAN000014103455,CAN,6.5,7.5,36.6,44.1,40.5,4.8,115.4,160.7,50.6,64.8,115.4,21,5.495238095,bab,3,1,1
6837,6838,CAN000039509691,CAN,4.9,5.9,29.3,35.2,20.3,4.8,42.7,67.8,40.1,2.6,42.7,13,3.284615385,bab,3,1,1
6850,6851,CAN000022405631,CAN,19,4.3,15.1,19.4,10.2,4.1,49.9,64.2,38.4,11.5,49.9,26,1.919230769,abab,4,1,1
6852,6853,CAN000021005352,CAN,13.7,7.7,0,7.7,42.9,2.8,22.5,68.2,21.4,1.1,22.5,8,2.8125,ab,2,1,1
6862,6863,CAN000050612614,CAN,27.8,9.4,0,9.4,19.7,6.4,38.2,64.3,37.2,1,38.2,8,4.775,ab,2,1,1
6865,6866,CAN000079419335,CAN,8.6,6.8,15.5,22.3,24,3,34.7,61.7,30.9,3.8,34.7,13,2.669230769,bab,3,1,1
6867,6868,CAN000021505463,CAN,18.2,4.7,12.1,16.8,9.9,11.6,48.2,69.7,35,13.2,48.2,24,2.008333333,abab,4,1,1
6868,6869,CAN000051912955,CAN,5.1,3.9,18.3,22.2,27.2,2.9,50.2,80.3,27.3,22.9,50.2,35,1.434285714,bbabb,5,1,1
6870,6871,CAN000008501814,CAN,31.8,8.3,0,8.3,16.8,3.3,41.6,61.7,40.1,1.5,41.6,8,5.2,ab,2,1,1
6874,6875,CAN000025606402,CAN,7.6,11.3,0,11.3,17.6,3.2,20.1,40.9,18.9,1.2,20.1,8,2.5125,ab,2,1,1
6875,6876,CAN000056814114,CAN,7,7.6,0,7.6,19,3.3,15.4,37.7,14.6,0.8,15.4,8,1.925,ab,2,1,1
6880,6881,CAN000023905961,CAN,13.3,13.1,0,13.1,21,5.5,27.4,53.9,26.4,1,27.4,8,3.425,ab,2,1,1
6882,6883,CAN000057914338,CAN,14.9,5,16.4,21.4,17.6,5.5,44.7,67.8,36.3,8.4,44.7,16,2.79375,abb,3,1,1
6883,6884,CAN000057914355,CAN,23.1,13.5,0,13.5,13.2,3.2,37.6,54,36.6,1,37.6,8,4.7,ab,2,1,1
6886,6887,CAN000055513795,CAN,34.2,45.9,0,45.9,19.3,3.8,82.1,105.2,80.1,2,82.1,8,10.2625,ab,2,1,1
6887,6888,CAN000055513792,CAN,9.5,12.4,0,12.4,18.5,7.4,22.2,48.1,21.9,0.3,22.2,8,2.775,ab,2,1,1
6890,6891,CAN000045911232,CAN,18,21.6,0,21.6,47,4.6,40.6,92.2,39.6,1,40.6,8,5.075,ab,2,1,1
6899,6900,CAN000056113918,CAN,25.9,24.3,0,24.3,16.7,4.5,54.7,75.9,50.2,4.5,54.7,8,6.8375,ab,2,1,1
6900,6901,CAN000056113931,CAN,15.3,9.6,0,9.6,25.8,3.9,26.4,56.1,24.9,1.5,26.4,8,3.3,ab,2,1,1
6904,6905,CAN000009101942,CAN,19.4,7,0,7,32.2,3,27.5,62.7,26.4,1.1,27.5,8,3.4375,ab,2,1,1
6913,6914,CAN000079519367,CAN,6.8,19.5,0,19.5,27.7,3.1,48.2,79,26.3,21.9,48.2,15,3.213333333,ab,2,1,1
6914,6915,CAN000079519356,CAN,4.5,12.7,32.4,45.1,16.7,2.2,52.1,71,49.6,2.5,52.1,13,4.007692308,bab,3,1,1
6919,6920,CAN000044710950,CAN,8.9,3,9.7,12.7,14.7,2.2,29.5,46.4,21.6,7.9,29.5,17,1.735294118,bab,3,1,1
6923,6924,CAN000071017308,CAN,3.7,20.8,7,27.8,29,2.3,40.2,71.5,31.5,8.7,40.2,16,2.5125,bab,3,1,1
6929,6930,CAN000051712921,CAN,5.8,6.2,42.4,48.6,35.5,3.1,56.8,95.4,54.4,2.4,56.8,13,4.369230769,bab,3,1,1
6931,6932,CAN000051712918,CAN,13.9,19.7,14.3,34,81.7,4.3,115.6,201.6,47.9,67.7,115.6,49,2.359183673,abbb,4,1,1
6936,6937,CAN000010402398,CAN,22.3,8.6,0,8.6,16.3,3.2,33.5,53,30.9,2.6,33.5,8,4.1875,ab,2,1,1
6937,6938,CAN000010402409,CAN,20.3,19.8,0,19.8,19,6.1,42,67.1,40.1,1.9,42,8,5.25,ab,2,1,1
6947,6948,CAN000080219518,CAN,4.6,5.9,14,19.9,13.8,3.8,35.4,53,24.5,10.9,35.4,18,1.966666667,bab,3,1,1
6949,6950,CAN000080219520,CAN,5.7,5.8,21.5,27.3,16.1,5.3,36.5,57.9,33,3.5,36.5,15,2.433333333,bab,3,1,1
6954,6955,CAN000080119499,CAN,18.7,5.5,5.2,10.7,22.2,5.1,34.2,61.5,29.4,4.8,34.2,17,2.011764706,abab,4,1,1
6960,6961,CAN000012803091,CAN,45.5,5.1,0,5.1,26,3.6,51.9,81.5,50.6,1.3,51.9,8,6.4875,ab,2,1,1
6971,6972,CAN000051112756,CAN,5.3,5.4,17.5,22.9,18.6,3.4,47.5,69.5,28.2,19.3,47.5,18,2.638888889,bab,3,1,1
6979,6980,CAN000073317885,CAN,1.7,6.9,8.6,15.5,59,4.1,25.5,88.6,17.2,8.3,25.5,19,1.342105263,bab,3,1,1
6983,6984,CAN000086421054,CAN,10.4,10.8,0,10.8,17.3,2.9,22.7,42.9,21.2,1.5,22.7,8,2.8375,ab,2,1,1
6990,6991,CAN000005901281,CAN,40.7,7.8,0,7.8,23.7,2.4,65.3,91.4,48.5,16.8,65.3,19,3.436842105,ab,2,1,1
6991,6992,CAN000005901271,CAN,7.2,5.4,12.6,18,20.7,2.8,50.4,73.9,25.2,25.2,50.4,26,1.938461538,abb,3,1,1
6992,6993,CAN000072117627,CAN,34.8,11.9,0,11.9,5.7,9,48.8,63.5,46.7,2.1,48.8,8,6.1,ab,2,1,1
6994,6995,CAN000072117629,CAN,11.6,13.4,0,13.4,19.9,5.8,26.2,51.9,25,1.2,26.2,8,3.275,ab,2,1,1
6997,6998,CAN000043110612,CAN,5,5.5,16.6,22.1,14.3,2.9,29.5,46.7,27.1,2.4,29.5,15,1.966666667,bab,3,1,1
6998,6999,CAN000069617012,CAN,11.2,3,3.4,6.4,23.2,2.5,20.8,46.5,17.6,3.2,20.8,17,1.223529412,abab,4,1,1
7001,7002,CAN000027306815,CAN,14.5,4.9,14.4,19.3,9.4,2.7,35.5,47.6,33.8,1.7,35.5,13,2.730769231,bab,3,1,1
7007,7008,CAN000000600138,CAN,4.3,19.5,11.6,31.1,12.7,4.7,41,58.4,35.4,5.6,41,18,2.277777778,bab,3,1,1
7008,7009,CAN000001900458,CAN,16.9,7.4,10.7,18.1,8.1,3,43.6,54.7,35,8.6,43.6,25,1.744,abab,4,1,1
7009,7010,CAN000001900447,CAN,17.4,3.7,5.3,9,14.9,2.5,29,46.4,26.4,2.6,29,17,1.705882353,abab,4,1,1
7015,7016,CAN000047111485,CAN,18.7,12.3,0,12.3,12.6,2.6,32.9,48.1,31,1.9,32.9,10,3.29,ab,2,1,1
7016,7017,CAN000054413558,CAN,20.3,33.1,0,33.1,27.6,2.8,58.4,88.8,53.4,5,58.4,8,7.3,ab,2,1,1
7018,7019,CAN000018704678,CAN,25.6,13,0,13,15.4,2.9,41.6,59.9,38.6,3,41.6,10,4.16,ab,2,1,1
7027,7028,CAN000024206045,CAN,8.4,10.4,0,10.4,12.8,3,39.2,55,18.8,20.4,39.2,12,3.266666667,ab,2,1,1
7028,7029,CAN000024206038,CAN,15.9,7.6,30.7,38.3,15.1,2.2,82.7,100,54.2,28.5,82.7,20,4.135,bab,3,1,1
7031,7032,CAN000066816433,CAN,9.7,16.6,9.8,26.4,26.6,3.2,84.6,114.4,36.1,48.5,84.6,30,2.82,abb,3,1,1
7033,7034,CAN000067116503,CAN,50.5,5,11,16,23,2.6,71.3,96.9,66.5,4.8,71.3,17,4.194117647,abab,4,1,1
7038,7039,CAN000032808190,CAN,18.2,25.7,0,25.7,9.4,3,46.1,58.5,43.9,2.2,46.1,8,5.7625,ab,2,1,1
7039,7040,CAN000032808184,CAN,5.2,3.9,18.7,22.6,5.4,3,30.2,38.6,27.8,2.4,30.2,13,2.323076923,bab,3,1,1
7040,7041,CAN000079719415,CAN,4.7,9.3,30.4,39.7,20.6,5.4,46.7,72.7,44.4,2.3,46.7,13,3.592307692,bab,3,1,1
7041,7042,CAN000079719407,CAN,7.5,6.9,11.5,18.4,21.6,2.8,64.7,89.1,25.9,38.8,64.7,25,2.588,abab,4,1,1
7042,7043,CAN000040509907,CAN,39.4,15.2,0,15.2,8.5,2.7,57.3,68.5,54.6,2.7,57.3,8,7.1625,ab,2,1,1
7055,7056,CAN000087221229,CAN,16.1,6.5,0,6.5,22.4,9,23.8,55.2,22.6,1.2,23.8,8,2.975,ab,2,1,1
7059,7060,CAN000013403253,CAN,13.7,6.9,9.8,16.7,22.7,4.2,33.6,60.5,30.4,3.2,33.6,17,1.976470588,abab,4,1,1
7064,7065,CAN000024106031,CAN,32.1,6.9,12,18.9,29.6,3,67.9,100.5,51,16.9,67.9,21,3.233333333,abab,4,1,1
7067,7068,CAN000031607792,CAN,19.9,7,0,7,22.9,3.1,28.2,54.2,26.9,1.3,28.2,8,3.525,ab,2,1,1
7071,7072,CAN000009902262,CAN,4.2,12.5,19.6,32.1,18.7,3.3,51.4,73.4,36.3,15.1,51.4,18,2.855555556,bab,3,1,1
7072,7073,CAN000030207458,CAN,3.3,6.1,26.6,32.7,20.4,6.2,38,64.6,36,2,38,13,2.923076923,bab,3,1,1
7077,7078,CAN000045611160,CAN,14,5.6,0,5.6,18.5,3.5,27,49,19.6,7.4,27,16,1.6875,aab,3,1,1
7079,7080,CAN000045611155,CAN,24,10.9,0,10.9,1.8,2.6,35.6,40,34.9,0.7,35.6,8,4.45,ab,2,1,1
7080,7081,CAN000087021192,CAN,12,6.1,25.6,31.7,22.5,3.1,50.8,76.4,43.7,7.1,50.8,18,2.822222222,baaaaab,7,1,1
7081,7082,CAN000059614743,CAN,21.9,10.2,0,10.2,18.8,3,49.7,71.5,32.1,17.6,49.7,13,3.823076923,ab,2,1,1
7086,7087,CAN000012603029,CAN,4,21,23.7,44.7,26.7,1.6,50.2,78.5,48.7,1.5,50.2,13,3.861538462,bab,3,1,1
7087,7088,CAN000012603032,CAN,23.5,7.8,6.9,14.7,44.9,4.6,58.6,108.1,38.2,20.4,58.6,24,2.441666667,abb,3,1,1
7089,7090,CAN000054313536,CAN,27.2,14.9,0,14.9,20,2.8,43.8,66.6,42.1,1.7,43.8,8,5.475,ab,2,1,1
7090,7091,CAN000054313525,CAN,13.5,8.5,0,8.5,9,4.3,23.1,36.4,22,1.1,23.1,8,2.8875,ab,2,1,1
7091,7092,CAN000054313531,CAN,5.5,15.1,21.4,36.5,20.5,4.1,47,71.6,42,5,47,15,3.133333333,bab,3,1,1
7103,7104,CHL000002500758,CHL,17.8,11.4,20.2,31.6,24.4,7.7,53,85.1,49.4,3.6,53,17,3.117647059,abab,4,1,1
7111,7112,CHL000001900546,CHL,33.9,6.3,6.7,13,14.5,7.3,53,74.8,46.9,6.1,53,13,4.076923077,abb,3,1,1
7112,7113,CHL000016004973,CHL,5.3,9.7,20.3,30,9.1,3.8,40.9,53.8,35.3,5.6,40.9,13,3.146153846,bab,3,1,1
7115,7116,CHL000012003691,CHL,33.3,10.5,0,10.5,24.4,3.2,45.3,72.9,43.8,1.5,45.3,8,5.6625,ab,2,1,1
7139,7140,CHL000014504544,CHL,23.8,7.8,0,7.8,13.3,2.5,32.5,48.3,31.6,0.9,32.5,8,4.0625,ab,2,1,1
7171,7172,CHL000020306259,CHL,5.6,31.6,0,31.6,14.1,4.1,112.5,130.7,37.2,75.3,112.5,15,7.5,ab,2,1,1
7184,7185,CHL000012703902,CHL,6.9,17.6,0,17.6,18.1,2.8,39.6,60.5,24.5,15.1,39.6,12,3.3,ab,2,1,1
7216,7217,CHL000013304114,CHL,19.8,8,0,8,22.5,3.4,28.5,54.4,27.8,0.7,28.5,8,3.5625,ab,2,1,1
7226,7227,CHL000016805267,CHL,13.6,7.7,0,7.7,32.4,4.1,29.2,65.7,21.3,7.9,29.2,12,2.433333333,ab,2,1,1
7247,7248,CHL000008002393,CHL,5.6,8.2,0,8.2,26.4,3.6,92.3,122.3,13.8,78.5,92.3,24,3.845833333,ab,2,1,1
7252,7253,CHL000011803603,CHL,6.8,4.8,0,4.8,16.9,3.8,14.1,34.8,11.6,2.5,14.1,8,1.7625,ab,2,1,1
7273,7274,CHL000000400111,CHL,26.6,13.8,0,13.8,43.5,15.2,42.2,100.9,40.4,1.8,42.2,8,5.275,ab,2,1,1
7280,7281,CHL000018805836,CHL,26.2,7.8,0,7.8,24.1,2.4,36,62.5,34,2,36,8,4.5,ab,2,1,1
7283,7284,CHL000018805843,CHL,14.5,21.5,0,21.5,24,2.8,37.4,64.2,36,1.4,37.4,8,4.675,ab,2,1,1
7295,7296,CHL000012103707,CHL,27.2,7.3,8.2,15.5,19.5,2.4,45.7,67.6,42.7,3,45.7,17,2.688235294,abab,4,1,1
7302,7303,CHL000005501599,CHL,8.7,8,21.9,29.9,28.4,12.2,41.9,82.5,38.6,3.3,41.9,13,3.223076923,bab,3,1,1
7303,7304,CHL000010103119,CHL,23.1,4.6,26.8,31.4,21.3,2.9,65.3,89.5,54.5,10.8,65.3,25,2.612,abab,4,1,1
7310,7311,CHL000021706726,CHL,30.7,16.4,0,16.4,16.9,4.8,63.9,85.6,47.1,16.8,63.9,14,4.564285714,ab,2,1,1
7324,7325,CHL000008802677,CHL,21,4.1,23.6,27.7,20.3,3.5,58.4,82.2,48.7,9.7,58.4,23,2.539130435,ababb,5,1,1
7352,7353,CHL000002400697,CHL,14.5,7.7,0,7.7,21.6,6.7,23.7,52,22.2,1.5,23.7,8,2.9625,ab,2,1,1
7360,7361,CHL000011403507,CHL,40.2,14.7,0,14.7,71.8,5.2,65.1,142.1,54.9,10.2,65.1,12,5.425,ab,2,1,1
7381,7382,CHL000005101479,CHL,21.2,17.7,0,17.7,12.6,2.6,41.4,56.6,38.9,2.5,41.4,8,5.175,ab,2,1,1
7386,7387,CHL000011603570,CHL,37.4,7.2,0,7.2,32.9,2.7,46,81.6,44.6,1.4,46,8,5.75,ab,2,1,1
7435,7436,CHL000015004696,CHL,36.2,9.7,0,9.7,24.4,2.8,48,75.2,45.9,2.1,48,8,6,ab,2,1,1
7437,7438,CHL000005401586,CHL,23.1,20.3,0,20.3,50.2,5.7,89.1,145,43.4,45.7,89.1,12,7.425,ab,2,1,1
7441,7442,CHL000018105664,CHL,4.2,9.1,25.3,34.4,25.9,7.2,43.3,76.4,38.6,4.7,43.3,15,2.886666667,bab,3,1,1
7443,7444,CHL000018105655,CHL,28.7,24.8,0,24.8,113.1,10.9,57.5,181.5,53.5,4,57.5,8,7.1875,ab,2,1,1
7447,7448,CHL000009602941,CHL,32.3,17.3,0,17.3,30.7,3.3,51.7,85.7,49.6,2.1,51.7,8,6.4625,ab,2,1,1
7453,7454,CHL000014404506,CHL,29.9,55.6,0,55.6,37.7,3.9,111.5,153.1,85.5,26,111.5,12,9.291666667,ab,2,1,1
7462,7463,CHL000017805531,CHL,41.1,10.9,0,10.9,19.3,2.2,53.3,74.8,52,1.3,53.3,8,6.6625,ab,2,1,1
7464,7465,CHL000017805545,CHL,7.9,6.7,41.4,48.1,15.6,5.1,59.2,79.9,56,3.2,59.2,14,4.228571429,bab,3,1,1
7470,7471,CHL000007702284,CHL,16.8,6,0,6,13.2,3.3,24,40.5,22.8,1.2,24,8,3,ab,2,1,1
7471,7472,CHL000006301887,CHL,21.3,7,0,7,21,3.5,29.8,54.3,28.3,1.5,29.8,8,3.725,ab,2,1,1
7474,7475,CHL000009702965,CHL,34.8,7.5,0,7.5,43,3,43.3,89.3,42.3,1,43.3,8,5.4125,ab,2,1,1
7480,7481,CHL000010003096,CHL,4.3,14.5,0,14.5,31.1,3.5,36.6,71.2,18.8,17.8,36.6,18,2.033333333,ab,2,1,1
7485,7486,CHL000005001454,CHL,22.4,9.5,0,9.5,7,3.6,34.4,45,31.9,2.5,34.4,8,4.3,ab,2,1,1
7486,7487,CHL000005001467,CHL,23.8,15.3,0,15.3,19.6,2.8,58.2,80.6,39.1,19.1,58.2,24,2.425,aab,3,1,1
7488,7489,CHL000003000881,CHL,27.4,6,0,6,10.5,3.6,35.1,49.2,33.4,1.7,35.1,8,4.3875,ab,2,1,1
7503,7504,CHL000008602602,CHL,34,6.2,9.6,15.8,23,3.7,55.5,82.2,49.8,5.7,55.5,17,3.264705882,abab,4,1,1
7519,7520,CHL000001500475,CHL,5,5.3,15.6,20.9,12.6,2.6,27.7,42.9,25.9,1.8,27.7,13,2.130769231,bab,3,1,1
