stu_id,sequence,length
CAN000039009551,ab,2.0
CAN000039009565,ab,2.0
CAN000071117337,ab,2.0
CAN000071117343,b,1.0
CAN000052012973,b,1.0
CAN000052012972,ab,2.0
CAN000080319546,abab,4.0
CAN000075518398,bab,3.0
CAN000075518385,b,1.0
CAN000075518409,b,1.0
CAN000061315092,a,1.0
CAN000011602750,a,1.0
CAN000011602735,ab,2.0
CAN000003200735,b,1.0
CAN000003200731,bab,3.0
CAN000003200734,ab,2.0
CAN000001800408,abb,3.0
CAN000029307269,ab,2.0
CAN000029307266,bab,3.0
CAN000074618201,b,1.0
CAN000066716404,bab,3.0
CAN000066716412,ab,2.0
CAN000085820908,a,1.0
CAN000068316720,b,1.0
CAN000068316723,b,1.0
CAN000046011267,abab,4.0
CAN000081819907,ab,2.0
CAN000036509027,bab,3.0
CAN000036509025,b,1.0
CAN000070017114,a,1.0
CAN000045711191,ab,2.0
CAN000045711185,a,1.0
CAN000083220236,b,1.0
CAN000083220245,ab,2.0
CAN000083220246,b,1.0
CAN000039409679,b,1.0
CAN000053513331,a,1.0
CAN000053513335,b,1.0
CAN000060514912,a,1.0
CAN000008801867,abaaaaab,8.0
CAN000005701224,a,1.0
CAN000009602063,bab,3.0
CAN000009602065,ab,2.0
CAN000085620845,ab,2.0
CAN000085620844,b,1.0
CAN000082220019,a,1.0
CAN000066116264,a,1.0
CAN000066116288,b,1.0
CAN000066116276,bb,2.0
CAN000086621103,abab,4.0
CAN000024906286,ab,2.0
CAN000024906261,ab,2.0
CAN000008701851,aab,3.0
CAN000008701845,a,1.0
CAN000087821363,abab,4.0
CAN000087821368,babb,4.0
CAN000039309640,abab,4.0
CAN000039309635,a,1.0
CAN000087421270,b,1.0
CAN000053713394,b,1.0
CAN000044810986,b,1.0
CAN000075318335,bab,3.0
CAN000082720138,ab,2.0
CAN000013703311,b,1.0
CAN000016304068,baabb,5.0
CAN000067316536,ab,2.0
CAN000071217413,abab,4.0
CAN000003400797,ab,2.0
CAN000003400780,ab,2.0
CAN000003400803,b,1.0
CAN000031107655,ba,2.0
CAN000061815254,a,1.0
CAN000020005086,a,1.0
CAN000064415891,abab,4.0
CAN000059914779,b,1.0
CAN000052113019,a,1.0
CAN000052113003,b,1.0
CAN000052113008,baaaaab,7.0
CAN000000100021,ab,2.0
CAN000016204051,ab,2.0
CAN000016204031,b,1.0
CAN000046811426,b,1.0
CAN000085220733,abb,3.0
CAN000011002554,b,1.0
CAN000011002559,ab,2.0
CAN000065416145,ab,2.0
CAN000052213028,ab,2.0
CAN000052213029,abab,4.0
CAN000039909793,b,1.0
CAN000039909781,a,1.0
CAN000046511374,ab,2.0
CAN000046511381,a,1.0
CAN000077118784,bb,2.0
CAN000075818477,b,1.0
CAN000075818475,b,1.0
CAN000048812006,ab,2.0
CAN000080619617,ab,2.0
CAN000080619611,bab,3.0
CAN000080619615,b,1.0
CAN000058214405,ab,2.0
CAN000026206574,b,1.0
CAN000050812685,a,1.0
CAN000050812689,ab,2.0
CAN000023105755,b,1.0
CAN000013003130,b,1.0
CAN000056413985,b,1.0
CAN000056413983,ab,2.0
CAN000056413977,a,1.0
CAN000015303849,abab,4.0
CAN000015303875,bb,2.0
CAN000037609258,ab,2.0
CAN000015503894,ab,2.0
CAN000020905320,abab,4.0
CAN000020905337,aaaaaab,7.0
CAN000006401385,a,1.0
CAN000006401388,a,1.0
CAN000021805516,b,1.0
CAN000042610430,bab,3.0
CAN000042610431,b,1.0
CAN000071917593,b,1.0
CAN000071917589,b,1.0
CAN000087721349,b,1.0
CAN000007601622,b,1.0
CAN000078419118,ababab,6.0
CAN000078419110,b,1.0
CAN000009001922,abaaaaab,8.0
CAN000009001921,ab,2.0
CAN000066316309,b,1.0
CAN000084620582,abb,3.0
CAN000054713623,b,1.0
CAN000060914996,a,1.0
CAN000060914979,a,1.0
CAN000071717559,b,1.0
CAN000071717548,b,1.0
CAN000030907603,b,1.0
CAN000030907599,ab,2.0
CAN000005501162,b,1.0
CAN000005501160,b,1.0
CAN000059814759,b,1.0
CAN000059814769,bbabaab,7.0
CAN000059814755,b,1.0
CAN000002600601,a,1.0
CAN000002600605,b,1.0
CAN000079019262,b,1.0
CAN000004701016,abab,4.0
CAN000028607118,a,1.0
CAN000028607119,b,1.0
CAN000028607120,ab,2.0
CAN000060014803,b,1.0
CAN000028407093,b,1.0
CAN000028407099,ab,2.0
CAN000013903366,b,1.0
CAN000013903360,aba,3.0
CAN000042410395,aa,2.0
CAN000001300309,a,1.0
CAN000001300308,bb,2.0
CAN000026606670,ab,2.0
CAN000012202877,ab,2.0
CAN000012202885,a,1.0
CAN000012202883,b,1.0
CAN000088421510,b,1.0
CAN000088421497,b,1.0
CAN000027606883,a,1.0
CAN000059114604,aaaaab,6.0
CAN000059114610,a,1.0
CAN000021205398,ab,2.0
CAN000021205389,b,1.0
CAN000077418869,bab,3.0
CAN000077418855,babb,4.0
CAN000073617986,ba,2.0
CAN000050712636,aab,3.0
CAN000050712659,b,1.0
CAN000062615411,b,1.0
CAN000062615394,b,1.0
CAN000074818244,ab,2.0
CAN000074818253,bb,2.0
CAN000005801262,b,1.0
CAN000060814948,bab,3.0
CAN000060614924,ab,2.0
CAN000040809976,bab,3.0
CAN000040809984,ab,2.0
CAN000017404356,ab,2.0
CAN000017404353,b,1.0
CAN000017404348,b,1.0
CAN000054113481,b,1.0
CAN000016904214,b,1.0
CAN000016904224,b,1.0
CAN000015203828,abab,4.0
CAN000048511927,a,1.0
CAN000048511949,b,1.0
CAN000048511922,ab,2.0
CAN000000900232,b,1.0
CAN000035308755,a,1.0
CAN000075918501,bab,3.0
CAN000081319786,b,1.0
CAN000002400568,abab,4.0
CAN000055913866,b,1.0
CAN000072317682,ababab,6.0
CAN000072317695,b,1.0
CAN000072317683,babb,4.0
CAN000058814546,abab,4.0
CAN000001100265,bab,3.0
CAN000001100264,aab,3.0
CAN000006901483,b,1.0
CAN000014103461,bab,3.0
CAN000014103464,abab,4.0
CAN000014103455,bab,3.0
CAN000039509697,a,1.0
CAN000039509691,bab,3.0
CAN000034308550,b,1.0
CAN000027006730,b,1.0
CAN000062215353,b,1.0
CAN000037309196,b,1.0
CAN000022405611,b,1.0
CAN000022405615,b,1.0
CAN000022405622,b,1.0
CAN000022405631,abab,4.0
CAN000021005352,ab,2.0
CAN000057214221,a,1.0
CAN000050612614,ab,2.0
CAN000040609932,b,1.0
CAN000079419335,bab,3.0
CAN000021505463,abab,4.0
CAN000051912955,bbabb,5.0
CAN000051912969,b,1.0
CAN000008501814,ab,2.0
CAN000025606402,ab,2.0
CAN000056814114,ab,2.0
CAN000080819669,bbb,3.0
CAN000043910782,b,1.0
CAN000023905961,ab,2.0
CAN000057914338,abb,3.0
CAN000057914355,ab,2.0
CAN000055513780,b,1.0
CAN000055513795,ab,2.0
CAN000055513792,ab,2.0
CAN000018104556,b,1.0
CAN000045911232,ab,2.0
CAN000053813416,b,1.0
CAN000076318614,b,1.0
CAN000077718938,bb,2.0
CAN000082320030,b,1.0
CAN000082320021,b,1.0
CAN000056113918,ab,2.0
CAN000056113931,ab,2.0
CAN000043310679,b,1.0
CAN000051612883,b,1.0
CAN000009101942,ab,2.0
CAN000022505643,b,1.0
CAN000025806467,b,1.0
CAN000013303224,bab,3.0
CAN000087521312,b,1.0
CAN000030307482,b,1.0
CAN000030307483,a,1.0
CAN000030307479,b,1.0
CAN000079519367,ab,2.0
CAN000079519356,bab,3.0
CAN000070517219,b,1.0
CAN000044710945,b,1.0
CAN000044710950,bab,3.0
CAN000059514715,b,1.0
CAN000087621314,b,1.0
CAN000071017308,bab,3.0
CAN000071017324,b,1.0
CAN000079119289,a,1.0
CAN000051712921,bab,3.0
CAN000051712918,abbb,4.0
CAN000010402398,ab,2.0
CAN000010402409,ab,2.0
CAN000019104767,a,1.0
CAN000029707351,b,1.0
CAN000083720393,b,1.0
CAN000080219518,bab,3.0
CAN000080219520,bab,3.0
CAN000080119499,abab,4.0
CAN000076018572,b,1.0
CAN000076018564,b,1.0
CAN000012803091,ab,2.0
CAN000018004526,b,1.0
CAN000023805944,b,1.0
CAN000009401998,b,1.0
CAN000051112756,bab,3.0
CAN000051112763,a,1.0
CAN000054513580,b,1.0
CAN000073317898,a,1.0
CAN000073317886,b,1.0
CAN000073317885,bab,3.0
CAN000086421050,b,1.0
CAN000086421048,b,1.0
CAN000086421054,ab,2.0
CAN000076418643,bb,2.0
CAN000076418644,b,1.0
CAN000005901281,ab,2.0
CAN000005901271,abb,3.0
CAN000072117627,ab,2.0
CAN000072117629,ab,2.0
CAN000043110609,b,1.0
CAN000043110612,bab,3.0
CAN000069617012,abab,4.0
CAN000027306815,bab,3.0
CAN000016404098,b,1.0
CAN000000600149,a,1.0
CAN000000600138,bab,3.0
CAN000001900458,abab,4.0
CAN000001900447,abab,4.0
CAN000037009114,a,1.0
CAN000047111485,ab,2.0
CAN000054413558,ab,2.0
CAN000018704678,ab,2.0
CAN000024206045,ab,2.0
CAN000024206038,bab,3.0
CAN000024206058,b,1.0
CAN000066816443,b,1.0
CAN000066816433,abb,3.0
CAN000066816449,b,1.0
CAN000067116503,abab,4.0
CAN000067116499,b,1.0
CAN000003900925,a,1.0
CAN000032808190,ab,2.0
CAN000032808184,bab,3.0
CAN000079719415,bab,3.0
CAN000079719407,abab,4.0
CAN000040509907,ab,2.0
CAN000040509898,b,1.0
CAN000040509919,a,1.0
CAN000040509900,b,1.0
CAN000053213289,b,1.0
CAN000005201115,b,1.0
CAN000000800195,bb,2.0
CAN000087221229,ab,2.0
CAN000002500600,b,1.0
CAN000013403253,abab,4.0
CAN000016003999,b,1.0
CAN000047211493,b,1.0
CAN000024106031,abab,4.0
CAN000024106027,b,1.0
CAN000086521077,b,1.0
CAN000031607792,ab,2.0
CAN000031607781,b,1.0
CAN000009902262,bab,3.0
CAN000030207458,bab,3.0
CAN000004000954,a,1.0
CAN000081719888,b,1.0
CAN000045611160,aab,3.0
CAN000045611155,ab,2.0
CAN000087021192,baaaaab,7.0
CAN000059614743,ab,2.0
CAN000059614730,aa,2.0
CAN000062015303,b,1.0
CAN000012603029,bab,3.0
CAN000012603032,abb,3.0
CAN000054313536,ab,2.0
CAN000054313525,ab,2.0
CAN000054313531,bab,3.0
CHL000002500737,b,1.0
CHL000002500758,abab,4.0
CHL000013104066,b,1.0
CHL000001900549,b,1.0
CHL000001900543,b,1.0
CHL000001900546,abb,3.0
CHL000016004973,bab,3.0
CHL000016004995,a,1.0
CHL000012003691,ab,2.0
CHL000002600783,a,1.0
CHL000002200657,b,1.0
CHL000020406299,b,1.0
CHL000010803308,bb,2.0
CHL000004701345,a,1.0
CHL000014504544,ab,2.0
CHL000001300398,b,1.0
CHL000016205062,b,1.0
CHL000016205036,b,1.0
CHL000007002061,b,1.0
CHL000004501273,b,1.0
CHL000017705519,b,1.0
CHL000004901431,b,1.0
CHL000007102087,a,1.0
CHL000003100931,b,1.0
CHL000003100932,b,1.0
CHL000020306259,ab,2.0
CHL000000300105,b,1.0
CHL000005701677,b,1.0
CHL000012703902,ab,2.0
CHL000016605201,bb,2.0
CHL000021806783,b,1.0
CHL000020106186,b,1.0
CHL000006401920,a,1.0
CHL000018505765,a,1.0
CHL000013304114,ab,2.0
CHL000016805267,ab,2.0
CHL000016805274,b,1.0
CHL000017305417,ab,2.0
CHL000008002393,ab,2.0
CHL000011803611,a,1.0
CHL000011803603,ab,2.0
CHL000011803593,b,1.0
CHL000004201190,b,1.0
CHL000007902326,b,1.0
CHL000008702638,a,1.0
CHL000020606347,b,1.0
CHL000019606064,a,1.0
CHL000014004347,a,1.0
CHL000014004349,b,1.0
CHL000000400111,ab,2.0
CHL000015104729,b,1.0
CHL000020906474,b,1.0
CHL000018805836,ab,2.0
CHL000018805843,ab,2.0
CHL000000800249,b,1.0
CHL000012103726,b,1.0
CHL000012103707,abab,4.0
CHL000017405482,b,1.0
CHL000017405478,bb,2.0
CHL000005501604,b,1.0
CHL000005501599,bab,3.0
CHL000010103119,abab,4.0
CHL000002900849,b,1.0
CHL000021706726,ab,2.0
CHL000008202453,a,1.0
CHL000003801050,b,1.0
CHL000017105358,b,1.0
CHL000008802662,b,1.0
CHL000008802657,b,1.0
CHL000008802677,ababb,5.0
CHL000019005899,a,1.0
CHL000019005895,b,1.0
CHL000011503536,b,1.0
CHL000001800501,b,1.0
CHL000014804616,b,1.0
CHL000014804603,b,1.0
CHL000000900281,b,1.0
CHL000000900279,a,1.0
CHL000003701020,b,1.0
CHL000003701039,b,1.0
CHL000013004039,a,1.0
CHL000013004014,b,1.0
CHL000002400697,ab,2.0
CHL000011403507,ab,2.0
CHL000013404169,b,1.0
CHL000018705815,b,1.0
CHL000018705797,b,1.0
CHL000018705789,b,1.0
CHL000015404807,bb,2.0
CHL000020506307,a,1.0
CHL000002100622,b,1.0
CHL000004801371,b,1.0
CHL000005101507,b,1.0
CHL000005101479,ab,2.0
CHL000006201855,b,1.0
CHL000011603570,ab,2.0
CHL000008402516,b,1.0
CHL000014604556,b,1.0
CHL000000100027,b,1.0
CHL000016505146,b,1.0
CHL000008902731,b,1.0
CHL000008902716,b,1.0
CHL000011903652,b,1.0
CHL000011903646,b,1.0
CHL000001400444,a,1.0
CHL000015004696,ab,2.0
CHL000005401586,ab,2.0
CHL000018105664,bab,3.0
CHL000018105655,ab,2.0
CHL000015904936,b,1.0
CHL000009602941,ab,2.0
CHL000014404484,b,1.0
CHL000014404480,b,1.0
CHL000014404506,ab,2.0
CHL000019105937,b,1.0
CHL000007602248,b,1.0
CHL000007602234,b,1.0
CHL000017805531,ab,2.0
CHL000017805545,bab,3.0
CHL000007702284,ab,2.0
CHL000006301887,ab,2.0
CHL000009702992,b,1.0
CHL000009702965,ab,2.0
CHL000010003096,ab,2.0
CHL000010003109,a,1.0
CHL000004301225,a,1.0
CHL000005001454,ab,2.0
CHL000005001467,aab,3.0
CHL000003000894,b,1.0
CHL000003000881,ab,2.0
CHL000008502563,b,1.0
CHL000008502560,b,1.0
CHL000017005333,b,1.0
CHL000011303457,b,1.0
CHL000008602602,abab,4.0
CHL000008602585,a,1.0
CHL000016105015,b,1.0
CHL000013204082,a,1.0
CHL000009903044,b,1.0
CHL000001500475,bab,3.0
CHL000021906804,a,1.0
CHL000013704254,b,1.0
CHL000013704263,bab,3.0
CHL000006101813,b,1.0
CHL000019405981,ab,2.0
CHL000019406004,b,1.0
CHL000019405984,a,1.0
CHL000021106528,b,1.0
CHL000021106539,b,1.0
CHL000007402176,b,1.0
CHL000005601664,b,1.0
CHL000005601638,b,1.0
CHL000005601634,ab,2.0
CHL000017905596,ab,2.0
CHL000017905587,b,1.0
CHL000017905575,b,1.0
CHL000016405109,b,1.0
CHL000014304444,b,1.0
CHL000014304473,ab,2.0
CHL000009502895,b,1.0
CHL000012803945,abbab,5.0
CHL000012803955,b,1.0
CHL000012803937,b,1.0
CHL000019506007,b,1.0
CHL000019506018,b,1.0
CHL000000600222,b,1.0
CHL000000600208,b,1.0
CHL000003600994,b,1.0
CHL000020706399,ab,2.0
CHL000004101159,abab,4.0
CHL000004601331,ab,2.0
CHL000004601304,aab,3.0
CHL000015204750,b,1.0
CHL000015204746,b,1.0
CHL000009102778,abb,3.0
CHL000009102787,b,1.0
CHL000007802294,b,1.0
CHL000004401242,b,1.0
CHL000004001102,b,1.0
CHL000004001106,b,1.0
CHL000004001117,ab,2.0
CHL000010503257,b,1.0
CHL000010303179,aaaaab,6.0
CHL000012403797,b,1.0
CHL000012403817,aab,3.0
CHL000015504837,ab,2.0
CHL000015504830,ab,2.0
CHL000000700243,b,1.0
CHL000010403198,bb,2.0
CHL000006902012,a,1.0
CHL000019305963,b,1.0
CHL000021606713,abbab,5.0
CHL000021606712,b,1.0
COL000022105621,babb,4.0
COL000008001971,b,1.0
COL000008001957,ab,2.0
COL000023806032,b,1.0
COL000023806037,b,1.0
COL000002900686,a,1.0
COL000011902943,b,1.0
COL000032708463,b,1.0
COL000010802666,abb,3.0
COL000010802676,a,1.0
COL000011702895,b,1.0
COL000028207189,bb,2.0
COL000025106404,aaaaaa,6.0
COL000025106400,b,1.0
COL000021005363,a,1.0
COL000012103017,b,1.0
COL000000300059,b,1.0
COL000015804081,b,1.0
COL000026006572,abab,4.0
COL000015303947,b,1.0
COL000015704067,b,1.0
COL000015704055,b,1.0
COL000030407797,bb,2.0
COL000026306672,b,1.0
COL000023105838,b,1.0
COL000024906336,abab,4.0
COL000024906333,a,1.0
COL000006701604,b,1.0
COL000029907655,bab,3.0
COL000029907651,ab,2.0
COL000015403979,bb,2.0
COL000015403957,b,1.0
COL000025906564,ab,2.0
COL000025906559,b,1.0
COL000027006867,a,1.0
COL000027206925,a,1.0
COL000014603728,b,1.0
COL000016104146,a,1.0
COL000016104167,a,1.0
COL000018704753,bbb,3.0
COL000018604730,ab,2.0
COL000027506994,bb,2.0
COL000030907933,b,1.0
COL000023906083,b,1.0
COL000006901669,b,1.0
COL000008702118,aaa,3.0
COL000008702110,a,1.0
COL000008702112,b,1.0
COL000008702099,b,1.0
COL000013203297,aa,2.0
COL000011002719,a,1.0
COL000016604234,ab,2.0
COL000002700672,bbab,4.0
COL000015203900,b,1.0
COL000011802907,ab,2.0
COL000011802935,abab,4.0
COL000022305673,bb,2.0
COL000022305651,a,1.0
COL000017204392,ab,2.0
COL000018004583,abab,4.0
COL000029007414,ba,2.0
COL000013503413,bb,2.0
COL000010202526,a,1.0
COL000010202514,b,1.0
COL000028107161,b,1.0
COL000006601572,a,1.0
COL000006601586,b,1.0
COL000022405694,a,1.0
COL000022405702,b,1.0
COL000001400339,bbb,3.0
COL000028507285,b,1.0
COL000015003854,b,1.0
COL000017004346,b,1.0
COL000017004337,b,1.0
COL000019104850,b,1.0
COL000019004822,bab,3.0
COL000033708755,b,1.0
COL000030207739,b,1.0
COL000029307488,ab,2.0
COL000010002511,b,1.0
COL000010002491,b,1.0
COL000017704529,a,1.0
COL000003400842,b,1.0
COL000003200774,b,1.0
COL000003200766,bab,3.0
COL000004901235,bab,3.0
COL000011102721,bb,2.0
COL000011102741,ab,2.0
COL000011302783,b,1.0
COL000011302789,b,1.0
COL000003500872,a,1.0
COL000019404945,b,1.0
COL000009102230,b,1.0
COL000009102243,b,1.0
COL000013803495,bab,3.0
COL000013803492,a,1.0
COL000017504489,bb,2.0
COL000012903227,b,1.0
COL000012903223,b,1.0
COL000012903231,ab,2.0
COL000020505243,ab,2.0
COL000002100490,a,1.0
COL000002100498,ab,2.0
COL000021405461,bab,3.0
COL000021405459,ab,2.0
COL000013003257,b,1.0
COL000020905351,b,1.0
COL000020905340,a,1.0
COL000018404658,b,1.0
COL000018404672,b,1.0
COL000020405197,b,1.0
COL000020405192,a,1.0
COL000004701169,abab,4.0
COL000004701162,bb,2.0
COL000004701173,abab,4.0
COL000016804274,a,1.0
COL000016804278,ab,2.0
COL000007701917,b,1.0
COL000019805024,ababb,5.0
COL000019805036,b,1.0
COL000002500606,b,1.0
COL000007101757,b,1.0
COL000027907100,bbbabbb,7.0
COL000027907085,baaaaab,7.0
COL000018804769,bab,3.0
COL000026906833,b,1.0
COL000004200985,b,1.0
COL000023405905,a,1.0
COL000011602860,a,1.0
COL000009602392,b,1.0
COL000004100978,b,1.0
COL000033008565,ab,2.0
COL000013303326,b,1.0
COL000013303329,bab,3.0
COL000034708976,a,1.0
COL000034708957,b,1.0
COL000034708964,bbb,3.0
COL000020105116,aaaaa,5.0
COL000022705753,b,1.0
COL000022705742,abbb,4.0
COL000024706293,a,1.0
COL000024706314,b,1.0
COL000031808194,a,1.0
COL000031808171,bb,2.0
COL000017604512,bb,2.0
COL000009402323,a,1.0
COL000027707063,b,1.0
COL000027707041,aaaaab,6.0
COL000021505486,b,1.0
COL000021505480,a,1.0
COL000012303043,abab,4.0
COL000006401541,bbbb,4.0
COL000031308059,bb,2.0
COL000031308036,b,1.0
COL000012403076,aa,2.0
COL000019204884,ab,2.0
COL000000800210,b,1.0
COL000006001416,bab,3.0
COL000031408098,b,1.0
COL000033508689,a,1.0
COL000009802455,bbab,4.0
COL000009002184,bb,2.0
COL000026806790,baab,4.0
COL000024006093,b,1.0
COL000007901938,a,1.0
COL000013603436,b,1.0
COL000013603427,aababb,6.0
COL000027607015,bab,3.0
COL000027607021,babb,4.0
COL000000900239,b,1.0
COL000000900235,a,1.0
COL000031908203,aa,2.0
COL000031908204,b,1.0
COL000029507543,b,1.0
COL000001000269,abbbab,6.0
COL000001000284,abab,4.0
COL000006801640,b,1.0
COL000015604036,b,1.0
COL000015604025,bb,2.0
COL000002000468,b,1.0
COL000031508100,b,1.0
COL000008402042,a,1.0
COL000029407513,a,1.0
COL000029407507,a,1.0
COL000029207451,b,1.0
COL000023605987,b,1.0
COL000023605981,a,1.0
COL000008802153,bb,2.0
COL000002300543,a,1.0
COL000002300550,ab,2.0
COL000010702651,a,1.0
COL000010702641,b,1.0
COL000031007954,bab,3.0
COL000018504693,b,1.0
COL000018504702,ab,2.0
COL000006101431,b,1.0
COL000020605270,b,1.0
COL000025406466,a,1.0
COL000025406455,a,1.0
COL000008302022,bab,3.0
COL000008302006,ab,2.0
COL000020805319,b,1.0
COL000030807900,a,1.0
COL000030807892,b,1.0
COL000030807902,b,1.0
COL000032208318,b,1.0
COL000032208307,ab,2.0
COL000032508407,bab,3.0
COL000032508394,b,1.0
COL000025506487,b,1.0
COL000005101290,ab,2.0
COL000013103275,b,1.0
COL000004501099,aaaaaaab,8.0
COL000034308901,b,1.0
COL000014203604,ab,2.0
COL000019705013,ab,2.0
COL000034508924,ab,2.0
COL000002800680,b,1.0
COL000016404220,b,1.0
COL000010402582,b,1.0
COL000019304911,b,1.0
COL000024506257,a,1.0
COL000024506244,b,1.0
COL000024506243,b,1.0
COL000025306412,bb,2.0
COL000003600883,a,1.0
COL000034408912,b,1.0
COL000033308637,b,1.0
COL000033308643,a,1.0
CZE000001600217,b,1.0
CZE000001600219,b,1.0
CZE000001600221,b,1.0
CZE000001600216,abab,4.0
CZE000001600208,b,1.0
CZE000001600205,b,1.0
CZE000001600204,b,1.0
CZE000001600206,b,1.0
CZE000001700239,ab,2.0
CZE000001700243,ab,2.0
CZE000001700235,b,1.0
CZE000018503276,bab,3.0
CZE000018503261,bb,2.0
CZE000018503262,bb,2.0
CZE000018203202,aaaaa,5.0
CZE000018203194,aaaaab,6.0
CZE000018203201,b,1.0
CZE000018203203,b,1.0
CZE000018203198,b,1.0
CZE000003800710,ab,2.0
CZE000003800699,bab,3.0
CZE000007601387,bab,3.0
CZE000007601382,b,1.0
CZE000007601386,b,1.0
CZE000007601392,a,1.0
CZE000025604513,bb,2.0
CZE000025604511,ab,2.0
CZE000025604510,b,1.0
CZE000025604517,b,1.0
CZE000021103743,aabab,5.0
CZE000021103745,ab,2.0
CZE000021103737,ab,2.0
CZE000018803311,b,1.0
CZE000018803303,b,1.0
CZE000018803315,b,1.0
CZE000018803313,ab,2.0
CZE000010701906,b,1.0
CZE000010701910,ab,2.0
CZE000010701911,bab,3.0
CZE000010101806,ab,2.0
CZE000010101804,b,1.0
CZE000026804753,b,1.0
CZE000026804756,b,1.0
CZE000026804751,abb,3.0
CZE000026804744,b,1.0
CZE000029005147,bab,3.0
CZE000029005150,ab,2.0
CZE000029005141,b,1.0
CZE000029005142,b,1.0
CZE000020003506,ab,2.0
CZE000020003508,ab,2.0
CZE000020003503,bab,3.0
CZE000020003500,a,1.0
CZE000027104789,b,1.0
CZE000027104806,b,1.0
CZE000010301845,b,1.0
CZE000010301836,b,1.0
CZE000010301830,b,1.0
CZE000010301843,b,1.0
CZE000013502420,bb,2.0
CZE000013502426,bab,3.0
CZE000020103516,b,1.0
CZE000020103518,b,1.0
CZE000020103520,a,1.0
CZE000017303059,b,1.0
CZE000017303054,bab,3.0
CZE000017303057,b,1.0
CZE000028605069,bb,2.0
CZE000028605070,b,1.0
CZE000028605063,b,1.0
CZE000028605065,b,1.0
CZE000023204067,b,1.0
CZE000019903494,bab,3.0
CZE000019903488,bab,3.0
CZE000019903479,b,1.0
CZE000019903486,bab,3.0
CZE000019903495,b,1.0
CZE000013102355,b,1.0
CZE000013102359,abab,4.0
CZE000013102358,abab,4.0
CZE000009601702,b,1.0
CZE000009601709,ab,2.0
CZE000009101584,ab,2.0
CZE000009101588,abab,4.0
CZE000009101586,ab,2.0
CZE000006101118,ab,2.0
CZE000006101122,b,1.0
CZE000006101127,abab,4.0
CZE000006101126,b,1.0
CZE000008501481,b,1.0
CZE000008501491,a,1.0
CZE000008501487,ab,2.0
CZE000008501484,ab,2.0
CZE000011101941,ab,2.0
CZE000011101950,bb,2.0
CZE000011101951,b,1.0
CZE000022403955,b,1.0
CZE000022403954,a,1.0
CZE000017803134,bab,3.0
CZE000017803129,b,1.0
CZE000017803133,bab,3.0
CZE000003000528,ab,2.0
CZE000003000533,b,1.0
CZE000000600129,b,1.0
CZE000000600123,aaaaaab,7.0
CZE000000600120,bab,3.0
CZE000000600121,b,1.0
CZE000000600125,b,1.0
CZE000014302590,b,1.0
CZE000014302579,b,1.0
CZE000014302589,b,1.0
CZE000006701212,ab,2.0
CZE000006701223,bab,3.0
CZE000006701219,b,1.0
CZE000006701228,a,1.0
CZE000000800136,aaaaa,5.0
CZE000018003175,b,1.0
CZE000018003169,b,1.0
CZE000012102138,bab,3.0
CZE000012102143,ab,2.0
CZE000028004956,b,1.0
CZE000028004972,ab,2.0
CZE000028004968,a,1.0
CZE000028004973,b,1.0
CZE000026304655,ab,2.0
CZE000002100291,ba,2.0
CZE000002100290,abab,4.0
CZE000002100296,bab,3.0
CZE000002100292,a,1.0
CZE000029205192,b,1.0
CZE000029205186,bab,3.0
CZE000029205196,b,1.0
CZE000021303769,abb,3.0
CZE000021303770,a,1.0
CZE000009501683,ab,2.0
CZE000009501676,bab,3.0
CZE000009501685,b,1.0
CZE000022904005,b,1.0
CZE000022904006,b,1.0
CZE000022904013,ab,2.0
CZE000022904018,bab,3.0
CZE000022904007,b,1.0
CZE000013602437,b,1.0
CZE000013602441,ab,2.0
CZE000013602438,b,1.0
CZE000003600642,ab,2.0
CZE000003600629,bab,3.0
CZE000003600622,b,1.0
CZE000003600640,bab,3.0
CZE000009001568,b,1.0
CZE000009001565,b,1.0
CZE000013702471,b,1.0
CZE000013702449,b,1.0
CZE000013702473,b,1.0
CZE000008101428,a,1.0
CZE000008101444,b,1.0
CZE000015902861,b,1.0
CZE000015902857,b,1.0
CZE000015902871,b,1.0
CZE000015902870,b,1.0
CZE000022603984,b,1.0
CZE000013902513,b,1.0
CZE000022303951,ab,2.0
CZE000022303945,b,1.0
CZE000022303950,b,1.0
CZE000002300357,b,1.0
CZE000009701723,b,1.0
CZE000009701719,b,1.0
CZE000024804389,b,1.0
CZE000024804382,b,1.0
CZE000024804381,a,1.0
CZE000017403060,ab,2.0
CZE000017403070,b,1.0
CZE000017403063,a,1.0
CZE000017403066,abab,4.0
CZE000028304997,b,1.0
CZE000028305010,ab,2.0
CZE000016802992,b,1.0
CZE000001100163,a,1.0
CZE000001100159,bbab,4.0
CZE000002200327,b,1.0
CZE000002200329,a,1.0
CZE000026104604,abab,4.0
CZE000026104599,ab,2.0
CZE000026104580,ab,2.0
CZE000028905129,a,1.0
CZE000028905131,bab,3.0
CZE000028905135,bab,3.0
CZE000002500425,ab,2.0
CZE000002500413,b,1.0
CZE000002500406,ab,2.0
CZE000002500423,ab,2.0
CZE000026204627,b,1.0
CZE000026204614,ab,2.0
CZE000026204616,b,1.0
CZE000025304493,b,1.0
CZE000025304482,b,1.0
CZE000025304494,bb,2.0
CZE000025304485,b,1.0
CZE000019803477,bb,2.0
CZE000019803461,b,1.0
CZE000019803467,aaaaab,6.0
CZE000019803468,b,1.0
